S_NS1_Pm_023_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_751	RXN-9623
S_NS1_Pm_023_751	RXN-9644
S_NS1_Pm_023_751	RXN-16393
S_NS1_Pm_023_751	RXN-13614
S_NS1_Pm_023_751	RXN-7904
S_NS1_Pm_023_751	RXN-12978
S_NS1_Pm_023_751	RXN66-477
S_NS1_Pm_023_751	RXN-16418
S_NS1_Pm_023_751	RXN-16415
S_NS1_Pm_023_752	GLYOHMETRANS-RXN
S_NS1_Pm_023_753	UDPNACETYLMURAMATEDEHYDROG-RXN
S_NS1_Pm_023_754	ALTRO-OXIDOREDUCT-RXN
S_NS1_Pm_023_755	GLU6PDEHYDROG-RXN
S_NS1_Pm_023_757	RXN-9952
S_NS1_Pm_023_758	BIOTIN-CARBOXYL-RXN
S_NS1_Pm_023_759	3.1.2.21-RXN
S_NS1_Pm_023_760	TRANSALDOL-RXN
S_NS1_Pm_023_761	RXN-7933
S_NS1_Pm_023_761	ACETYLORNDEACET-RXN
S_NS1_Pm_023_762	CHOLOYLGLYCINE-HYDROLASE-RXN
S_NS1_Pm_023_763	RXN-12480
S_NS1_Pm_023_764	RXN-3341
S_NS1_Pm_023_765	3.4.21.105-RXN
S_NS1_Pm_023_766	GKI-RXN
S_NS1_Pm_023_767	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_768	RHAMNULPALDOL-RXN
S_NS1_Pm_023_769	RHAMNISOM-RXN
S_NS1_Pm_023_770	RXN0-5306
S_NS1_Pm_023_771	ASPARAGHYD-RXN
S_NS1_Pm_023_772	ASPARAGHYD-RXN
S_NS1_Pm_023_773	2.7.8.6-RXN
S_NS1_Pm_023_774	RXN-14531
S_NS1_Pm_023_775	PEPCARBOXYKIN-RXN
S_NS1_Pm_023_776	RIBAZOLEPHOSPHAT-RXN
S_NS1_Pm_023_776	RXN-8770
S_NS1_Pm_023_777	RXN-14692
S_NS1_Pm_023_778	ASNSYNB-RXN
S_NS1_Pm_023_779	THRESYN-RXN
S_NS1_Pm_023_780	HISTPRATPHYD-RXN
S_NS1_Pm_023_781	F16BDEPHOS-RXN
S_NS1_Pm_023_782	PSERTRANSAMPYR-RXN
S_NS1_Pm_023_782	PSERTRANSAM-RXN
S_NS1_Pm_023_783	GLUTRACE-RXN
S_NS1_Pm_023_784	RXN0-6515
S_NS1_Pm_023_785	RXN-2464
S_NS1_Pm_023_785	RXN-12074
S_NS1_Pm_023_785	4.1.3.17-RXN
S_NS1_Pm_023_786	THIAMIN-PYROPHOSPHOKINASE-RXN
S_NS1_Pm_023_787	1.4.1.21-RXN
S_NS1_Pm_023_788	GLYCOGENSYN-RXN
S_NS1_Pm_023_789	2.6.1.37-RXN
S_NS1_Pm_023_790	RXN-2043
S_NS1_Pm_023_791	4.2.2.5-RXN
S_NS1_Pm_023_791	RXN-11572
S_NS1_Pm_023_792	4.2.2.5-RXN
S_NS1_Pm_023_792	RXN-11572
S_NS1_Pm_023_793	5.4.1.2-RXN
S_NS1_Pm_023_794	RXN-8768
S_NS1_Pm_023_795	3.4.21.53-RXN
S_NS1_Pm_023_796	3.4.21.53-RXN
S_NS1_Pm_023_797	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_NS1_Pm_023_798	RXN-12444
S_NS1_Pm_023_799	RXN66-337
S_NS1_Pm_023_799	3.4.13.19-RXN
S_NS1_Pm_023_799	RXN-15682
S_NS1_Pm_023_800	HOMSUCTRAN-RXN
S_NS1_Pm_023_801	RXN-11835
S_NS1_Pm_023_802	ARABISOM-RXN
S_NS1_Pm_023_803	2.1.1.151-RXN
S_NS1_Pm_023_803	RXN-8760
S_NS1_Pm_023_804	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_NS1_Pm_023_805	RXN-8764
S_NS1_Pm_023_806	2.1.1.130-RXN
S_NS1_Pm_023_807	RXN-8762
S_NS1_Pm_023_808	2.1.1.133-RXN
S_NS1_Pm_023_809	RXN0-5227
S_NS1_Pm_023_809	RXN-16664
S_NS1_Pm_023_809	3.4.17.13-RXN
S_NS1_Pm_023_810	RXN-13585
S_NS1_Pm_023_811	3.6.3.15-RXN
S_NS1_Pm_023_812	RNA-DIRECTED-DNA-POLYMERASE-RXN
S_NS1_Pm_023_813	NADPYROPHOSPHAT-RXN
S_NS1_Pm_023_814	RXN-11578
S_NS1_Pm_023_815	AGMATIN-RXN
S_NS1_Pm_023_816	ACETATEKIN-RXN
S_NS1_Pm_023_818	RXN-15513
S_NS1_Pm_023_819	ALANINE-AMINOTRANSFERASE-RXN
S_NS1_Pm_023_819	RXN-13698
S_NS1_Pm_023_820	3.6.3.4-RXN
S_NS1_Pm_023_821	RXN-9237
S_NS1_Pm_023_821	2.1.1.64-RXN
S_NS1_Pm_023_821	RXN3O-102
S_NS1_Pm_023_821	RXN-9229
S_NS1_Pm_023_821	DHHB-METHYLTRANSFER-RXN
S_NS1_Pm_023_821	RXN-11758
S_NS1_Pm_023_822	RXN-9240
S_NS1_Pm_023_822	RXN-9233
S_NS1_Pm_023_822	RXN-9225
S_NS1_Pm_023_822	RXN-12160
S_NS1_Pm_023_822	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
S_NS1_Pm_023_824	RXN-10857
S_NS1_Pm_023_824	H2NEOPTERINALDOL-RXN
S_NS1_Pm_023_826	6.3.1.12-RXN
S_NS1_Pm_023_826	RXN-11344
S_NS1_Pm_023_826	RXN-11342
S_NS1_Pm_023_827	RXN-11843
S_NS1_Pm_023_828	RXN-11843
S_NS1_Pm_023_829	RXN-11842
S_NS1_Pm_023_830	RXN-11842
S_NS1_Pm_023_831	RXN-9929
S_NS1_Pm_023_832	RXN-9929
S_NS1_Pm_023_833	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
S_NS1_Pm_023_834	OMEGA-AMIDASE-RXN
S_NS1_Pm_023_835	1.8.4.14-RXN
S_NS1_Pm_023_836	3.2.1.17-RXN
S_NS1_Pm_023_837	3.2.1.17-RXN
S_NS1_Pm_023_838	ALANINE-DEHYDROGENASE-RXN
S_NS1_Pm_023_839	3.2.1.80-RXN
S_NS1_Pm_023_839	RXN-1841
S_NS1_Pm_023_840	RXN-13677
S_NS1_Pm_023_840	RXN-6642
S_NS1_Pm_023_840	3.4.11.2-RXN
S_NS1_Pm_023_841	PSERPHOSPHA-RXN
S_NS1_Pm_023_841	RXN0-5114
S_NS1_Pm_023_842	PSERPHOSPHA-RXN
S_NS1_Pm_023_842	RXN0-5114
S_NS1_Pm_023_843	PGPPHOSPHA-RXN
S_NS1_Pm_023_843	RXN-13313
S_NS1_Pm_023_844	3.4.22.40-RXN
S_NS1_Pm_023_845	3.4.22.40-RXN
S_NS1_Pm_023_846	3.4.22.40-RXN
S_NS1_Pm_023_848	3.2.1.97-RXN
S_NS1_Pm_023_849	TEICHOICSYN2-RXN
S_NS1_Pm_023_850	TEICHOICSYN2-RXN
S_NS1_Pm_023_851	ASPARTATE-4-DECARBOXYLASE-RXN
S_NS1_Pm_023_852	2.1.1.132-RXN
S_NS1_Pm_023_853	RXN-10009
S_NS1_Pm_023_853	RXN-15734
S_NS1_Pm_023_854	ADENYLATECYC-RXN
S_NS1_Pm_023_855	RXN-11695
S_NS1_Pm_023_856	GLYCERONE-KINASE-RXN
S_NS1_Pm_023_857	TRIOKINASE-RXN
S_NS1_Pm_023_858	DLACTDEHYDROGNAD-RXN
S_NS1_Pm_023_859	R229-RXN
S_NS1_Pm_023_860	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_861	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_862	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_863	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_864	RXN-10819
S_NS1_Pm_023_865	RXN-10819
S_NS1_Pm_023_866	1.2.7.8-RXN
S_NS1_Pm_023_867	1.2.7.8-RXN
S_NS1_Pm_023_868	ACETATE--COA-LIGASE-RXN
S_NS1_Pm_023_873	UDPMANNACADEHYDROG-RXN
S_NS1_Pm_023_874	LACTALDDEHYDROG-RXN
S_NS1_Pm_023_875	TREHALOSE6PSYN-RXN
S_NS1_Pm_023_876	GLYCOLALD-DEHYDROG-RXN
S_NS1_Pm_023_877	RXN1G-1439
S_NS1_Pm_023_877	RXN1G-1438
S_NS1_Pm_023_877	RXN1G-1435
S_NS1_Pm_023_877	RXN1G-1437
S_NS1_Pm_023_877	RXN1G-1436
S_NS1_Pm_023_877	TREHALOSEPHOSPHA-RXN
S_NS1_Pm_023_878	RXN-9311
S_NS1_Pm_023_879	GLUCOSE-1-PHOSPHAT-RXN
S_NS1_Pm_023_880	GLUCOSE-1-PHOSPHAT-RXN
S_NS1_Pm_023_881	RXN0-305
S_NS1_Pm_023_882	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
S_NS1_Pm_023_882	RXN0-6565
S_NS1_Pm_023_883	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
S_NS1_Pm_023_884	ACID-PHOSPHATASE-RXN
S_NS1_Pm_023_884	RXNQT-4191
S_NS1_Pm_023_885	LIPIDXSYNTHESIS-RXN
S_NS1_Pm_023_886	RXN-8807
S_NS1_Pm_023_887	RXN-11483
S_NS1_Pm_023_888	MANNPDEHYDROG-RXN
S_NS1_Pm_023_889	RXN0-6427
S_NS1_Pm_023_889	PPGPPSYN-RXN
S_NS1_Pm_023_890	RXN-2102
S_NS1_Pm_023_890	PECTINESTERASE-RXN
S_NS1_Pm_023_891	UDPMANACATRANS-RXN
S_NS1_Pm_023_892	RXN0-6952
S_NS1_Pm_023_892	PHOSPHOLIPASE-A1-RXN
S_NS1_Pm_023_892	RXN-12430
S_NS1_Pm_023_893	RXN-16138
S_NS1_Pm_023_893	RXN-15068
S_NS1_Pm_023_893	RXN-15067
S_NS1_Pm_023_893	RXN-1501
S_NS1_Pm_023_893	RXN0-6725
S_NS1_Pm_023_893	RXN-15065
S_NS1_Pm_023_893	PHOSPHOLIPASE-A2-RXN
S_NS1_Pm_023_893	RXN-16139
S_NS1_Pm_023_894	2-METHYLCITRATE-SYNTHASE-RXN
S_NS1_Pm_023_896	3.4.15.5-RXN
S_NS1_Pm_023_897	3.4.15.5-RXN
S_NS1_Pm_023_898	XYLISOM-RXN
S_NS1_Pm_023_898	GLUCISOM-RXN
S_NS1_Pm_023_899	AMP-NUCLEOSID-RXN
S_NS1_Pm_023_900	2.1.3.9-RXN
S_NS1_Pm_023_901	KDO-8PPHOSPHAT-RXN
S_NS1_Pm_023_902	3.6.3.32-RXN
S_NS1_Pm_023_902	RXN-8638
S_NS1_Pm_023_903	RXN-14347
S_NS1_Pm_023_904	LYSINE-23-AMINOMUTASE-RXN
S_NS1_Pm_023_905	GALACTARDEHYDRA-RXN
S_NS1_Pm_023_906	ERYTHRON4PDEHYDROG-RXN
S_NS1_Pm_023_907	3.2.1.99-RXN
S_NS1_Pm_023_908	3.2.1.99-RXN
S_NS1_Pm_023_909	3.4.14.5-RXN
S_NS1_Pm_023_910	3.4.14.5-RXN
S_NS1_Pm_023_911	3.4.14.5-RXN
S_NS1_Pm_023_912	HISTIDINE-AMMONIA-LYASE-RXN
S_NS1_Pm_023_913	3.4.24.71-RXN
S_NS1_Pm_023_914	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
S_NS1_Pm_023_915	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
S_NS1_Pm_023_916	RXN-13589
S_NS1_Pm_023_917	TRANS-RXN-214
S_NS1_Pm_023_918	TRANS-RXN-214
S_NS1_Pm_023_919	TRANS-RXN-214
S_NS1_Pm_023_920	TRANS-RXN-214
S_NS1_Pm_023_921	TRANS-RXN-214
S_NS1_Pm_023_922	TRANS-RXN-214
S_NS1_Pm_023_923	RXN-9024
S_NS1_Pm_023_923	3.2.1.3-RXN
S_NS1_Pm_023_924	RXN-7668
S_NS1_Pm_023_925	RXN-7668
S_NS1_Pm_023_926	RXN-7668
S_NS1_Pm_023_927	MALTOSE-PHOSPHORYLASE-RXN
S_NS1_Pm_023_928	MALTOSE-PHOSPHORYLASE-RXN
S_NS1_Pm_023_929	PYRUVATE-CARBOXYLASE-RXN
S_NS1_Pm_023_930	PYRUVATE-CARBOXYLASE-RXN
S_NS1_Pm_023_931	PYRUVATE-CARBOXYLASE-RXN
S_NS1_Pm_023_932	RXN-13269
S_NS1_Pm_023_933	ACETYL-COA-HYDROLASE-RXN
S_NS1_Pm_023_934	AMINOBENZCOALIG-RXN
S_NS1_Pm_023_935	RXN-13729
S_NS1_Pm_023_935	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_NS1_Pm_023_936	RXN-7743
S_NS1_Pm_023_937	3.4.14.4-RXN
S_NS1_Pm_023_938	RXN-9778
S_NS1_Pm_023_939	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
S_NS1_Pm_023_939	CORTISONE-ALPHA-REDUCTASE-RXN
S_NS1_Pm_023_939	RXN66-343
S_NS1_Pm_023_939	1.3.99.5-RXN
S_NS1_Pm_023_939	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
S_NS1_Pm_023_940	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_NS1_Pm_023_942	RXN66-579
S_NS1_Pm_023_942	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
S_NS1_Pm_023_943	FMNREDUCT-RXN
S_NS1_Pm_023_944	IMIDAZOLONEPROPIONASE-RXN
S_NS1_Pm_023_945	4.3.1.4-RXN
S_NS1_Pm_023_946	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
S_NS1_Pm_023_947	UROCANATE-HYDRATASE-RXN
S_NS1_Pm_023_948	4.2.1.41-RXN
S_NS1_Pm_023_949	4.2.1.41-RXN
S_NS1_Pm_023_950	1.1.1.136-RXN
S_NS1_Pm_023_951	1.1.1.136-RXN
S_NS1_Pm_023_952	ARGINASE-RXN
S_NS1_Pm_023_952	RXN-34
S_NS1_Pm_023_954	1.2.4.4-RXN
S_NS1_Pm_023_954	KETOISOCAPROATE-RXN
S_NS1_Pm_023_954	METHYLVALERATE-RXN
S_NS1_Pm_023_955	D-LYXOSE-KETOL-ISOMERASE-RXN
S_NS1_Pm_023_956	4.1.1.83-RXN
S_NS1_Pm_023_957	3.4.21.50-RXN
S_NS1_Pm_023_958	3.4.21.50-RXN
S_NS1_Pm_023_959	3.4.21.50-RXN
S_NS1_Pm_023_960	3.4.21.50-RXN
S_NS1_Pm_023_962	PROTOPORGENOXI-RXN
S_NS1_Pm_023_963	GLYCOLATE-REDUCTASE-RXN
S_NS1_Pm_023_964	ORNITHINE-GLU-AMINOTRANSFORASE-RXN
S_NS1_Pm_023_964	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
S_NS1_Pm_023_965	R17-RXN
S_NS1_Pm_023_966	6-METHYLSALICYLATE-DECARBOXYLASE-RXN
S_NS1_Pm_023_967	3.4.14.12-RXN
