S_S5_He_108_1	NADH-DEHYDROG-A-RXN
S_S5_He_108_851	ABC-28-RXN
S_S5_He_108_851	3.6.3.17-RXN
S_S5_He_108_851	ABC-33-RXN
S_S5_He_108_851	ABC-18-RXN
S_S5_He_108_852	ABC-2-RXN
S_S5_He_108_852	ABC-28-RXN
S_S5_He_108_852	3.6.3.17-RXN
S_S5_He_108_852	ABC-33-RXN
S_S5_He_108_852	ABC-18-RXN
S_S5_He_108_853	ABC-2-RXN
S_S5_He_108_853	ABC-28-RXN
S_S5_He_108_853	3.6.3.17-RXN
S_S5_He_108_853	ABC-33-RXN
S_S5_He_108_853	ABC-18-RXN
S_S5_He_108_854	RXN-16512
S_S5_He_108_854	RXN-12177
S_S5_He_108_854	RXN-14021
S_S5_He_108_854	RXN-16485
S_S5_He_108_855	RXN-16512
S_S5_He_108_855	RXN-12177
S_S5_He_108_855	RXN-14021
S_S5_He_108_855	RXN-16485
S_S5_He_108_856	RXN-16512
S_S5_He_108_856	RXN-12177
S_S5_He_108_856	RXN-14021
S_S5_He_108_856	RXN-16485
S_S5_He_108_857	RXN-16512
S_S5_He_108_857	RXN-12177
S_S5_He_108_857	RXN-14021
S_S5_He_108_857	RXN-16485
S_S5_He_108_858	RXN-16512
S_S5_He_108_858	RXN-12177
S_S5_He_108_858	RXN-14021
S_S5_He_108_858	RXN-16485
S_S5_He_108_859	RXN-16512
S_S5_He_108_859	RXN-12177
S_S5_He_108_859	RXN-14021
S_S5_He_108_859	RXN-16485
S_S5_He_108_860	RXN-16512
S_S5_He_108_860	RXN-12177
S_S5_He_108_860	RXN-14021
S_S5_He_108_860	RXN-16485
S_S5_He_108_861	RXN-16512
S_S5_He_108_861	RXN-12177
S_S5_He_108_861	RXN-14021
S_S5_He_108_861	RXN-16485
S_S5_He_108_862	RXN-16512
S_S5_He_108_862	RXN-12177
S_S5_He_108_862	RXN-14021
S_S5_He_108_862	RXN-16485
S_S5_He_108_863	RXN-16512
S_S5_He_108_863	RXN-12177
S_S5_He_108_863	RXN-14021
S_S5_He_108_863	RXN-16485
S_S5_He_108_864	RXN-16512
S_S5_He_108_864	RXN-12177
S_S5_He_108_864	RXN-14021
S_S5_He_108_864	RXN-16485
S_S5_He_108_865	RXN-16512
S_S5_He_108_865	RXN-12177
S_S5_He_108_865	RXN-14021
S_S5_He_108_865	RXN-16485
S_S5_He_108_866	RXN-16512
S_S5_He_108_866	RXN-12177
S_S5_He_108_866	RXN-14021
S_S5_He_108_866	RXN-16485
S_S5_He_108_867	RXN-16512
S_S5_He_108_867	RXN-12177
S_S5_He_108_867	RXN-14021
S_S5_He_108_867	RXN-16485
S_S5_He_108_868	RXN-16512
S_S5_He_108_868	RXN-12177
S_S5_He_108_868	RXN-14021
S_S5_He_108_868	RXN-16485
S_S5_He_108_869	RXN-13600
S_S5_He_108_869	RXN-13602
S_S5_He_108_869	RXN-13603
S_S5_He_108_869	RXN-9674
S_S5_He_108_869	3.2.1.21-RXN
S_S5_He_108_869	RXN-10773
S_S5_He_108_869	RXN-10769
S_S5_He_108_869	RXN-14179
S_S5_He_108_869	RXN-5341
S_S5_He_108_869	RXN-8036
S_S5_He_108_870	RXN-13600
S_S5_He_108_870	RXN-13602
S_S5_He_108_870	RXN-13603
S_S5_He_108_870	RXN-9674
S_S5_He_108_870	3.2.1.21-RXN
S_S5_He_108_870	RXN-10773
S_S5_He_108_870	RXN-10769
S_S5_He_108_870	RXN-14179
S_S5_He_108_870	RXN-5341
S_S5_He_108_870	RXN-8036
S_S5_He_108_871	RXN-13600
S_S5_He_108_871	RXN-13602
S_S5_He_108_871	RXN-13603
S_S5_He_108_871	RXN-9674
S_S5_He_108_871	3.2.1.21-RXN
S_S5_He_108_871	RXN-10773
S_S5_He_108_871	RXN-10769
S_S5_He_108_871	RXN-14179
S_S5_He_108_871	RXN-5341
S_S5_He_108_871	RXN-8036
S_S5_He_108_872	RXN-13600
S_S5_He_108_872	RXN-13602
S_S5_He_108_872	RXN-13603
S_S5_He_108_872	RXN-9674
S_S5_He_108_872	3.2.1.21-RXN
S_S5_He_108_872	RXN-10773
S_S5_He_108_872	RXN-10769
S_S5_He_108_872	RXN-14179
S_S5_He_108_872	RXN-5341
S_S5_He_108_872	RXN-8036
S_S5_He_108_873	RXN-13600
S_S5_He_108_873	RXN-13602
S_S5_He_108_873	RXN-13603
S_S5_He_108_873	RXN-9674
S_S5_He_108_873	3.2.1.21-RXN
S_S5_He_108_873	RXN-10773
S_S5_He_108_873	RXN-10769
S_S5_He_108_873	RXN-14179
S_S5_He_108_873	RXN-5341
S_S5_He_108_873	RXN-8036
S_S5_He_108_874	RXN-13600
S_S5_He_108_874	RXN-13602
S_S5_He_108_874	RXN-13603
S_S5_He_108_874	RXN-9674
S_S5_He_108_874	3.2.1.21-RXN
S_S5_He_108_874	RXN-10773
S_S5_He_108_874	RXN-10769
S_S5_He_108_874	RXN-14179
S_S5_He_108_874	RXN-5341
S_S5_He_108_874	RXN-8036
S_S5_He_108_875	RXN-13600
S_S5_He_108_875	RXN-13602
S_S5_He_108_875	RXN-13603
S_S5_He_108_875	RXN-9674
S_S5_He_108_875	3.2.1.21-RXN
S_S5_He_108_875	RXN-10773
S_S5_He_108_875	RXN-10769
S_S5_He_108_875	RXN-14179
S_S5_He_108_875	RXN-5341
S_S5_He_108_875	RXN-8036
S_S5_He_108_876	RXN-13600
S_S5_He_108_876	RXN-13602
S_S5_He_108_876	RXN-13603
S_S5_He_108_876	RXN-9674
S_S5_He_108_876	3.2.1.21-RXN
S_S5_He_108_876	RXN-10773
S_S5_He_108_876	RXN-10769
S_S5_He_108_876	RXN-14179
S_S5_He_108_876	RXN-5341
S_S5_He_108_876	RXN-8036
S_S5_He_108_877	RXN-13600
S_S5_He_108_877	RXN-13602
S_S5_He_108_877	RXN-13603
S_S5_He_108_877	RXN-9674
S_S5_He_108_877	3.2.1.21-RXN
S_S5_He_108_877	RXN-10773
S_S5_He_108_877	RXN-10769
S_S5_He_108_877	RXN-14179
S_S5_He_108_877	RXN-5341
S_S5_He_108_877	RXN-8036
S_S5_He_108_878	RXN-13600
S_S5_He_108_878	RXN-13602
S_S5_He_108_878	RXN-13603
S_S5_He_108_878	RXN-9674
S_S5_He_108_878	3.2.1.21-RXN
S_S5_He_108_878	RXN-10773
S_S5_He_108_878	RXN-10769
S_S5_He_108_878	RXN-14179
S_S5_He_108_878	RXN-5341
S_S5_He_108_878	RXN-8036
S_S5_He_108_879	RXN-13600
S_S5_He_108_879	RXN-13602
S_S5_He_108_879	RXN-13603
S_S5_He_108_879	RXN-9674
S_S5_He_108_879	3.2.1.21-RXN
S_S5_He_108_879	RXN-10773
S_S5_He_108_879	RXN-10769
S_S5_He_108_879	RXN-14179
S_S5_He_108_879	RXN-5341
S_S5_He_108_879	RXN-8036
S_S5_He_108_880	RXN0-5297
S_S5_He_108_880	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_880	RXN0-5295
S_S5_He_108_880	RXN0-6994
S_S5_He_108_880	RXN0-7002
S_S5_He_108_881	RXN0-5297
S_S5_He_108_881	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_881	RXN0-5295
S_S5_He_108_881	RXN0-6994
S_S5_He_108_881	RXN0-7002
S_S5_He_108_882	RXN0-5297
S_S5_He_108_882	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_882	RXN0-5295
S_S5_He_108_882	RXN0-6994
S_S5_He_108_882	RXN0-7002
S_S5_He_108_883	RXN0-5297
S_S5_He_108_883	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_883	RXN0-5295
S_S5_He_108_883	RXN0-6994
S_S5_He_108_883	RXN0-7002
S_S5_He_108_884	RXN0-5297
S_S5_He_108_884	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_884	RXN0-5295
S_S5_He_108_884	RXN0-6994
S_S5_He_108_884	RXN0-7002
S_S5_He_108_885	RXN0-5297
S_S5_He_108_885	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_885	RXN0-5295
S_S5_He_108_885	RXN0-6994
S_S5_He_108_885	RXN0-7002
S_S5_He_108_886	RXN0-5297
S_S5_He_108_886	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_886	RXN0-5295
S_S5_He_108_886	RXN0-6994
S_S5_He_108_886	RXN0-7002
S_S5_He_108_887	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_888	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_889	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_890	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_891	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_892	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_893	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_894	RXN-14160
S_S5_He_108_894	RXN-14073
S_S5_He_108_894	GLYCPDIESTER-RXN
S_S5_He_108_894	RXN-14136
S_S5_He_108_895	RXN-14160
S_S5_He_108_895	RXN-14073
S_S5_He_108_895	GLYCPDIESTER-RXN
S_S5_He_108_895	RXN-14136
S_S5_He_108_896	RXN-14160
S_S5_He_108_896	RXN-14073
S_S5_He_108_896	GLYCPDIESTER-RXN
S_S5_He_108_896	RXN-14136
S_S5_He_108_897	RXN-14160
S_S5_He_108_897	RXN-14073
S_S5_He_108_897	GLYCPDIESTER-RXN
S_S5_He_108_897	RXN-14136
S_S5_He_108_898	RXN-14160
S_S5_He_108_898	RXN-14073
S_S5_He_108_898	GLYCPDIESTER-RXN
S_S5_He_108_898	RXN-14136
S_S5_He_108_899	RXN-14160
S_S5_He_108_899	RXN-14073
S_S5_He_108_899	GLYCPDIESTER-RXN
S_S5_He_108_899	RXN-14136
S_S5_He_108_900	RXN-14160
S_S5_He_108_900	RXN-14073
S_S5_He_108_900	GLYCPDIESTER-RXN
S_S5_He_108_900	RXN-14136
S_S5_He_108_901	RXN-14160
S_S5_He_108_901	RXN-14073
S_S5_He_108_901	GLYCPDIESTER-RXN
S_S5_He_108_901	RXN-14136
S_S5_He_108_902	RIBOKIN-RXN
S_S5_He_108_902	RXN-14223
S_S5_He_108_903	RIBOKIN-RXN
S_S5_He_108_903	RXN-14223
S_S5_He_108_904	RIBOKIN-RXN
S_S5_He_108_904	RXN-14223
S_S5_He_108_905	RIBOKIN-RXN
S_S5_He_108_905	RXN-14223
S_S5_He_108_906	RIBOKIN-RXN
S_S5_He_108_906	RXN-14223
S_S5_He_108_907	RIBOKIN-RXN
S_S5_He_108_907	RXN-14223
S_S5_He_108_908	RIBOKIN-RXN
S_S5_He_108_908	RXN-14223
S_S5_He_108_909	RIBOKIN-RXN
S_S5_He_108_909	RXN-14223
S_S5_He_108_910	URA-PHOSPH-RXN
S_S5_He_108_910	URPHOS-RXN
S_S5_He_108_911	URA-PHOSPH-RXN
S_S5_He_108_911	URPHOS-RXN
S_S5_He_108_912	URA-PHOSPH-RXN
S_S5_He_108_912	URPHOS-RXN
S_S5_He_108_913	URA-PHOSPH-RXN
S_S5_He_108_913	URPHOS-RXN
S_S5_He_108_914	URA-PHOSPH-RXN
S_S5_He_108_914	URPHOS-RXN
S_S5_He_108_915	URA-PHOSPH-RXN
S_S5_He_108_915	URPHOS-RXN
S_S5_He_108_916	1.12.1.3-RXN
S_S5_He_108_920	3.6.3.30-RXN
S_S5_He_108_921	3.6.3.30-RXN
S_S5_He_108_922	3.6.3.30-RXN
S_S5_He_108_923	3.6.3.30-RXN
S_S5_He_108_924	3.6.3.30-RXN
S_S5_He_108_925	3.6.3.30-RXN
S_S5_He_108_926	GLYOXI-RXN
S_S5_He_108_927	GLYOXI-RXN
S_S5_He_108_928	GLYOXI-RXN
S_S5_He_108_929	GLYOXI-RXN
S_S5_He_108_930	GLYOXI-RXN
S_S5_He_108_935	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_935	RXN-7001
S_S5_He_108_935	RXN-14029
S_S5_He_108_935	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_935	RXN-11715
S_S5_He_108_935	RXN-11743
S_S5_He_108_935	INOPHOSPHOR-RXN
S_S5_He_108_935	PNP-RXN
S_S5_He_108_935	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_935	ADENPHOSPHOR-RXN
S_S5_He_108_935	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_935	RXN0-5199
S_S5_He_108_936	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_936	RXN-7001
S_S5_He_108_936	RXN-14029
S_S5_He_108_936	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_936	RXN-11715
S_S5_He_108_936	RXN-11743
S_S5_He_108_936	INOPHOSPHOR-RXN
S_S5_He_108_936	PNP-RXN
S_S5_He_108_936	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_936	ADENPHOSPHOR-RXN
S_S5_He_108_936	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_936	RXN0-5199
S_S5_He_108_937	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_937	RXN-7001
S_S5_He_108_937	RXN-14029
S_S5_He_108_937	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_937	RXN-11715
S_S5_He_108_937	RXN-11743
S_S5_He_108_937	INOPHOSPHOR-RXN
S_S5_He_108_937	PNP-RXN
S_S5_He_108_937	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_937	ADENPHOSPHOR-RXN
S_S5_He_108_937	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_937	RXN0-5199
S_S5_He_108_938	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_938	RXN-7001
S_S5_He_108_938	RXN-14029
S_S5_He_108_938	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_938	RXN-11715
S_S5_He_108_938	RXN-11743
S_S5_He_108_938	INOPHOSPHOR-RXN
S_S5_He_108_938	PNP-RXN
S_S5_He_108_938	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_938	ADENPHOSPHOR-RXN
S_S5_He_108_938	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_938	RXN0-5199
S_S5_He_108_939	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_940	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_941	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_942	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_943	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_944	FUCPALDOL-RXN
S_S5_He_108_945	FUCPALDOL-RXN
S_S5_He_108_946	RXN-11146
S_S5_He_108_947	RXN-11146
S_S5_He_108_948	RXN-11146
S_S5_He_108_949	RXN-11146
S_S5_He_108_950	3.2.1.10-RXN
S_S5_He_108_951	3.2.1.10-RXN
S_S5_He_108_952	3.2.1.10-RXN
S_S5_He_108_953	3.2.1.24-RXN
S_S5_He_108_954	3.2.1.24-RXN
S_S5_He_108_955	3.2.1.24-RXN
S_S5_He_108_956	3.2.1.24-RXN
S_S5_He_108_957	3.2.1.24-RXN
S_S5_He_108_958	RXN-14910
S_S5_He_108_959	RXN-14910
S_S5_He_108_960	RXN-14910
S_S5_He_108_961	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_961	RXN0-363
S_S5_He_108_961	RXN0-366
S_S5_He_108_962	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_962	RXN0-363
S_S5_He_108_962	RXN0-366
S_S5_He_108_963	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_963	RXN0-363
S_S5_He_108_963	RXN0-366
S_S5_He_108_964	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_964	RXN0-363
S_S5_He_108_964	RXN0-366
S_S5_He_108_965	GDPPYPHOSKIN-RXN
S_S5_He_108_965	GTPPYPHOSKIN-RXN
S_S5_He_108_966	GDPPYPHOSKIN-RXN
S_S5_He_108_966	GTPPYPHOSKIN-RXN
S_S5_He_108_967	GDPPYPHOSKIN-RXN
S_S5_He_108_967	GTPPYPHOSKIN-RXN
S_S5_He_108_968	GDPPYPHOSKIN-RXN
S_S5_He_108_968	GTPPYPHOSKIN-RXN
S_S5_He_108_969	GDPPYPHOSKIN-RXN
S_S5_He_108_969	GTPPYPHOSKIN-RXN
S_S5_He_108_970	GDPPYPHOSKIN-RXN
S_S5_He_108_970	GTPPYPHOSKIN-RXN
S_S5_He_108_971	RXN-16009
S_S5_He_108_972	RXN-16009
S_S5_He_108_973	RXN-16009
S_S5_He_108_974	RXN-16009
S_S5_He_108_975	6PGLUCONOLACT-RXN
S_S5_He_108_976	6PGLUCONOLACT-RXN
S_S5_He_108_977	RXN-15289
S_S5_He_108_977	BETA-GLUCURONID-RXN
S_S5_He_108_977	RXN-15291
S_S5_He_108_978	RXN-15289
S_S5_He_108_978	BETA-GLUCURONID-RXN
S_S5_He_108_978	RXN-15291
S_S5_He_108_979	RXN-15289
S_S5_He_108_979	BETA-GLUCURONID-RXN
S_S5_He_108_979	RXN-15291
S_S5_He_108_980	2.7.1.121-RXN
S_S5_He_108_981	2.7.1.121-RXN
S_S5_He_108_982	2.7.1.121-RXN
S_S5_He_108_983	2.7.1.121-RXN
S_S5_He_108_984	2.7.1.121-RXN
S_S5_He_108_985	2.7.1.121-RXN
S_S5_He_108_986	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_987	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_988	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_989	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_990	3.2.1.37-RXN
S_S5_He_108_991	3.2.1.37-RXN
S_S5_He_108_992	3.2.1.37-RXN
S_S5_He_108_993	3.2.1.37-RXN
S_S5_He_108_994	3.2.1.37-RXN
S_S5_He_108_995	3.2.1.37-RXN
S_S5_He_108_996	RXN-12174
S_S5_He_108_997	RXN-12174
S_S5_He_108_998	RXN-12174
S_S5_He_108_999	RXN-12174
S_S5_He_108_1000	RXN-7682
S_S5_He_108_1000	RXN0-901
S_S5_He_108_1001	RXN-7682
S_S5_He_108_1001	RXN0-901
S_S5_He_108_1002	RXN-7682
S_S5_He_108_1002	RXN0-901
S_S5_He_108_1003	CREATININASE-RXN
S_S5_He_108_1004	CREATININASE-RXN
S_S5_He_108_1005	SIROHEME-FERROCHELAT-RXN
S_S5_He_108_1006	SIROHEME-FERROCHELAT-RXN
S_S5_He_108_1007	SIROHEME-FERROCHELAT-RXN
S_S5_He_108_1008	DIMETHUROPORDEHYDROG-RXN
S_S5_He_108_1009	DIMETHUROPORDEHYDROG-RXN
S_S5_He_108_1010	DIMETHUROPORDEHYDROG-RXN
S_S5_He_108_1012	RXN-15127
S_S5_He_108_1013	RXN-15127
S_S5_He_108_1014	CHEBDEAMID-RXN
S_S5_He_108_1015	CHEBDEAMID-RXN
S_S5_He_108_1016	CHEBDEAMID-RXN
S_S5_He_108_1017	XYLULOKIN-RXN
S_S5_He_108_1018	XYLULOKIN-RXN
S_S5_He_108_1019	XYLULOKIN-RXN
S_S5_He_108_1020	QUERCITRINASE-RXN
S_S5_He_108_1020	RXN-16250
S_S5_He_108_1020	RXN-14574
S_S5_He_108_1020	RXN-13788
S_S5_He_108_1020	RXN-16249
S_S5_He_108_1020	RXN-16248
S_S5_He_108_1020	3.2.1.40-RXN
S_S5_He_108_1021	QUERCITRINASE-RXN
S_S5_He_108_1021	RXN-16250
S_S5_He_108_1021	RXN-14574
S_S5_He_108_1021	RXN-13788
S_S5_He_108_1021	RXN-16249
S_S5_He_108_1021	RXN-16248
S_S5_He_108_1021	3.2.1.40-RXN
S_S5_He_108_1022	QUERCITRINASE-RXN
S_S5_He_108_1022	RXN-16250
S_S5_He_108_1022	RXN-14574
S_S5_He_108_1022	RXN-13788
S_S5_He_108_1022	RXN-16249
S_S5_He_108_1022	RXN-16248
S_S5_He_108_1022	3.2.1.40-RXN
S_S5_He_108_1023	QUERCITRINASE-RXN
S_S5_He_108_1023	RXN-16250
S_S5_He_108_1023	RXN-14574
S_S5_He_108_1023	RXN-13788
S_S5_He_108_1023	RXN-16249
S_S5_He_108_1023	RXN-16248
S_S5_He_108_1023	3.2.1.40-RXN
S_S5_He_108_1024	3.4.13.9-RXN
S_S5_He_108_1025	3.4.13.9-RXN
S_S5_He_108_1026	3.4.13.9-RXN
S_S5_He_108_1027	3.4.13.9-RXN
S_S5_He_108_1028	3.4.13.9-RXN
S_S5_He_108_1029	5.4.99.16-RXN
S_S5_He_108_1030	5.4.99.16-RXN
S_S5_He_108_1031	5.4.99.16-RXN
S_S5_He_108_1032	ALTRODEHYDRAT-RXN
S_S5_He_108_1033	ALTRODEHYDRAT-RXN
S_S5_He_108_1034	ALTRODEHYDRAT-RXN
S_S5_He_108_1036	OROTATE-REDUCTASE-NADH-RXN
S_S5_He_108_1037	3.2.1.55-RXN
S_S5_He_108_1038	3.2.1.55-RXN
S_S5_He_108_1039	3.2.1.55-RXN
S_S5_He_108_1040	3.2.1.55-RXN
S_S5_He_108_1041	3.2.1.55-RXN
S_S5_He_108_1042	DTDPDEHYDRHAMEPIM-RXN
S_S5_He_108_1043	DTDPDEHYDRHAMEPIM-RXN
S_S5_He_108_1044	DTDPDEHYDRHAMEPIM-RXN
S_S5_He_108_1045	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S5_He_108_1046	ABC-24-RXN
S_S5_He_108_1046	3.6.3.31-RXN
S_S5_He_108_1046	ABC-25-RXN
S_S5_He_108_1047	ABC-24-RXN
S_S5_He_108_1047	3.6.3.31-RXN
S_S5_He_108_1047	ABC-25-RXN
S_S5_He_108_1048	ABC-24-RXN
S_S5_He_108_1048	3.6.3.31-RXN
S_S5_He_108_1048	ABC-25-RXN
S_S5_He_108_1049	ABC-24-RXN
S_S5_He_108_1049	3.6.3.31-RXN
S_S5_He_108_1049	ABC-25-RXN
S_S5_He_108_1055	RXN0-2605
S_S5_He_108_1056	RXN0-2605
S_S5_He_108_1057	RXN0-2605
S_S5_He_108_1058	RXN0-2605
S_S5_He_108_1059	RXN0-2605
S_S5_He_108_1060	RXN0-2605
S_S5_He_108_1061	RXN-7644
S_S5_He_108_1061	L-IDITOL-2-DEHYDROGENASE-RXN
S_S5_He_108_1062	RXN-7644
S_S5_He_108_1062	L-IDITOL-2-DEHYDROGENASE-RXN
S_S5_He_108_1063	2.4.1.230-RXN
S_S5_He_108_1063	RXN-15358
S_S5_He_108_1064	2.4.1.230-RXN
S_S5_He_108_1064	RXN-15358
S_S5_He_108_1065	2.4.1.230-RXN
S_S5_He_108_1065	RXN-15358
S_S5_He_108_1066	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_He_108_1067	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_He_108_1068	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_He_108_1069	3.6.3.3-RXN
S_S5_He_108_1070	3.6.3.3-RXN
S_S5_He_108_1071	3.6.3.3-RXN
S_S5_He_108_1072	RNA-LIGASE-ATP-RXN
S_S5_He_108_1073	RNA-LIGASE-ATP-RXN
S_S5_He_108_1074	RNA-LIGASE-ATP-RXN
S_S5_He_108_1075	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_He_108_1076	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_He_108_1077	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_He_108_1078	CYTIDEAM2-RXN
S_S5_He_108_1078	CYTIDEAM-RXN
S_S5_He_108_1079	CYTIDEAM2-RXN
S_S5_He_108_1079	CYTIDEAM-RXN
S_S5_He_108_1080	CYTIDEAM2-RXN
S_S5_He_108_1080	CYTIDEAM-RXN
S_S5_He_108_1081	RHAMNULOKIN-RXN
S_S5_He_108_1082	RHAMNULOKIN-RXN
S_S5_He_108_1083	RXN-12402
S_S5_He_108_1083	RXN0-5001
S_S5_He_108_1084	RXN-12402
S_S5_He_108_1084	RXN0-5001
S_S5_He_108_1085	RXN-12402
S_S5_He_108_1085	RXN0-5001
S_S5_He_108_1086	RXN0-5205
S_S5_He_108_1087	RXN0-5205
S_S5_He_108_1088	RXN0-5205
S_S5_He_108_1089	3.2.1.25-RXN
S_S5_He_108_1090	3.2.1.25-RXN
S_S5_He_108_1091	RIBULPEPIM-RXN
S_S5_He_108_1092	RIBULPEPIM-RXN
S_S5_He_108_1093	LXULRU5P-RXN
S_S5_He_108_1094	GLYCEROL-KIN-RXN
S_S5_He_108_1095	GLYCEROL-KIN-RXN
S_S5_He_108_1096	5.4.2.10-RXN
S_S5_He_108_1097	5.4.2.10-RXN
S_S5_He_108_1098	GALPMUT-RXN
S_S5_He_108_1099	GALPMUT-RXN
S_S5_He_108_1100	GALPMUT-RXN
S_S5_He_108_1101	GALPMUT-RXN
S_S5_He_108_1102	GALPMUT-RXN
S_S5_He_108_1103	RXN-16602
S_S5_He_108_1103	2.4.1.83-RXN
S_S5_He_108_1104	3.6.3.40-RXN
S_S5_He_108_1105	3.6.3.40-RXN
S_S5_He_108_1106	PHOSMANMUT-RXN
S_S5_He_108_1107	PHOSMANMUT-RXN
S_S5_He_108_1108	ADENINE-DEAMINASE-RXN
S_S5_He_108_1109	RXN-15261
S_S5_He_108_1109	GUANINE-DEAMINASE-RXN
S_S5_He_108_1110	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
S_S5_He_108_1111	3.4.21.107-RXN
S_S5_He_108_1112	3.4.21.107-RXN
S_S5_He_108_1113	CHOLINE-SULFATASE-RXN
S_S5_He_108_1114	CHOLINE-SULFATASE-RXN
S_S5_He_108_1115	CHOLINE-SULFATASE-RXN
S_S5_He_108_1116	BUTYRATE-KINASE-RXN
S_S5_He_108_1117	RXN-12280
S_S5_He_108_1117	RXN-14380
S_S5_He_108_1117	3.2.1.68-RXN
S_S5_He_108_1117	RXN-4301
S_S5_He_108_1118	RXN-12280
S_S5_He_108_1118	RXN-14380
S_S5_He_108_1118	3.2.1.68-RXN
S_S5_He_108_1118	RXN-4301
S_S5_He_108_1119	RIB5PISOM-RXN
S_S5_He_108_1120	RIB5PISOM-RXN
S_S5_He_108_1121	RIB5PISOM-RXN
S_S5_He_108_1122	RXN-1461
S_S5_He_108_1122	RXN-9985
S_S5_He_108_1123	RXN-1461
S_S5_He_108_1123	RXN-9985
S_S5_He_108_1124	RXN-1461
S_S5_He_108_1124	RXN-9985
S_S5_He_108_1125	RXN-1461
S_S5_He_108_1125	RXN-9985
S_S5_He_108_1126	TRE6PHYDRO-RXN
S_S5_He_108_1127	TRE6PHYDRO-RXN
S_S5_He_108_1128	3.2.1.139-RXN
S_S5_He_108_1128	RXN-14370
S_S5_He_108_1129	GLUCONATE-5-DEHYDROGENASE-RXN
S_S5_He_108_1130	DEPHOSPHOCOAKIN-RXN
S_S5_He_108_1131	DEPHOSPHOCOAKIN-RXN
S_S5_He_108_1132	MANNONOXIDOREDUCT-RXN
S_S5_He_108_1133	MANNONOXIDOREDUCT-RXN
S_S5_He_108_1134	MANNONOXIDOREDUCT-RXN
S_S5_He_108_1135	3.2.2.21-RXN
S_S5_He_108_1136	3.2.2.21-RXN
S_S5_He_108_1137	3.2.2.21-RXN
S_S5_He_108_1138	3.2.2.21-RXN
S_S5_He_108_1139	HYALURONATE-LYASE-RXN
S_S5_He_108_1140	HYALURONATE-LYASE-RXN
S_S5_He_108_1141	HYALURONATE-LYASE-RXN
S_S5_He_108_1142	BTUR2-RXN
S_S5_He_108_1142	COBALADENOSYLTRANS-RXN
S_S5_He_108_1142	R344-RXN
S_S5_He_108_1143	BTUR2-RXN
