S_NS6_Pm_056_1	NADH-DEHYDROG-A-RXN
S_NS6_Pm_056_765	R223-RXN
S_NS6_Pm_056_765	LINOLENOYL-RXN
S_NS6_Pm_056_765	RXN66-469
S_NS6_Pm_056_765	RXN-16401
S_NS6_Pm_056_765	RXN-16402
S_NS6_Pm_056_765	RXN66-483
S_NS6_Pm_056_765	RXN66-480
S_NS6_Pm_056_765	RXN66-484
S_NS6_Pm_056_765	RXN-9623
S_NS6_Pm_056_765	RXN-9644
S_NS6_Pm_056_765	RXN-16393
S_NS6_Pm_056_765	RXN-13614
S_NS6_Pm_056_765	RXN-7904
S_NS6_Pm_056_765	RXN-12978
S_NS6_Pm_056_765	RXN66-477
S_NS6_Pm_056_765	RXN-16418
S_NS6_Pm_056_765	RXN-16415
S_NS6_Pm_056_766	RXN-13290
S_NS6_Pm_056_766	RXN-16389
S_NS6_Pm_056_766	RXN-9673
S_NS6_Pm_056_766	ACYLCOASYN-RXN
S_NS6_Pm_056_766	RXN-12184
S_NS6_Pm_056_766	RXN-16380
S_NS6_Pm_056_766	R223-RXN
S_NS6_Pm_056_766	LINOLENOYL-RXN
S_NS6_Pm_056_766	RXN66-469
S_NS6_Pm_056_766	RXN-16401
S_NS6_Pm_056_766	RXN-16402
S_NS6_Pm_056_766	RXN66-483
S_NS6_Pm_056_766	RXN66-480
S_NS6_Pm_056_766	RXN66-484
S_NS6_Pm_056_766	RXN-9623
S_NS6_Pm_056_766	RXN-9644
S_NS6_Pm_056_766	RXN-16393
S_NS6_Pm_056_766	RXN-13614
S_NS6_Pm_056_766	RXN-7904
S_NS6_Pm_056_766	RXN-12978
S_NS6_Pm_056_766	RXN66-477
S_NS6_Pm_056_766	RXN-16418
S_NS6_Pm_056_766	RXN-16415
S_NS6_Pm_056_767	GLYOHMETRANS-RXN
S_NS6_Pm_056_768	UDPNACETYLMURAMATEDEHYDROG-RXN
S_NS6_Pm_056_769	ALTRO-OXIDOREDUCT-RXN
S_NS6_Pm_056_770	GLU6PDEHYDROG-RXN
S_NS6_Pm_056_772	RXN-9952
S_NS6_Pm_056_773	BIOTIN-CARBOXYL-RXN
S_NS6_Pm_056_774	3.1.2.21-RXN
S_NS6_Pm_056_775	TRANSALDOL-RXN
S_NS6_Pm_056_776	RXN-7933
S_NS6_Pm_056_776	ACETYLORNDEACET-RXN
S_NS6_Pm_056_777	CHOLOYLGLYCINE-HYDROLASE-RXN
S_NS6_Pm_056_778	RXN-12480
S_NS6_Pm_056_779	RXN-3341
S_NS6_Pm_056_780	3.4.21.105-RXN
S_NS6_Pm_056_781	GKI-RXN
S_NS6_Pm_056_782	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
S_NS6_Pm_056_783	RHAMNULPALDOL-RXN
S_NS6_Pm_056_784	RHAMNISOM-RXN
S_NS6_Pm_056_785	RXN0-5306
S_NS6_Pm_056_786	ASPARAGHYD-RXN
S_NS6_Pm_056_787	ASPARAGHYD-RXN
S_NS6_Pm_056_788	2.7.8.6-RXN
S_NS6_Pm_056_789	RXN-14531
S_NS6_Pm_056_790	PEPCARBOXYKIN-RXN
S_NS6_Pm_056_791	RIBAZOLEPHOSPHAT-RXN
S_NS6_Pm_056_791	RXN-8770
S_NS6_Pm_056_792	RXN-14692
S_NS6_Pm_056_793	ASNSYNB-RXN
S_NS6_Pm_056_794	THRESYN-RXN
S_NS6_Pm_056_795	3.4.21.88-RXN
S_NS6_Pm_056_796	HISTPRATPHYD-RXN
S_NS6_Pm_056_797	PSERTRANSAMPYR-RXN
S_NS6_Pm_056_797	PSERTRANSAM-RXN
S_NS6_Pm_056_798	GLUTRACE-RXN
S_NS6_Pm_056_799	RXN0-6515
S_NS6_Pm_056_800	RXN-2464
S_NS6_Pm_056_800	RXN-12074
S_NS6_Pm_056_800	4.1.3.17-RXN
S_NS6_Pm_056_801	THIAMIN-PYROPHOSPHOKINASE-RXN
S_NS6_Pm_056_802	1.4.1.21-RXN
S_NS6_Pm_056_803	GLYCOGENSYN-RXN
S_NS6_Pm_056_804	2.6.1.37-RXN
S_NS6_Pm_056_805	RXN-2043
S_NS6_Pm_056_806	4.2.2.5-RXN
S_NS6_Pm_056_806	RXN-11572
S_NS6_Pm_056_807	5.4.1.2-RXN
S_NS6_Pm_056_808	RXN-8768
S_NS6_Pm_056_809	3.4.21.53-RXN
S_NS6_Pm_056_810	3.4.21.53-RXN
S_NS6_Pm_056_811	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_NS6_Pm_056_812	RXN-12444
S_NS6_Pm_056_813	RXN66-337
S_NS6_Pm_056_813	3.4.13.19-RXN
S_NS6_Pm_056_813	RXN-15682
S_NS6_Pm_056_814	HOMSUCTRAN-RXN
S_NS6_Pm_056_815	RXN-11835
S_NS6_Pm_056_816	ARABISOM-RXN
S_NS6_Pm_056_817	2.1.1.151-RXN
S_NS6_Pm_056_817	RXN-8760
S_NS6_Pm_056_818	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_NS6_Pm_056_819	RXN-8764
S_NS6_Pm_056_820	2.1.1.130-RXN
S_NS6_Pm_056_821	RXN-8762
S_NS6_Pm_056_822	2.1.1.133-RXN
S_NS6_Pm_056_823	RXN0-5227
S_NS6_Pm_056_823	RXN-16664
S_NS6_Pm_056_823	3.4.17.13-RXN
S_NS6_Pm_056_824	RXN-13585
S_NS6_Pm_056_825	3.6.3.15-RXN
S_NS6_Pm_056_826	NADPYROPHOSPHAT-RXN
S_NS6_Pm_056_827	RXN-11578
S_NS6_Pm_056_828	AGMATIN-RXN
S_NS6_Pm_056_829	ACETATEKIN-RXN
S_NS6_Pm_056_831	RXN-15513
S_NS6_Pm_056_832	ALANINE-AMINOTRANSFERASE-RXN
S_NS6_Pm_056_832	RXN-13698
S_NS6_Pm_056_833	3.6.3.4-RXN
S_NS6_Pm_056_834	RXN-9237
S_NS6_Pm_056_834	2.1.1.64-RXN
S_NS6_Pm_056_834	RXN3O-102
S_NS6_Pm_056_834	RXN-9229
S_NS6_Pm_056_834	DHHB-METHYLTRANSFER-RXN
S_NS6_Pm_056_834	RXN-11758
S_NS6_Pm_056_835	RXN-9240
S_NS6_Pm_056_835	RXN-9233
S_NS6_Pm_056_835	RXN-9225
S_NS6_Pm_056_835	RXN-12160
S_NS6_Pm_056_835	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
S_NS6_Pm_056_837	RXN-10857
S_NS6_Pm_056_837	H2NEOPTERINALDOL-RXN
S_NS6_Pm_056_839	RXN-11843
S_NS6_Pm_056_840	RXN-11843
S_NS6_Pm_056_841	RXN-11842
S_NS6_Pm_056_842	RXN-11842
S_NS6_Pm_056_843	RXN-9929
S_NS6_Pm_056_844	RXN-9929
S_NS6_Pm_056_845	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
S_NS6_Pm_056_846	OMEGA-AMIDASE-RXN
S_NS6_Pm_056_847	1.8.4.14-RXN
S_NS6_Pm_056_848	3.2.1.17-RXN
S_NS6_Pm_056_849	3.2.1.17-RXN
S_NS6_Pm_056_850	3.2.1.17-RXN
S_NS6_Pm_056_851	3.2.1.17-RXN
S_NS6_Pm_056_852	3.2.1.17-RXN
S_NS6_Pm_056_853	ALANINE-DEHYDROGENASE-RXN
S_NS6_Pm_056_854	3.2.1.80-RXN
S_NS6_Pm_056_854	RXN-1841
S_NS6_Pm_056_855	RXN-13677
S_NS6_Pm_056_855	RXN-6642
S_NS6_Pm_056_855	3.4.11.2-RXN
S_NS6_Pm_056_856	PSERPHOSPHA-RXN
S_NS6_Pm_056_856	RXN0-5114
S_NS6_Pm_056_857	PGPPHOSPHA-RXN
S_NS6_Pm_056_857	RXN-13313
S_NS6_Pm_056_858	3.4.22.40-RXN
S_NS6_Pm_056_859	3.4.22.40-RXN
S_NS6_Pm_056_860	3.4.22.40-RXN
S_NS6_Pm_056_862	3.2.1.97-RXN
S_NS6_Pm_056_863	TEICHOICSYN2-RXN
S_NS6_Pm_056_864	ASPARTATE-4-DECARBOXYLASE-RXN
S_NS6_Pm_056_865	2.1.1.132-RXN
S_NS6_Pm_056_866	RXN-10009
S_NS6_Pm_056_866	RXN-15734
S_NS6_Pm_056_867	ADENYLATECYC-RXN
S_NS6_Pm_056_868	RXN-11695
S_NS6_Pm_056_869	GLYCERONE-KINASE-RXN
S_NS6_Pm_056_870	TRIOKINASE-RXN
S_NS6_Pm_056_871	DLACTDEHYDROGNAD-RXN
S_NS6_Pm_056_872	R229-RXN
S_NS6_Pm_056_873	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_874	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_875	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_876	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_877	UDPGLCNACEPIM-RXN
S_NS6_Pm_056_878	RXN-10819
S_NS6_Pm_056_879	RXN-10819
S_NS6_Pm_056_880	RXN-10819
S_NS6_Pm_056_881	1.2.7.8-RXN
S_NS6_Pm_056_882	1.2.7.8-RXN
S_NS6_Pm_056_883	ACETATE--COA-LIGASE-RXN
S_NS6_Pm_056_888	UDPMANNACADEHYDROG-RXN
S_NS6_Pm_056_889	UDPMANNACADEHYDROG-RXN
S_NS6_Pm_056_890	LACTALDDEHYDROG-RXN
S_NS6_Pm_056_891	TREHALOSE6PSYN-RXN
S_NS6_Pm_056_892	GLYCOLALD-DEHYDROG-RXN
S_NS6_Pm_056_893	RXN1G-1439
S_NS6_Pm_056_893	RXN1G-1438
S_NS6_Pm_056_893	RXN1G-1435
S_NS6_Pm_056_893	RXN1G-1437
S_NS6_Pm_056_893	RXN1G-1436
S_NS6_Pm_056_893	TREHALOSEPHOSPHA-RXN
S_NS6_Pm_056_894	RXN-9311
S_NS6_Pm_056_895	GLUCOSE-1-PHOSPHAT-RXN
S_NS6_Pm_056_896	GLUCOSE-1-PHOSPHAT-RXN
S_NS6_Pm_056_897	RXN0-305
S_NS6_Pm_056_898	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
S_NS6_Pm_056_898	RXN0-6565
S_NS6_Pm_056_899	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
S_NS6_Pm_056_900	ACID-PHOSPHATASE-RXN
S_NS6_Pm_056_900	RXNQT-4191
S_NS6_Pm_056_901	LIPIDXSYNTHESIS-RXN
S_NS6_Pm_056_902	RXN-8807
S_NS6_Pm_056_903	RXN-11483
S_NS6_Pm_056_904	MANNPDEHYDROG-RXN
S_NS6_Pm_056_905	RXN0-6998
S_NS6_Pm_056_906	RXN0-6427
S_NS6_Pm_056_906	PPGPPSYN-RXN
S_NS6_Pm_056_907	RXN-2102
S_NS6_Pm_056_907	PECTINESTERASE-RXN
S_NS6_Pm_056_908	UDPMANACATRANS-RXN
S_NS6_Pm_056_909	UDPMANACATRANS-RXN
S_NS6_Pm_056_910	RXN0-6952
S_NS6_Pm_056_910	PHOSPHOLIPASE-A1-RXN
S_NS6_Pm_056_910	RXN-12430
S_NS6_Pm_056_911	RXN-16138
S_NS6_Pm_056_911	RXN-15068
S_NS6_Pm_056_911	RXN-15067
S_NS6_Pm_056_911	RXN-1501
S_NS6_Pm_056_911	RXN0-6725
S_NS6_Pm_056_911	RXN-15065
S_NS6_Pm_056_911	PHOSPHOLIPASE-A2-RXN
S_NS6_Pm_056_911	RXN-16139
S_NS6_Pm_056_912	2-METHYLCITRATE-SYNTHASE-RXN
S_NS6_Pm_056_914	3.4.15.5-RXN
S_NS6_Pm_056_915	3.4.15.5-RXN
S_NS6_Pm_056_916	XYLISOM-RXN
S_NS6_Pm_056_916	GLUCISOM-RXN
S_NS6_Pm_056_917	AMP-NUCLEOSID-RXN
S_NS6_Pm_056_918	2.1.3.9-RXN
S_NS6_Pm_056_919	KDO-8PPHOSPHAT-RXN
S_NS6_Pm_056_920	3.6.3.32-RXN
S_NS6_Pm_056_920	RXN-8638
S_NS6_Pm_056_921	RXN-14347
S_NS6_Pm_056_922	LYSINE-23-AMINOMUTASE-RXN
S_NS6_Pm_056_923	GALACTARDEHYDRA-RXN
S_NS6_Pm_056_924	ERYTHRON4PDEHYDROG-RXN
S_NS6_Pm_056_925	3.2.1.99-RXN
S_NS6_Pm_056_926	3.2.1.99-RXN
S_NS6_Pm_056_927	3.4.14.5-RXN
S_NS6_Pm_056_928	3.4.14.5-RXN
S_NS6_Pm_056_929	3.4.14.5-RXN
S_NS6_Pm_056_930	HISTIDINE-AMMONIA-LYASE-RXN
S_NS6_Pm_056_931	3.4.24.71-RXN
S_NS6_Pm_056_932	RXN-13589
S_NS6_Pm_056_933	TRANS-RXN-214
S_NS6_Pm_056_934	TRANS-RXN-214
S_NS6_Pm_056_935	TRANS-RXN-214
S_NS6_Pm_056_936	TRANS-RXN-214
S_NS6_Pm_056_937	TRANS-RXN-214
S_NS6_Pm_056_938	TRANS-RXN-214
S_NS6_Pm_056_939	RXN-9024
S_NS6_Pm_056_939	3.2.1.3-RXN
S_NS6_Pm_056_940	RXN-7668
S_NS6_Pm_056_941	RXN-7668
S_NS6_Pm_056_942	RXN-7668
S_NS6_Pm_056_943	MALTOSE-PHOSPHORYLASE-RXN
S_NS6_Pm_056_944	MALTOSE-PHOSPHORYLASE-RXN
S_NS6_Pm_056_945	PYRUVATE-CARBOXYLASE-RXN
S_NS6_Pm_056_946	PYRUVATE-CARBOXYLASE-RXN
S_NS6_Pm_056_947	PYRUVATE-CARBOXYLASE-RXN
S_NS6_Pm_056_948	RXN-13269
S_NS6_Pm_056_949	RXN-11597
S_NS6_Pm_056_950	ACETYL-COA-HYDROLASE-RXN
S_NS6_Pm_056_951	AMINOBENZCOALIG-RXN
S_NS6_Pm_056_952	RXN-13729
S_NS6_Pm_056_952	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_NS6_Pm_056_953	RXN-7743
S_NS6_Pm_056_954	3.4.14.4-RXN
S_NS6_Pm_056_955	RXN-9778
S_NS6_Pm_056_956	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
S_NS6_Pm_056_956	CORTISONE-ALPHA-REDUCTASE-RXN
S_NS6_Pm_056_956	RXN66-343
S_NS6_Pm_056_956	1.3.99.5-RXN
S_NS6_Pm_056_956	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
S_NS6_Pm_056_957	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_NS6_Pm_056_959	RXN66-579
S_NS6_Pm_056_959	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
S_NS6_Pm_056_960	FMNREDUCT-RXN
S_NS6_Pm_056_961	IMIDAZOLONEPROPIONASE-RXN
S_NS6_Pm_056_962	4.3.1.4-RXN
S_NS6_Pm_056_963	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
S_NS6_Pm_056_964	UROCANATE-HYDRATASE-RXN
S_NS6_Pm_056_965	4.2.1.41-RXN
S_NS6_Pm_056_966	1.1.1.136-RXN
S_NS6_Pm_056_967	1.1.1.136-RXN
S_NS6_Pm_056_968	ARGINASE-RXN
S_NS6_Pm_056_968	RXN-34
S_NS6_Pm_056_970	1.2.4.4-RXN
S_NS6_Pm_056_970	KETOISOCAPROATE-RXN
S_NS6_Pm_056_970	METHYLVALERATE-RXN
S_NS6_Pm_056_971	D-LYXOSE-KETOL-ISOMERASE-RXN
S_NS6_Pm_056_972	4.1.1.83-RXN
S_NS6_Pm_056_973	3.4.21.50-RXN
S_NS6_Pm_056_974	3.4.21.50-RXN
S_NS6_Pm_056_976	PROTOPORGENOXI-RXN
S_NS6_Pm_056_977	GLYCOLATE-REDUCTASE-RXN
S_NS6_Pm_056_978	ORNITHINE-GLU-AMINOTRANSFORASE-RXN
S_NS6_Pm_056_978	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
S_NS6_Pm_056_979	R17-RXN
S_NS6_Pm_056_980	6-METHYLSALICYLATE-DECARBOXYLASE-RXN
S_NS6_Pm_056_981	3.4.14.12-RXN
