S_S2_Ea_076_1	NADH-DEHYDROG-A-RXN
S_S2_Ea_076_625	RXN-5341
S_S2_Ea_076_625	RXN-8036
S_S2_Ea_076_626	RXN0-5297
S_S2_Ea_076_626	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_626	RXN0-5295
S_S2_Ea_076_626	RXN0-6994
S_S2_Ea_076_626	RXN0-7002
S_S2_Ea_076_627	RXN0-5297
S_S2_Ea_076_627	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_627	RXN0-5295
S_S2_Ea_076_627	RXN0-6994
S_S2_Ea_076_627	RXN0-7002
S_S2_Ea_076_628	RXN0-5297
S_S2_Ea_076_628	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_628	RXN0-5295
S_S2_Ea_076_628	RXN0-6994
S_S2_Ea_076_628	RXN0-7002
S_S2_Ea_076_629	RXN0-5297
S_S2_Ea_076_629	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_629	RXN0-5295
S_S2_Ea_076_629	RXN0-6994
S_S2_Ea_076_629	RXN0-7002
S_S2_Ea_076_630	RXN0-5297
S_S2_Ea_076_630	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_630	RXN0-5295
S_S2_Ea_076_630	RXN0-6994
S_S2_Ea_076_630	RXN0-7002
S_S2_Ea_076_631	RXN0-5297
S_S2_Ea_076_631	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_631	RXN0-5295
S_S2_Ea_076_631	RXN0-6994
S_S2_Ea_076_631	RXN0-7002
S_S2_Ea_076_632	RXN0-5297
S_S2_Ea_076_632	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_632	RXN0-5295
S_S2_Ea_076_632	RXN0-6994
S_S2_Ea_076_632	RXN0-7002
S_S2_Ea_076_633	RXN0-5297
S_S2_Ea_076_633	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_633	RXN0-5295
S_S2_Ea_076_633	RXN0-6994
S_S2_Ea_076_633	RXN0-7002
S_S2_Ea_076_634	RXN0-5297
S_S2_Ea_076_634	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_634	RXN0-5295
S_S2_Ea_076_634	RXN0-6994
S_S2_Ea_076_634	RXN0-7002
S_S2_Ea_076_635	RXN0-5297
S_S2_Ea_076_635	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_635	RXN0-5295
S_S2_Ea_076_635	RXN0-6994
S_S2_Ea_076_635	RXN0-7002
S_S2_Ea_076_636	RXN0-5297
S_S2_Ea_076_636	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_636	RXN0-5295
S_S2_Ea_076_636	RXN0-6994
S_S2_Ea_076_636	RXN0-7002
S_S2_Ea_076_637	RXN0-5297
S_S2_Ea_076_637	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_637	RXN0-5295
S_S2_Ea_076_637	RXN0-6994
S_S2_Ea_076_637	RXN0-7002
S_S2_Ea_076_638	RXN0-5297
S_S2_Ea_076_638	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_638	RXN0-5295
S_S2_Ea_076_638	RXN0-6994
S_S2_Ea_076_638	RXN0-7002
S_S2_Ea_076_639	RXN0-5297
S_S2_Ea_076_639	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_639	RXN0-5295
S_S2_Ea_076_639	RXN0-6994
S_S2_Ea_076_639	RXN0-7002
S_S2_Ea_076_640	RXN0-5297
S_S2_Ea_076_640	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_640	RXN0-5295
S_S2_Ea_076_640	RXN0-6994
S_S2_Ea_076_640	RXN0-7002
S_S2_Ea_076_641	RXN0-5297
S_S2_Ea_076_641	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S2_Ea_076_641	RXN0-5295
S_S2_Ea_076_641	RXN0-6994
S_S2_Ea_076_641	RXN0-7002
S_S2_Ea_076_642	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S2_Ea_076_643	RXN-14160
S_S2_Ea_076_643	RXN-14073
S_S2_Ea_076_643	GLYCPDIESTER-RXN
S_S2_Ea_076_643	RXN-14136
S_S2_Ea_076_644	RXN-14160
S_S2_Ea_076_644	RXN-14073
S_S2_Ea_076_644	GLYCPDIESTER-RXN
S_S2_Ea_076_644	RXN-14136
S_S2_Ea_076_645	RIBOKIN-RXN
S_S2_Ea_076_645	RXN-14223
S_S2_Ea_076_646	RIBOKIN-RXN
S_S2_Ea_076_646	RXN-14223
S_S2_Ea_076_647	RIBOKIN-RXN
S_S2_Ea_076_647	RXN-14223
S_S2_Ea_076_648	RIBOKIN-RXN
S_S2_Ea_076_648	RXN-14223
S_S2_Ea_076_649	1.12.1.3-RXN
S_S2_Ea_076_660	3.6.3.30-RXN
S_S2_Ea_076_661	3.6.3.30-RXN
S_S2_Ea_076_662	3.6.3.30-RXN
S_S2_Ea_076_663	GLYOXI-RXN
S_S2_Ea_076_664	GLYOXI-RXN
S_S2_Ea_076_665	GLYOXI-RXN
S_S2_Ea_076_666	DEOXYADENPHOSPHOR-RXN
S_S2_Ea_076_666	RXN-7001
S_S2_Ea_076_666	RXN-14029
S_S2_Ea_076_666	XANTHOSINEPHOSPHORY-RXN
S_S2_Ea_076_666	RXN-11715
S_S2_Ea_076_666	RXN-11743
S_S2_Ea_076_666	INOPHOSPHOR-RXN
S_S2_Ea_076_666	PNP-RXN
S_S2_Ea_076_666	DEOXYGUANPHOSPHOR-RXN
S_S2_Ea_076_666	ADENPHOSPHOR-RXN
S_S2_Ea_076_666	DEOXYINOPHOSPHOR-RXN
S_S2_Ea_076_666	RXN0-5199
S_S2_Ea_076_667	DEOXYADENPHOSPHOR-RXN
S_S2_Ea_076_667	RXN-7001
S_S2_Ea_076_667	RXN-14029
S_S2_Ea_076_667	XANTHOSINEPHOSPHORY-RXN
S_S2_Ea_076_667	RXN-11715
S_S2_Ea_076_667	RXN-11743
S_S2_Ea_076_667	INOPHOSPHOR-RXN
S_S2_Ea_076_667	PNP-RXN
S_S2_Ea_076_667	DEOXYGUANPHOSPHOR-RXN
S_S2_Ea_076_667	ADENPHOSPHOR-RXN
S_S2_Ea_076_667	DEOXYINOPHOSPHOR-RXN
S_S2_Ea_076_667	RXN0-5199
S_S2_Ea_076_668	DEOXYADENPHOSPHOR-RXN
S_S2_Ea_076_668	RXN-7001
S_S2_Ea_076_668	RXN-14029
S_S2_Ea_076_668	XANTHOSINEPHOSPHORY-RXN
S_S2_Ea_076_668	RXN-11715
S_S2_Ea_076_668	RXN-11743
S_S2_Ea_076_668	INOPHOSPHOR-RXN
S_S2_Ea_076_668	PNP-RXN
S_S2_Ea_076_668	DEOXYGUANPHOSPHOR-RXN
S_S2_Ea_076_668	ADENPHOSPHOR-RXN
S_S2_Ea_076_668	DEOXYINOPHOSPHOR-RXN
S_S2_Ea_076_668	RXN0-5199
S_S2_Ea_076_669	DEOXYRIBOSE-P-ALD-RXN
S_S2_Ea_076_670	DEOXYRIBOSE-P-ALD-RXN
S_S2_Ea_076_671	DEOXYRIBOSE-P-ALD-RXN
S_S2_Ea_076_672	DEOXYRIBOSE-P-ALD-RXN
S_S2_Ea_076_673	FUCPALDOL-RXN
S_S2_Ea_076_674	FUCPALDOL-RXN
S_S2_Ea_076_675	RXN-11146
S_S2_Ea_076_676	RXN-11146
S_S2_Ea_076_677	RXN-11146
S_S2_Ea_076_678	RXN-11146
S_S2_Ea_076_679	RXN-11146
S_S2_Ea_076_680	RXN-11146
S_S2_Ea_076_681	3.2.1.10-RXN
S_S2_Ea_076_682	PURINE-NUCLEOSIDASE-RXN
S_S2_Ea_076_682	RXN0-363
S_S2_Ea_076_682	RXN0-366
S_S2_Ea_076_683	PURINE-NUCLEOSIDASE-RXN
S_S2_Ea_076_683	RXN0-363
S_S2_Ea_076_683	RXN0-366
S_S2_Ea_076_684	PURINE-NUCLEOSIDASE-RXN
S_S2_Ea_076_684	RXN0-363
S_S2_Ea_076_684	RXN0-366
S_S2_Ea_076_685	GDPPYPHOSKIN-RXN
S_S2_Ea_076_685	GTPPYPHOSKIN-RXN
S_S2_Ea_076_686	GDPPYPHOSKIN-RXN
S_S2_Ea_076_686	GTPPYPHOSKIN-RXN
S_S2_Ea_076_687	GDPPYPHOSKIN-RXN
S_S2_Ea_076_687	GTPPYPHOSKIN-RXN
S_S2_Ea_076_688	6PGLUCONOLACT-RXN
S_S2_Ea_076_689	2.7.1.121-RXN
S_S2_Ea_076_690	2.7.1.121-RXN
S_S2_Ea_076_691	2.7.1.121-RXN
S_S2_Ea_076_692	2.7.1.121-RXN
S_S2_Ea_076_693	2.7.1.121-RXN
S_S2_Ea_076_694	2.7.1.121-RXN
S_S2_Ea_076_695	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Ea_076_696	3.2.1.37-RXN
S_S2_Ea_076_697	RXN-12174
S_S2_Ea_076_698	SIROHEME-FERROCHELAT-RXN
S_S2_Ea_076_699	SIROHEME-FERROCHELAT-RXN
S_S2_Ea_076_700	DIMETHUROPORDEHYDROG-RXN
S_S2_Ea_076_701	RXN-15127
S_S2_Ea_076_702	XYLULOKIN-RXN
S_S2_Ea_076_703	QUERCITRINASE-RXN
S_S2_Ea_076_703	RXN-16250
S_S2_Ea_076_703	RXN-14574
S_S2_Ea_076_703	RXN-13788
S_S2_Ea_076_703	RXN-16249
S_S2_Ea_076_703	RXN-16248
S_S2_Ea_076_703	3.2.1.40-RXN
S_S2_Ea_076_704	QUERCITRINASE-RXN
S_S2_Ea_076_704	RXN-16250
S_S2_Ea_076_704	RXN-14574
S_S2_Ea_076_704	RXN-13788
S_S2_Ea_076_704	RXN-16249
S_S2_Ea_076_704	RXN-16248
S_S2_Ea_076_704	3.2.1.40-RXN
S_S2_Ea_076_705	QUERCITRINASE-RXN
S_S2_Ea_076_705	RXN-16250
S_S2_Ea_076_705	RXN-14574
S_S2_Ea_076_705	RXN-13788
S_S2_Ea_076_705	RXN-16249
S_S2_Ea_076_705	RXN-16248
S_S2_Ea_076_705	3.2.1.40-RXN
S_S2_Ea_076_706	3.4.13.9-RXN
S_S2_Ea_076_707	3.4.13.9-RXN
S_S2_Ea_076_708	3.4.13.9-RXN
S_S2_Ea_076_709	OROTATE-REDUCTASE-NADH-RXN
S_S2_Ea_076_710	DTDPDEHYDRHAMEPIM-RXN
S_S2_Ea_076_711	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S2_Ea_076_712	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S2_Ea_076_713	ABC-24-RXN
S_S2_Ea_076_713	3.6.3.31-RXN
S_S2_Ea_076_713	ABC-25-RXN
S_S2_Ea_076_718	RXN0-2605
S_S2_Ea_076_719	RXN-7644
S_S2_Ea_076_719	L-IDITOL-2-DEHYDROGENASE-RXN
S_S2_Ea_076_720	RXN-7644
S_S2_Ea_076_720	L-IDITOL-2-DEHYDROGENASE-RXN
S_S2_Ea_076_721	RXN-7644
S_S2_Ea_076_721	L-IDITOL-2-DEHYDROGENASE-RXN
S_S2_Ea_076_722	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Ea_076_723	3.6.3.3-RXN
S_S2_Ea_076_724	3.6.3.3-RXN
S_S2_Ea_076_725	3.6.3.3-RXN
S_S2_Ea_076_726	3.6.3.3-RXN
S_S2_Ea_076_727	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S2_Ea_076_728	CYTIDEAM2-RXN
S_S2_Ea_076_728	CYTIDEAM-RXN
S_S2_Ea_076_729	RHAMNULOKIN-RXN
S_S2_Ea_076_730	RHAMNULOKIN-RXN
S_S2_Ea_076_731	RXN0-5205
S_S2_Ea_076_732	RXN0-5205
S_S2_Ea_076_733	RXN0-5205
S_S2_Ea_076_734	RXN0-5205
S_S2_Ea_076_735	RIBULPEPIM-RXN
S_S2_Ea_076_736	RIBULPEPIM-RXN
S_S2_Ea_076_737	RIBULPEPIM-RXN
S_S2_Ea_076_738	RIBULPEPIM-RXN
S_S2_Ea_076_739	RIBULPEPIM-RXN
S_S2_Ea_076_740	GLYCEROL-KIN-RXN
S_S2_Ea_076_741	5.4.2.10-RXN
S_S2_Ea_076_742	GALPMUT-RXN
S_S2_Ea_076_743	3.6.3.40-RXN
S_S2_Ea_076_744	PHOSMANMUT-RXN
S_S2_Ea_076_745	ADENINE-DEAMINASE-RXN
S_S2_Ea_076_746	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
S_S2_Ea_076_747	3.4.21.107-RXN
S_S2_Ea_076_748	RIB5PISOM-RXN
S_S2_Ea_076_749	RIB5PISOM-RXN
S_S2_Ea_076_750	RIB5PISOM-RXN
S_S2_Ea_076_751	RXN-1461
S_S2_Ea_076_751	RXN-9985
S_S2_Ea_076_752	RXN-1461
S_S2_Ea_076_752	RXN-9985
S_S2_Ea_076_753	RXN-1461
S_S2_Ea_076_753	RXN-9985
S_S2_Ea_076_754	TRE6PHYDRO-RXN
S_S2_Ea_076_755	GLUCONATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_756	GLUCONATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_757	GLUCONATE-5-DEHYDROGENASE-RXN
S_S2_Ea_076_758	DEPHOSPHOCOAKIN-RXN
S_S2_Ea_076_759	3.2.2.21-RXN
S_S2_Ea_076_760	BTUR2-RXN
S_S2_Ea_076_760	COBALADENOSYLTRANS-RXN
S_S2_Ea_076_760	R344-RXN
S_S2_Ea_076_761	BTUR2-RXN
S_S2_Ea_076_761	COBALADENOSYLTRANS-RXN
S_S2_Ea_076_761	R344-RXN
S_S2_Ea_076_762	BTUR2-RXN
S_S2_Ea_076_762	COBALADENOSYLTRANS-RXN
S_S2_Ea_076_762	R344-RXN
S_S2_Ea_076_763	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Ea_076_764	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Ea_076_765	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Ea_076_766	RXN-13671
S_S2_Ea_076_766	ACETALD-DEHYDROG-RXN
S_S2_Ea_076_767	RXN-13671
S_S2_Ea_076_767	ACETALD-DEHYDROG-RXN
S_S2_Ea_076_768	RXN-13671
S_S2_Ea_076_768	ACETALD-DEHYDROG-RXN
S_S2_Ea_076_769	URIDINEKIN-RXN
S_S2_Ea_076_769	CYTIKIN-RXN
S_S2_Ea_076_769	URKI-RXN
S_S2_Ea_076_769	CYTIDINEKIN-RXN
S_S2_Ea_076_770	CARBAMATE-KINASE-RXN
S_S2_Ea_076_771	3.1.26.11-RXN
S_S2_Ea_076_772	3.1.26.11-RXN
S_S2_Ea_076_773	KDPGALDOL-RXN
S_S2_Ea_076_774	KDPGALDOL-RXN
S_S2_Ea_076_775	KDPGALDOL-RXN
S_S2_Ea_076_776	KDPGALDOL-RXN
S_S2_Ea_076_777	DEOXYGLUCONOKIN-RXN
S_S2_Ea_076_778	DEOXYGLUCONOKIN-RXN
S_S2_Ea_076_782	RXN0-4641
S_S2_Ea_076_783	RXN0-4641
S_S2_Ea_076_784	PNKIN-RXN
S_S2_Ea_076_784	PYRAMKIN-RXN
S_S2_Ea_076_784	PYRIDOXKIN-RXN
S_S2_Ea_076_785	PNKIN-RXN
S_S2_Ea_076_785	PYRAMKIN-RXN
S_S2_Ea_076_785	PYRIDOXKIN-RXN
S_S2_Ea_076_786	MANNONDEHYDRAT-RXN
S_S2_Ea_076_788	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_S2_Ea_076_789	5.3.1.23-RXN
S_S2_Ea_076_790	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Ea_076_790	RXN0-5055
S_S2_Ea_076_791	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Ea_076_791	RXN0-5055
S_S2_Ea_076_792	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Ea_076_792	RXN0-5055
S_S2_Ea_076_793	2.3.1.128-RXN
S_S2_Ea_076_794	2.3.1.128-RXN
S_S2_Ea_076_795	RXN-15047
S_S2_Ea_076_796	GLUC1PADENYLTRANS-RXN
S_S2_Ea_076_797	GLUC1PADENYLTRANS-RXN
S_S2_Ea_076_798	1.1.1.39-RXN
S_S2_Ea_076_798	OXALODECARB-RXN
S_S2_Ea_076_799	1.1.1.39-RXN
S_S2_Ea_076_799	OXALODECARB-RXN
S_S2_Ea_076_800	CYCLOMALTODEXTRINASE-RXN
S_S2_Ea_076_801	CYCLOMALTODEXTRINASE-RXN
S_S2_Ea_076_802	3.2.1.135-RXN
S_S2_Ea_076_803	3.2.1.135-RXN
S_S2_Ea_076_804	2-ENOATE-REDUCTASE-RXN
S_S2_Ea_076_805	3.2.1.133-RXN
S_S2_Ea_076_806	3.2.1.133-RXN
S_S2_Ea_076_807	4-NITROPHENYLPHOSPHATASE-RXN
S_S2_Ea_076_808	RXN-12473
S_S2_Ea_076_813	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S2_Ea_076_814	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S2_Ea_076_815	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S2_Ea_076_816	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S2_Ea_076_818	UDP-NACMUR-ALA-LIG-RXN
S_S2_Ea_076_819	NICOTINATEPRIBOSYLTRANS-RXN
S_S2_Ea_076_826	MERCAPYSTRANS-RXN
S_S2_Ea_076_827	RXN-14338
S_S2_Ea_076_828	THIOSULFATE-SULFURTRANSFERASE-RXN
S_S2_Ea_076_828	RXN0-6359
S_S2_Ea_076_845	XANPRIBOSYLTRAN-RXN
S_S2_Ea_076_846	3.2.1.70-RXN
S_S2_Ea_076_847	RXN-12302
S_S2_Ea_076_847	RXN-1824
S_S2_Ea_076_848	2.7.9.3-RXN
S_S2_Ea_076_849	5-METHYLTHIORIBOSE-KINASE-RXN
S_S2_Ea_076_850	5.3.1.17-RXN
S_S2_Ea_076_851	5.3.1.17-RXN
S_S2_Ea_076_852	NQOR-RXN
S_S2_Ea_076_852	RXN-12303
S_S2_Ea_076_853	NQOR-RXN
S_S2_Ea_076_853	RXN-12303
S_S2_Ea_076_870	ABC-23-RXN
S_S2_Ea_076_870	3.6.3.28-RXN
S_S2_Ea_076_871	RXN-14064
S_S2_Ea_076_871	CYCPHOSDIESTER-RXN
S_S2_Ea_076_871	RXN-14091
S_S2_Ea_076_871	RXN-14113
S_S2_Ea_076_871	RXN-14112
S_S2_Ea_076_872	RXN-14124
S_S2_Ea_076_872	RXN-14126
S_S2_Ea_076_872	3-NUCLEOTID-RXN
S_S2_Ea_076_872	RXN-14090
S_S2_Ea_076_872	RXN-14115
S_S2_Ea_076_873	RXN-15275
S_S2_Ea_076_873	3.4.17.14-RXN
S_S2_Ea_076_874	2.9.1.1-RXN
S_S2_Ea_076_875	2.9.1.1-RXN
S_S2_Ea_076_876	2.9.1.1-RXN
S_S2_Ea_076_877	TRANS-RXN-250
S_S2_Ea_076_877	3.6.3.2-RXN
S_S2_Ea_076_878	TRANS-RXN-250
S_S2_Ea_076_878	3.6.3.2-RXN
S_S2_Ea_076_879	3.6.3.29-RXN
S_S2_Ea_076_879	ABC-19-RXN
S_S2_Ea_076_896	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Ea_076_897	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Ea_076_898	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Ea_076_899	DUTP-PYROP-RXN
S_S2_Ea_076_902	FLAVONADPREDUCT-RXN
S_S2_Ea_076_902	1.18.1.2-RXN
S_S2_Ea_076_903	FLAVONADPREDUCT-RXN
S_S2_Ea_076_903	1.18.1.2-RXN
S_S2_Ea_076_904	GLYOHMETRANS-RXN
S_S2_Ea_076_905	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S2_Ea_076_906	RXN-15138
S_S2_Ea_076_906	2-HALOACID-DEHALOGENASE-RXN
S_S2_Ea_076_907	RIBOSYLHOMOCYSTEINASE-RXN
S_S2_Ea_076_908	RXN0-5260
S_S2_Ea_076_908	RXN-15740
S_S2_Ea_076_908	RXN-15745
S_S2_Ea_076_909	RXN0-5260
S_S2_Ea_076_909	RXN-15740
S_S2_Ea_076_909	RXN-15745
S_S2_Ea_076_910	PPENTOMUT-RXN
S_S2_Ea_076_910	D-PPENTOMUT-RXN
S_S2_Ea_076_911	GLU6PDEHYDROG-RXN
S_S2_Ea_076_913	RXN-9952
S_S2_Ea_076_914	RXN-9952
S_S2_Ea_076_915	6.1.1.24-RXN
S_S2_Ea_076_916	6.1.1.24-RXN
S_S2_Ea_076_917	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S2_Ea_076_918	BIOTIN-CARBOXYL-RXN
S_S2_Ea_076_919	3.1.2.21-RXN
S_S2_Ea_076_920	ASPARTATE-RACEMASE-RXN
S_S2_Ea_076_921	ASPARTATE-RACEMASE-RXN
S_S2_Ea_076_922	3.2.2.23-RXN
S_S2_Ea_076_923	TRANSALDOL-RXN
S_S2_Ea_076_924	TRANSALDOL-RXN
S_S2_Ea_076_925	TRANSALDOL-RXN
S_S2_Ea_076_930	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S2_Ea_076_931	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S2_Ea_076_932	RXN-12480
S_S2_Ea_076_933	RXN-3341
S_S2_Ea_076_934	RXN-3341
S_S2_Ea_076_935	3.4.21.105-RXN
S_S2_Ea_076_936	GLYCOLALDREDUCT-RXN
S_S2_Ea_076_936	LACTALDREDUCT-RXN
S_S2_Ea_076_936	RXN-8641
S_S2_Ea_076_937	GLYCOLALDREDUCT-RXN
S_S2_Ea_076_937	LACTALDREDUCT-RXN
S_S2_Ea_076_937	RXN-8641
S_S2_Ea_076_938	GLYCOLALDREDUCT-RXN
S_S2_Ea_076_938	LACTALDREDUCT-RXN
S_S2_Ea_076_938	RXN-8641
S_S2_Ea_076_939	RXNN-404
S_S2_Ea_076_939	AMIDASE-RXN
S_S2_Ea_076_939	R311-RXN
S_S2_Ea_076_939	RXN-14728
S_S2_Ea_076_939	RXN-14727
S_S2_Ea_076_939	GUANIDINOBUTANAMIDE-NH3-RXN
S_S2_Ea_076_940	GKI-RXN
S_S2_Ea_076_941	GKI-RXN
S_S2_Ea_076_942	SORB6PDEHYDROG-RXN
S_S2_Ea_076_943	SORB6PDEHYDROG-RXN
S_S2_Ea_076_944	SORB6PDEHYDROG-RXN
S_S2_Ea_076_945	RHAMNULPALDOL-RXN
S_S2_Ea_076_946	RHAMNULPALDOL-RXN
S_S2_Ea_076_947	RHAMNULPALDOL-RXN
S_S2_Ea_076_948	RHAMNULPALDOL-RXN
S_S2_Ea_076_949	RHAMNISOM-RXN
S_S2_Ea_076_950	RXN0-5306
S_S2_Ea_076_952	24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN
S_S2_Ea_076_953	OLEATE-HYDRATASE-RXN
S_S2_Ea_076_954	ASPARAGHYD-RXN
S_S2_Ea_076_955	ASPARAGHYD-RXN
S_S2_Ea_076_956	GLYCDEH-RXN
S_S2_Ea_076_957	GLYCDEH-RXN
S_S2_Ea_076_958	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S2_Ea_076_959	TRNA-S-TRANSFERASE-RXN
S_S2_Ea_076_960	PEPCARBOXYKIN-RXN
S_S2_Ea_076_961	RIBAZOLEPHOSPHAT-RXN
S_S2_Ea_076_961	RXN-8770
S_S2_Ea_076_962	RXN-13854
S_S2_Ea_076_963	RXN-13854
S_S2_Ea_076_964	RXN-14692
S_S2_Ea_076_965	ASNSYNB-RXN
S_S2_Ea_076_966	THRESYN-RXN
S_S2_Ea_076_967	3.4.21.88-RXN
S_S2_Ea_076_968	3.4.21.88-RXN
S_S2_Ea_076_969	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
S_S2_Ea_076_970	HISTPRATPHYD-RXN
S_S2_Ea_076_971	F16BDEPHOS-RXN
S_S2_Ea_076_972	PSERTRANSAMPYR-RXN
S_S2_Ea_076_972	PSERTRANSAM-RXN
S_S2_Ea_076_973	5.1.3.9-RXN
S_S2_Ea_076_973	NANE-RXN
S_S2_Ea_076_974	5.1.3.9-RXN
S_S2_Ea_076_974	NANE-RXN
S_S2_Ea_076_975	GLUTRACE-RXN
S_S2_Ea_076_976	RXN0-6515
S_S2_Ea_076_977	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S2_Ea_076_978	URA-PHOSPH-RXN
S_S2_Ea_076_978	URPHOS-RXN
S_S2_Ea_076_978	THYM-PHOSPH-RXN
S_S2_Ea_076_979	URA-PHOSPH-RXN
S_S2_Ea_076_979	URPHOS-RXN
S_S2_Ea_076_979	THYM-PHOSPH-RXN
S_S2_Ea_076_980	RXN-12472
S_S2_Ea_076_982	GALACTURIDYLYLTRANS-RXN
S_S2_Ea_076_983	GLYCERATE-DEHYDROGENASE-RXN
S_S2_Ea_076_985	RXN-9238
S_S2_Ea_076_985	RXN-9231
S_S2_Ea_076_985	RXN-15309
S_S2_Ea_076_985	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
S_S2_Ea_076_985	RXN-9223
S_S2_Ea_076_986	GLYCOGENSYN-RXN
S_S2_Ea_076_987	2.6.1.37-RXN
S_S2_Ea_076_988	5.4.1.2-RXN
S_S2_Ea_076_989	RXN-8768
S_S2_Ea_076_990	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S2_Ea_076_991	NADH-PEROXIDASE-RXN
S_S2_Ea_076_992	HOMSUCTRAN-RXN
S_S2_Ea_076_993	ARABISOM-RXN
S_S2_Ea_076_994	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S2_Ea_076_995	RXN1G-3641
S_S2_Ea_076_995	2.1.1.79-RXN
S_S2_Ea_076_995	RXN1G-2544
S_S2_Ea_076_995	RXN-7421
S_S2_Ea_076_996	1PFRUCTPHOSN-RXN
S_S2_Ea_076_997	1PFRUCTPHOSN-RXN
S_S2_Ea_076_998	RXN-15619
S_S2_Ea_076_999	RXN-8764
S_S2_Ea_076_1000	RXN-8762
S_S2_Ea_076_1001	2.1.1.133-RXN
S_S2_Ea_076_1002	RXN-8763
S_S2_Ea_076_1003	2.1.1.131-RXN
S_S2_Ea_076_1004	1.3.1.54-RXN
S_S2_Ea_076_1005	RXN-8765
S_S2_Ea_076_1006	SUCCSEMIALDDEHYDROG-RXN
S_S2_Ea_076_1007	RXN-14280
S_S2_Ea_076_1007	ALDHDEHYDROG-RXN
S_S2_Ea_076_1007	RXN-9758
S_S2_Ea_076_1007	RXN-14225
S_S2_Ea_076_1007	RXN-14224
S_S2_Ea_076_1007	RXN-10089
S_S2_Ea_076_1007	R222-RXN
S_S2_Ea_076_1007	RXN-37
S_S2_Ea_076_1007	RXN66-3
S_S2_Ea_076_1007	RXN-15819
S_S2_Ea_076_1007	RXN-15855
S_S2_Ea_076_1007	RXN6666-5
S_S2_Ea_076_1007	RXN-3443
S_S2_Ea_076_1007	RXN-10780
S_S2_Ea_076_1007	RXN-4142
S_S2_Ea_076_1007	RXN-10912
S_S2_Ea_076_1007	RXN-10917
S_S2_Ea_076_1007	RXN-10715
S_S2_Ea_076_1007	RXN66-479
S_S2_Ea_076_1007	RXN66-472
S_S2_Ea_076_1007	RXN66-476
S_S2_Ea_076_1007	RXN-16654
S_S2_Ea_076_1007	RXN-16655
S_S2_Ea_076_1007	RXN-16656
