Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
NS1_defined_inocula_S88_L001_R2_001	(11.0, 2.0)	(12.0, 16.0)	(13.0, 88.0)	(14.0, 237.0)	(15.0, 419.0)	(16.0, 421.0)	(17.0, 371.0)	(18.0, 395.0)	(19.0, 371.0)	(20.0, 396.0)	(21.0, 511.0)	(22.0, 588.0)	(23.0, 651.0)	(24.0, 827.0)	(25.0, 1012.0)	(26.0, 1294.0)	(27.0, 1833.0)	(28.0, 2518.0)	(29.0, 3725.0)	(30.0, 5164.0)	(31.0, 7014.0)	(32.0, 9592.0)	(33.0, 12498.0)	(34.0, 15277.0)	(35.0, 17122.0)	(36.0, 12714.0)	(37.0, 740.0)								
NS6_defined_inocula_S86_L001_R1_001	(16.0, 2.0)	(17.0, 2.0)	(18.0, 14.0)	(19.0, 44.0)	(20.0, 162.0)	(21.0, 434.0)	(22.0, 697.0)	(23.0, 979.0)	(24.0, 1133.0)	(25.0, 1452.0)	(26.0, 1628.0)	(27.0, 1784.0)	(28.0, 2089.0)	(29.0, 2331.0)	(30.0, 2814.0)	(31.0, 3403.0)	(32.0, 4197.0)	(33.0, 5379.0)	(34.0, 7436.0)	(35.0, 11825.0)	(36.0, 23556.0)	(37.0, 61032.0)													
NS6_defined_inocula_S86_L001_R2_001	(9.0, 1.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 26.0)	(13.0, 85.0)	(14.0, 310.0)	(15.0, 515.0)	(16.0, 575.0)	(17.0, 474.0)	(18.0, 445.0)	(19.0, 515.0)	(20.0, 625.0)	(21.0, 677.0)	(22.0, 835.0)	(23.0, 1078.0)	(24.0, 1099.0)	(25.0, 1342.0)	(26.0, 1684.0)	(27.0, 2225.0)	(28.0, 3331.0)	(29.0, 4594.0)	(30.0, 6615.0)	(31.0, 9099.0)	(32.0, 12750.0)	(33.0, 16624.0)	(34.0, 20383.0)	(35.0, 23590.0)	(36.0, 21458.0)	(37.0, 1437.0)						
Negative_extraction_S85_L001_R1_001	(16.0, 3.0)	(17.0, 16.0)	(18.0, 39.0)	(19.0, 105.0)	(20.0, 389.0)	(21.0, 996.0)	(22.0, 1592.0)	(23.0, 2040.0)	(24.0, 2778.0)	(25.0, 8031.0)	(26.0, 8185.0)	(27.0, 4413.0)	(28.0, 3589.0)	(29.0, 3374.0)	(30.0, 3560.0)	(31.0, 4367.0)	(32.0, 4964.0)	(33.0, 6129.0)	(34.0, 8177.0)	(35.0, 12693.0)	(36.0, 25188.0)	(37.0, 51720.0)													
Negative_extraction_S85_L001_R2_001	(10.0, 1.0)	(11.0, 2.0)	(12.0, 22.0)	(13.0, 119.0)	(14.0, 361.0)	(15.0, 693.0)	(16.0, 718.0)	(17.0, 714.0)	(18.0, 758.0)	(19.0, 1073.0)	(20.0, 1794.0)	(21.0, 2878.0)	(22.0, 5831.0)	(23.0, 10163.0)	(24.0, 3726.0)	(25.0, 2308.0)	(26.0, 2743.0)	(27.0, 3790.0)	(28.0, 5348.0)	(29.0, 6850.0)	(30.0, 8990.0)	(31.0, 11836.0)	(32.0, 15119.0)	(33.0, 18418.0)	(34.0, 20999.0)	(35.0, 19090.0)	(36.0, 7829.0)	(37.0, 175.0)							
Negtive_Control_S90_L001_R1_001	(15.0, 2.0)	(16.0, 4.0)	(17.0, 31.0)	(18.0, 119.0)	(19.0, 361.0)	(20.0, 874.0)	(21.0, 2675.0)	(22.0, 5223.0)	(23.0, 5017.0)	(24.0, 2733.0)	(25.0, 1847.0)	(26.0, 1381.0)	(27.0, 1075.0)	(28.0, 762.0)	(29.0, 635.0)	(30.0, 554.0)	(31.0, 508.0)	(32.0, 453.0)	(33.0, 447.0)	(34.0, 496.0)	(35.0, 746.0)	(36.0, 1418.0)	(37.0, 2664.0)												
Negtive_Control_S90_L001_R2_001	(11.0, 16.0)	(12.0, 36.0)	(13.0, 104.0)	(14.0, 193.0)	(15.0, 369.0)	(16.0, 705.0)	(17.0, 1419.0)	(18.0, 2776.0)	(19.0, 5040.0)	(20.0, 6066.0)	(21.0, 3392.0)	(22.0, 1603.0)	(23.0, 909.0)	(24.0, 479.0)	(25.0, 269.0)	(26.0, 218.0)	(27.0, 214.0)	(28.0, 259.0)	(29.0, 359.0)	(30.0, 485.0)	(31.0, 628.0)	(32.0, 816.0)	(33.0, 1038.0)	(34.0, 1206.0)	(35.0, 1042.0)	(36.0, 378.0)	(37.0, 6.0)								
Pooled_GF_pellet_S84_L001_R1_001	(16.0, 4.0)	(17.0, 11.0)	(18.0, 68.0)	(19.0, 134.0)	(20.0, 398.0)	(21.0, 970.0)	(22.0, 1839.0)	(23.0, 2885.0)	(24.0, 3216.0)	(25.0, 5639.0)	(26.0, 6032.0)	(27.0, 4431.0)	(28.0, 4139.0)	(29.0, 4399.0)	(30.0, 4594.0)	(31.0, 5331.0)	(32.0, 6957.0)	(33.0, 7671.0)	(34.0, 9352.0)	(35.0, 13969.0)	(36.0, 26808.0)	(37.0, 60325.0)													
Pooled_GF_pellet_S84_L001_R2_001	(4.0, 1.0)	(5.0, 1.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 42.0)	(13.0, 127.0)	(14.0, 449.0)	(15.0, 676.0)	(16.0, 701.0)	(17.0, 663.0)	(18.0, 778.0)	(19.0, 1146.0)	(20.0, 1768.0)	(21.0, 3082.0)	(22.0, 4174.0)	(23.0, 5575.0)	(24.0, 6105.0)	(25.0, 3709.0)	(26.0, 3845.0)	(27.0, 4742.0)	(28.0, 6354.0)	(29.0, 8780.0)	(30.0, 10573.0)	(31.0, 12798.0)	(32.0, 16005.0)	(33.0, 19362.0)	(34.0, 22737.0)	(35.0, 23945.0)	(36.0, 10893.0)	(37.0, 134.0)	
Positive_Control_S89_L001_R1_001	(17.0, 5.0)	(18.0, 16.0)	(19.0, 37.0)	(20.0, 150.0)	(21.0, 319.0)	(22.0, 525.0)	(23.0, 709.0)	(24.0, 970.0)	(25.0, 1322.0)	(26.0, 1548.0)	(27.0, 1838.0)	(28.0, 2167.0)	(29.0, 2687.0)	(30.0, 3084.0)	(31.0, 3816.0)	(32.0, 4763.0)	(33.0, 5931.0)	(34.0, 8044.0)	(35.0, 12550.0)	(36.0, 25043.0)	(37.0, 48815.0)														
Positive_Control_S89_L001_R2_001	(11.0, 2.0)	(12.0, 19.0)	(13.0, 79.0)	(14.0, 293.0)	(15.0, 518.0)	(16.0, 542.0)	(17.0, 453.0)	(18.0, 420.0)	(19.0, 498.0)	(20.0, 593.0)	(21.0, 691.0)	(22.0, 782.0)	(23.0, 924.0)	(24.0, 1114.0)	(25.0, 1339.0)	(26.0, 1864.0)	(27.0, 2562.0)	(28.0, 3807.0)	(29.0, 5508.0)	(30.0, 7838.0)	(31.0, 10537.0)	(32.0, 13871.0)	(33.0, 17113.0)	(34.0, 19206.0)	(35.0, 21125.0)	(36.0, 12389.0)	(37.0, 252.0)								
S5_defined_inocula_S87_L001_R1_001	(17.0, 1.0)	(18.0, 10.0)	(19.0, 35.0)	(20.0, 174.0)	(21.0, 383.0)	(22.0, 676.0)	(23.0, 884.0)	(24.0, 1049.0)	(25.0, 1274.0)	(26.0, 1516.0)	(27.0, 1751.0)	(28.0, 1987.0)	(29.0, 2432.0)	(30.0, 2928.0)	(31.0, 3463.0)	(32.0, 4301.0)	(33.0, 5521.0)	(34.0, 7496.0)	(35.0, 11760.0)	(36.0, 23243.0)	(37.0, 57087.0)														
S5_defined_inocula_S87_L001_R2_001	(10.0, 1.0)	(11.0, 3.0)	(12.0, 24.0)	(13.0, 111.0)	(14.0, 364.0)	(15.0, 581.0)	(16.0, 527.0)	(17.0, 478.0)	(18.0, 462.0)	(19.0, 512.0)	(20.0, 561.0)	(21.0, 681.0)	(22.0, 768.0)	(23.0, 883.0)	(24.0, 1199.0)	(25.0, 1573.0)	(26.0, 1973.0)	(27.0, 2601.0)	(28.0, 3682.0)	(29.0, 5334.0)	(30.0, 7509.0)	(31.0, 10277.0)	(32.0, 13568.0)	(33.0, 16897.0)	(34.0, 20048.0)	(35.0, 22051.0)	(36.0, 14691.0)	(37.0, 612.0)							
