pathway	plate1_1136R_RL_F_S5_week10_S58_	plate1_1136R_R_F_S5_week10_S57_L	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_3893R_R_M_S5_week10_S63_L	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
PWY-6163	16345.178612040134	16922.68559085842	18184.79738758826	16235.537160906722	16306.213116871048	14539.704250278708	14848.53655982906	18138.943554440735	11488.931395392048	20115.806503158678	19120.632954292083	15488.924987922705	22903.84648922333	21517.014065403197	20780.638388145668	20274.915440356745	17417.29251858046	20039.826669453738	20702.750142140474	10434.959772389448	11690.74957822371	13967.421193794129	20197.220415273132	12554.594054254923	12663.634742660719	10241.835581568188	13808.703076923075	11510.78738387217	19237.04195837979	13462.472441471573	15249.941074879227	16250.427519509476	11987.387620772946
PWY-621	15096.500313479622	16482.23827138379	15987.202889983582	14861.318453500522	15265.562065979997	14127.145611021839	13788.136955471844	17101.96182239667	12236.201476251943	19688.860022830446	16975.314910566107	15536.551317053465	20074.498608747574	22443.243069817265	18299.10438871473	19296.014254102898	15119.71736975668	18366.49676176427	21522.584340946407	13979.899561128528	14769.377872377794	18619.51334826093	25170.165800338942	12594.110322348373	11890.661465890433	9084.905621734588	13527.973737959132	12745.02401622718	18427.065369194705	13078.552422398425	15366.307643458638	14815.893396556114	13663.800327880372
PWY-622	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY-6269	5102.6056421804615	5479.978091318528	6193.859565149867	5815.389113216338	5317.450860382048	4898.45174716571	5516.763280012425	5899.280416213697	3892.2708712533004	5267.414451001709	7232.476463736606	4983.157892529896	12254.140293523838	6189.9404798881815	8263.626320857275	7560.76628669048	6868.51857120671	7718.941596521198	5332.196628358441	2294.0502205311386	2436.0429166019567	2726.8450038825904	6382.312856033545	4111.083292436713	5140.6608634881195	4638.760823109178	3239.7611632241023	3719.1883506755703	7624.1696831806175	4692.418412797019	5233.237476316198	8040.542074856344	4288.409218822798
PWY-6277	18528.19257142857	19169.5499047619	20665.337142857137	18396.052476190478	18390.022380952385	16479.050476190478	16776.333238095245	20557.532	11551.309428571429	22634.536095238094	21541.73799999999	17142.431047619048	26196.707904761908	24146.11476190476	23588.630380952378	22783.247809523808	19768.566285714292	22771.3140952381	23364.87780952381	11533.127999999999	12989.755714285715	15379.185999999996	19634.084095238097	14053.648857142858	14309.418190476192	11575.023142857142	15648.741047619049	12766.415809523805	21369.790666666668	15182.490380952382	17300.177238095243	18342.326190476197	11824.313619047618
PWY-6282	10519.509326086956	10929.213782608696	12933.943239130436	11460.842608695655	10208.701173913045	9011.116760869565	10939.108695652174	12176.20056521739	10830.992478260869	10694.407695652177	14003.713173913044	9862.845847826087	19744.98789130435	10883.771608695653	14548.033173913045	12536.640000000001	12845.937326086958	13152.504717391308	8494.18297826087	2103.4485	2552.0400000000004	2866.295347826087	14153.741608695651	8039.042804347828	8241.258130434782	7248.459326086958	6839.721	6338.761239130436	11389.241543478263	7675.423239130436	8966.148260869566	13805.56839130435	9842.285347826088
PWY-6317	3294.25763822452	3685.051822882999	3529.7717162249514	3797.0528489549665	3519.1594781297135	3646.5776998491706	3674.3954759750054	4013.2406787330315	6635.833400129283	4417.908578754578	3304.276398620987	4542.027374919198	6349.117298211591	4923.437373410902	4397.961673346261	5190.2007412195635	3714.0167323852615	4376.9559644473175	4773.614614738202	3953.2758106011634	3899.1389200603317	5241.651683257918	13684.143406593405	2915.4077929325576	3464.519617754794	2659.8860743374275	1875.0918521870285	3483.9807935789695	5435.229022408964	3284.6416589097175	3851.18131092437	4622.0776888601595	7628.320268476622
PWY-6353	1790.2518438654288	2160.7740447122246	1720.5152354526717	1657.1072934834312	2511.96449342001	1814.8705821280296	2185.301944341678	2012.360159904633	8171.983825966447	2879.068668146504	3543.566329592634	3117.4813095972145	3467.5011077638605	3415.172634168972	2259.4887995701424	2789.779200007047	1873.3851063192574	2143.1633238200943	2166.884430937994	2122.5589120847503	1994.50651891784	2651.4524718566677	16562.820019731163	2567.7425289361036	1868.668704613921	914.5478946379391	1603.132911051213	2766.3925241794836	3247.8797177739025	1298.9446583161568	1177.8199143808467	3217.6411035357546	9376.465459307414
PWY-6385	9563.252960050964	9838.246601340532	11190.681265282521	10582.300378288232	9877.921172531933	9717.43088773484	10138.640785215219	11116.225273846132	11880.172415473236	11334.839601625974	10665.888624899044	9535.356674389352	19606.571067978668	10837.976693945171	13514.736252737863	13104.09770410472	11651.9868933533	12851.270215846762	11202.174016294977	5534.320176691285	6012.131942715867	6984.983963910611	20187.526693428896	6779.960257477472	8801.73269249477	7155.440541879096	5444.757216614714	6552.513229866094	12446.024020592407	7928.391203010006	9269.382616003411	12137.98731112216	12043.666297711206
PWY-6386	9051.293218587714	9404.772000874298	10741.51396398685	10132.386176409402	9465.127103465662	9333.030024612724	9632.532527385656	10575.990805497742	10226.760570241748	10814.517162513579	10061.820941890615	8722.700055395408	18850.33879580374	10266.504752577604	12938.547495482297	12473.9452085275	11155.584325556336	12320.235613888733	10739.638748905925	5275.294001825295	5745.7164262850165	6711.115743208589	16682.34993050074	6344.604931790142	8273.589628470001	6826.259883340252	5161.517502678025	6127.636869043704	11894.571627666643	7552.465268185124	8962.768237085125	11302.008245550122	10519.076866008574
PWY-6387	9273.691754846775	9555.462280711157	10843.910057357276	10261.43306959707	9568.616432591796	9443.651667828108	9833.152593585277	10785.580019476462	11503.890514071294	10995.338976681853	10310.720020727242	9209.266908424906	19048.8307032967	10501.757715715177	13092.75399410346	12709.014335030824	11288.972027874564	12464.94460573573	10901.454288037166	5416.6176362011975	5878.704198338248	6827.7818000536045	19609.236610917535	6557.433975163048	8535.649314750292	6938.515122487269	5275.0553915840255	6356.077438577683	12038.017184311622	7696.553633699635	9014.796834092736	11764.757320646833	11674.467803448584
PWY-6396	283.1822222222222	258.02666666666664	236.95999999999998	277.3333333333333	690.0266666666666	225.2622222222222	348.4444444444444	205.97333333333333	3346.0266666666666	531.8044444444444	364.1955555555556	1303.6266666666666	251.4311111111111	1237.582222222222	310.8622222222222	227.55555555555554	157.45777777777775	287.23555555555555	226.7911111111111	461.7066666666666	362.66666666666663	725.0844444444444	6249.137777777777	846.7377777777778	734.4711111111111	174.73777777777778	168.64	770.791111111111	1229.7066666666667	272.5155555555555	200.88888888888889	618.4177777777778	4101.084444444445
PWY-6467	13435.61	13691.59	15074.760000000004	12917.35	13472.349999999999	11334.21	11683.87	14625.690000000002	6727.6	16407.84	16319.439999999999	12023.970000000001	17263.819999999996	17725.590000000004	16891.05	15593.400000000001	14111.25	16178.700000000003	16396.540000000005	7080.820000000001	8296.84	9594.580000000002	9646.74	10381.840000000002	9859.919999999998	7790.94	12246.29	8773.970000000001	14800.27	10488.18	11820.32	12439.29	6610.51
PWY-6470	394.9964590163933	398.2402622950819	342.0011803278688	389.8740983606557	406.50076502732236	377.99763934426227	397.49355191256825	314.7955409836065	913.183781420765	423.36030601092887	455.32848087431694	648.4435846994535	579.0725683060109	444.1408087431694	541.8038032786884	752.7376174863388	322.759650273224	417.52821857923493	364.4773770491803	430.0063387978141	450.83081967213104	512.4544262295082	2062.94662295082	422.17237158469936	385.07930054644805	287.2682841530054	154.01473224043716	568.7564153005465	565.6831038251365	459.3722404371583	246.68590163934422	538.671693989071	1176.7874972677596
PWY-6471	459.6066019632962	466.5136053933647	404.0139159912271	429.5227732398679	471.2780565723689	439.86067969642306	453.4048333818475	370.73702109558747	1226.9740418677654	499.01628042339587	521.8034541538163	712.7757643963904	637.2181274345224	506.23570286565075	618.6119738649869	863.7385616410947	381.60866593445525	472.9659425094332	420.7627427972791	505.23160198447886	515.6068065028462	590.7961740256604	2790.8820625049575	503.69254425466295	443.2227833470508	339.92601524624865	195.27412056728838	658.12517391064	671.0514149424091	537.3232261270747	311.9279892270269	642.245823225724	1598.1194420413012
PWY-6478	3339.755714285714	3542.817142857143	3711.177142857143	3716.425714285714	3721.335714285714	4247.0824675324675	3745.8337662337663	4074.07909090909	4114.44	4680.808831168831	3051.174285714285	2905.1145454545454	8551.572857142857	4007.6166233766235	4951.91	5181.135324675326	4208.5599999999995	5094.397662337663	5472.114285714285	3395.812857142857	3564.914285714286	3950.2814285714285	8027.811168831167	2040.3072727272727	3573.5657142857144	2506.8757142857144	1738.5722077922076	2467.2489610389607	4434.881948051948	2904.8706493506493	3728.781298701299	4316.859350649351	4124.108571428572
PWY-6507	7007.9113333333335	7919.482857142856	7989.230952380952	7800.751619047621	6912.721714285714	6557.898424908425	7686.375912087911	8135.211941391939	6536.815897435897	6745.741553113552	9683.189289377287	8016.477076923077	15474.490571428572	9025.064102564102	10545.56438095238	10154.830329670329	8501.501428571428	9726.381047619045	6415.809238095239	4338.404476190476	4125.981421245421	5191.788761904762	11705.764175824175	6719.397516483517	6873.383428571429	5694.299142857144	4545.733465201465	6571.86219047619	9080.702703296702	6464.750600732599	7150.954813186814	11738.869318681318	7008.243355311355
PWY-6519	7136.822448979591	8018.851836734694	8810.730612244897	8042.884591836734	7013.688673469387	5583.684183673469	7684.6392857142855	8075.066326530612	4299.283775510204	5179.531836734694	11872.723163265306	7877.95530612245	16672.300408163264	9285.997959183673	11652.865714285714	9324.86387755102	9370.070510204081	10411.301326530613	4180.998979591836	1271.4563265306122	1024.0169387755102	1380.090306122449	5088.579795918366	7395.761326530613	7007.290714285714	6436.07418367347	5083.498469387755	5892.937959183673	9744.718163265306	6398.026530612245	7036.051224489796	13094.086836734692	4610.726326530612
PWY-6545	19.496249999999996	24.75	23.253750000000004	0.0	23.996249999999996	18.371249999999996	14.99625	18.371249999999996	195.37875	24.75	29.25	0.0	0.0	25.875	25.875	45.371249999999996	26.246249999999996	15.37875	18.753750000000004	39.746249999999996	21.003750000000004	36.371249999999996	513.0	46.496249999999996	26.628750000000004	28.878750000000004	28.125	42.75	58.5	40.128750000000004	44.246249999999996	58.871249999999996	299.62125
PWY-6572	0.0	0.0	0.0	0.0	0.0	5.442253521126761	7.132394366197183	5.633802816901409	570.1408450704225	3.1887323943661974	6.569014084507042	3.1887323943661974	0.0	7.132394366197183	0.0	5.442253521126761	0.0	6.005633802816901	0.0	0.0	6.19718309859155	0.0	1131.6394366197185	4.87887323943662	0.0	0.0	14.27605633802817	7.323943661971831	5.633802816901409	10.512676056338028	7.887323943661972	27.04225352112676	595.3014084507043
PWY-6588	601.1154590682949	606.4889009497964	505.7614654002714	553.6781546811397	876.7015468113975	483.40593396653094	626.2071460877431	507.04423337856167	3783.741329715061	944.0215287200361	704.6608050655811	1367.9943012211668	811.6615287200361	1348.3761917684305	565.8296517412936	655.538091361375	383.91498869289916	537.5496517412935	597.0914337403889	661.2954681139755	614.0352781546811	910.5194391677974	7583.274934418814	956.8723835368612	1072.3929805517864	393.9615558570783	357.50111261872456	968.9099412030754	1331.0849932157394	553.4124468566259	368.6053369516055	1134.1243238353686	4796.545382180009
PWY-6608	7031.707568922307	7641.08143358396	8038.948120300753	7476.566616541356	7903.195408521305	6835.870439000728	7814.522984558171	7960.703709919962	12118.945154175763	7752.141123453797	10802.416740884473	8137.502837739509	16653.011228070176	9566.601039696017	10877.32052130326	10084.862108173664	8906.686436090227	10194.666336809769	7241.074907268169	3941.870786967419	3960.568229282885	4492.307558897244	22591.230169294206	6782.224606354597	7195.830987468672	5502.603959899751	4793.470455493573	6353.34906750748	10351.925203654298	5880.091704745736	6402.871822459376	11563.873982051906	13067.742262106882
PWY-6609	8893.900666666666	9120.179333333332	10281.796	9522.334	9606.618666666665	8721.499	9536.739666666666	10160.900666666668	15518.499333333335	11093.849000000002	11416.690999999999	9786.731666666668	16872.924	10354.321000000002	12389.556000000002	12518.941666666666	10675.29133333333	11402.10166666667	9751.945333333333	4940.884666666666	5365.9226666666655	6296.674666666667	27281.88433333333	7116.701666666667	7721.348000000001	6089.774666666666	5528.947666666667	6892.207333333335	11898.47	7002.329	7536.704666666666	11431.392	16076.174333333336
PWY-6612	4639.5032411067195	4862.197944664031	5595.2328853754925	5207.274308300395	5174.35162055336	4421.870671936758	5034.8683003952565	5185.734071146246	4506.656442687747	4553.585770750989	6430.927747035572	5186.099288537549	11433.072885375494	6245.0368379446645	7615.934861660079	6372.515731225296	6114.230830039526	7083.671778656125	4366.053754940712	1848.3130434782609	1860.9116205533596	2094.52395256917	6674.423083003952	4305.015019762846	5170.6143873517785	4059.2977075098815	2841.035573122529	3664.633359683794	7076.798418972331	4122.153359683794	4629.396679841897	7615.644268774703	4993.850118577075
PWY-6628	217.21363636363637	197.9181818181818	181.7590909090909	212.72727272727275	529.2818181818183	172.78636363636363	267.2727272727273	157.9909090909091	2566.554545454546	407.91818181818184	279.3545454545455	999.9409090909091	192.85909090909092	949.2818181818183	238.4454545454546	174.54545454545456	120.77727272727273	220.3227272727273	173.95909090909092	354.15	278.1818181818182	556.1727272727273	4793.372727272727	649.4863636363638	563.3727272727273	134.0318181818182	129.35454545454547	591.2318181818182	943.2409090909092	209.03181818181818	154.0909090909091	474.35454545454553	3145.718181818182
PWY-6629	197.73931034482757	180.17379310344828	165.46344827586208	193.6551724137931	481.8289655172414	157.2951724137931	243.31034482758622	143.82620689655172	2336.449655172414	371.34620689655173	254.3089655172414	910.2910344827586	175.568275862069	864.1737931034482	217.06758620689658	158.89655172413794	109.94896551724138	200.5696551724138	158.36275862068965	322.39862068965516	253.24137931034483	506.3089655172414	4363.622068965517	591.2565517241379	512.8634482758621	122.01517241379311	117.75724137931034	538.2248275862069	858.6744827586208	190.29103448275862	140.27586206896552	431.82620689655175	2863.688275862069
PWY-6630	217.21363636363637	197.9181818181818	181.7590909090909	212.72727272727275	529.2818181818183	172.78636363636363	267.2727272727273	157.9909090909091	2566.554545454546	407.91818181818184	279.3545454545455	999.9409090909091	192.85909090909092	949.2818181818183	238.4454545454546	174.54545454545456	120.77727272727273	220.3227272727273	173.95909090909092	354.15	278.1818181818182	556.1727272727273	4793.372727272727	649.4863636363638	563.3727272727273	134.0318181818182	129.35454545454547	591.2318181818182	943.2409090909092	209.03181818181818	154.0909090909091	474.35454545454553	3145.718181818182
PWY-6690	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY-6700	17777.04285714286	18346.471428571425	19823.04714285714	17531.995714285713	17700.54142857143	15634.182857142854	15976.574285714289	19649.32428571428	11114.265714285717	21822.897142857142	20878.85857142858	16462.45	24473.959999999995	23306.537142857145	22537.21714285715	21711.05857142857	18890.652857142864	21717.09285714285	22360.132857142846	10859.355714285715	12300.562857142859	14568.524285714284	18670.18571428572	13554.1	13564.39	10966.81142857143	15250.839999999997	12180.954285714282	20515.274285714284	14473.961428571429	16396.58714285714	17276.631428571432	11345.668571428572
PWY-6703	13435.61	13691.59	15074.760000000004	12917.35	13472.349999999999	11334.21	11683.87	14625.690000000002	6727.6	16407.84	16319.439999999999	12023.970000000001	17263.819999999996	17725.590000000004	16891.05	15593.400000000001	14111.25	16178.700000000003	16396.540000000005	7080.820000000001	8296.84	9594.580000000002	9646.74	10381.840000000002	9859.919999999998	7790.94	12246.29	8773.970000000001	14800.27	10488.18	11820.32	12439.29	6610.51
PWY-6708	2132.415	1847.0149999999999	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	5662.765	3501.015	1464.2350000000001	1896.415	1957.055	1638.6399999999999	1876.1100000000001	2007.375	2121.07	1770.945	2632.57	742.835	1089.625	1269.1100000000001	8755.765	863.165	1141.2649999999999	582.665	1122.36	702.9449999999999	1662.335	906.415	1245.5	787.86	5333.735000000001
PWY-6737	20182.63336363637	20737.401212121204	22946.378818181813	20446.58990909091	20060.95751515151	18137.273000000005	18826.354393939397	22822.098909090913	15868.950272727268	24823.464606060603	23509.14545454546	18680.422939393942	29911.733909090908	25148.44745454545	25760.735333333338	24736.801909090915	22195.79715151515	24772.55263636363	24768.57766666666	11435.915757575758	13003.27796969697	15398.103757575756	25990.762030303027	14763.210575757572	15596.882060606065	12677.28218181818	16231.537999999999	13218.490575757574	23201.262515151513	15965.124272727273	18547.717454545455	20551.272333333334	15663.38403030303
PWY-6749	1962.0370028011203	2025.847619047619	2114.003333333333	2346.3428571428567	1680.6252380952378	2176.9921848739496	2042.675658263305	2441.8526890756298	1608.0397478991597	2343.4095238095233	912.1019607843137	2219.475630252101	3762.963585434173	2520.7792717086836	2492.401680672269	2805.066134453781	2236.7137535014003	2671.73162464986	3200.6094957983196	2230.06837535014	2283.2828851540617	3030.5966666666664	3741.1462184873953	1041.368095238095	2124.5461904761905	1886.0487114845937	752.4285714285714	1315.3142857142855	3033.1238095238095	2117.5747619047615	2723.4823809523805	2188.177619047619	1516.3524089635853
PWY-6823	189.9607453416149	173.08621118012422	158.95453416149067	186.03726708074535	462.8750310559006	151.10757763975155	233.73913043478262	138.16844720496894	2244.5396273291926	356.7383850931677	244.3050931677019	874.4824844720497	168.66186335403728	830.1793788819875	208.52869565217392	152.64596273291926	105.62385093167701	192.67975155279504	152.13316770186336	309.71627329192546	243.27950310559007	486.392049689441	4191.968198757764	567.9980124223603	492.6886956521739	117.21540372670809	113.12496894409938	517.0524223602484	824.8963975155281	182.80546583850932	134.75776397515529	414.83925465838513	2751.0380124223607
PWY-6891	287.4202807771938	201.03754228380313	201.09508408982325	202.27826086956523	470.53239417104635	236.18023682114986	315.0965018315018	238.2707607899347	2895.1272898550724	377.1004185379837	344.3326121993948	1025.9002720178373	276.9217926421405	860.521635292244	278.4556731963689	236.60924271380793	198.56560582895366	284.22149211657904	306.7145292243988	371.16944210861595	321.26439640070083	507.81397467749645	5868.6093148590535	601.3431729574773	502.818801242236	159.23545994585126	172.817928332537	564.2807873865265	849.0465666507406	218.45079359770665	194.43895126612517	527.2157902532251	3200.295662844402
PWY-6892	12295.214720513606	12838.724341502417	13610.405008084475	11718.520684375515	11873.80159488787	9278.160247023394	10287.000300661228	13171.811486564255	4287.592066129878	13689.780544769203	16351.509225257501	12232.187318829989	14192.101705800553	17994.514053684972	15671.963198804824	14293.010043390366	12688.8636932106	14903.774778575325	14213.997904422256	6612.835556911328	7483.001797734026	9318.040773393575	7356.573115392774	10800.275558717145	9090.73416377089	7939.105301337501	12245.79212249819	9021.712435977815	14975.121028213167	10526.310621527293	11471.056516467199	12441.089904356984	4795.435331858704
PWY-6895	168.16539589442814	153.22697947214075	140.71671554252197	164.69208211143695	409.766568914956	133.77008797653957	206.9208211143695	122.31554252199413	1987.0099706744868	315.80762463343103	216.27448680351907	774.1478005865102	149.31026392961877	734.9278592375366	184.60293255131964	135.13196480938416	93.5049853372434	170.5724340175953	134.67800586510262	274.1806451612903	215.366568914956	430.58533724340174	3710.9982404692078	502.8281524926686	436.1595307917888	103.76656891495601	100.14545454545454	457.7278592375366	730.2510263929619	161.83108504398825	119.29618768328446	367.24222873900294	2435.3947214076247
PWY-6897	19401.468399168403	20328.463253638256	21515.949295738046	19184.484958419966	19371.10253118504	16781.62023648649	17302.403162681916	21286.355233887738	8002.012666320167	22808.71039241165	23836.1234485447	18639.358651247407	27932.04668918919	27174.90079521831	25692.40633835759	24336.239641372144	20896.487253118503	24786.723783783786	24373.928043139305	12453.93566787942	13754.878399168407	16505.419989604994	14002.726704781702	15889.689111226611	15698.389316528068	12941.002453222454	17314.79413981289	14271.481543659047	23928.432767671526	16802.68885135135	18832.037190748444	20494.14570426195	8777.102253118503
PWY-6901	221.94252539912915	202.22699564586355	185.71611030478954	217.35849056603774	540.8046444121916	176.54804063860666	273.09143686502176	161.43047895500726	2622.4301886792455	416.7988388969521	285.43628447024673	1021.71030478955	197.0577648766328	969.9483309143686	243.63657474600873	178.3454281567489	123.40667634252539	225.11930333817125	177.7462989840348	361.86008708272857	284.2380261248186	568.2809869375907	4897.727721335268	663.6261248185776	575.6377358490565	136.94978229317852	132.17068214804064	604.1033381712626	963.7759071117562	213.58258345428155	157.4455732946299	484.6815674891147	3214.202612481858
PWY-6969	8775.874566170027	9045.31449605609	9157.020929009639	7534.836108676599	8772.637335670464	6529.424014022787	6478.3032427695	9071.928553900087	2914.871936897459	11412.257248028045	10849.828641542506	8408.067940403154	5820.057633654688	13894.70569675723	9743.554005258544	9369.414829097283	7742.604101665206	9570.843049956178	11912.015985977212	6125.6293777388255	7026.459526730937	8667.958632778264	5681.574829097283	7711.948746713409	5734.018580192813	4204.150043821209	10127.099737072742	6601.048133216476	9606.274425942156	7077.897353198949	7620.471796669587	6141.90078878177	3753.175109553024
PWY-7013	1212.66	1196.5533333333333	1033.4566666666667	1206.573333333333	1245.6933333333334	1172.0866666666668	1230.3466666666666	946.1433333333333	2269.913333333333	1283.3366666666668	1366.4333333333332	2011.2299999999998	1743.8533333333332	1355.1533333333334	1712.6433333333332	2392.1433333333334	970.6566666666666	1290.6633333333332	1064.9066666666668	1334.3066666666666	1403.2933333333333	1580.24	5125.58	1346.3833333333332	1188.8999999999999	874.6433333333333	439.6433333333333	1801.0366666666666	1730.1133333333332	1441.68	732.1466666666666	1676.7466666666664	2939.8999999999996
PWY-7094	249.32347826086956	227.17565217391302	208.62782608695653	244.17391304347828	607.5234782608695	198.3286956521739	306.7826086956522	181.34608695652176	2945.9582608695655	468.2191304347826	320.6504347826087	1147.7582608695652	221.36869565217393	1089.6104347826088	273.6939130434783	200.34782608695653	138.63130434782607	252.89217391304348	199.67478260869564	406.50260869565216	319.304347826087	638.3895652173914	5501.9582608695655	745.4973913043478	646.6539130434783	153.84521739130437	148.47652173913045	678.6313043478261	1082.6765217391305	239.93217391304347	176.8695652173913	544.4765217391305	3610.737391304348
PWY-7111	22772.28407746333	24006.1332536424	25137.981994976566	23132.227962826542	22699.711086192543	21588.721965858753	21510.256848978046	25792.13171226328	17102.852070851673	28190.617780683428	25242.665829630994	21521.013357521893	35725.576027107076	29704.125590224012	29119.49866662148	29020.569051292972	24515.57760520979	28590.820845679416	30038.313004567044	16639.34194475958	18127.722383321012	21715.809003388877	31512.0063642747	17060.009937860486	18526.642059515045	14680.562083086666	17911.479776121625	16542.1040497091	26775.809118229052	19050.324618247192	22339.022103118146	23773.5031259195	17625.836305362638
PWY-7184	417.05517857142854	372.7960714285714	340.12285714285713	424.6264285714286	714.8571428571429	374.41285714285715	479.44125	312.08785714285716	2533.519285714286	594.0498214285715	475.26267857142864	1409.8564285714288	410.02232142857144	1140.287142857143	576.19125	689.3839285714286	288.81321428571425	439.2916071428572	296.3860714285714	611.4053571428572	535.4807142857143	852.5089285714287	4768.653214285714	907.1341071428573	745.8637500000001	275.80660714285716	179.14660714285714	958.498392857143	1206.9739285714286	488.6533928571429	266.4144642857143	782.6898214285715	3105.8341071428576
PWY-7196	5081.281132530121	5304.798775903615	6082.553228915663	5703.15151807229	5530.126525301206	4865.295060240964	5498.700183132531	5647.746187951807	3883.08166746988	4908.047412048194	6978.158236144578	5575.043927710844	12397.399734939761	6532.950506024095	8392.396212048196	7240.118881927712	6670.2746939759045	7720.7758795180725	4733.714790361446	2087.735407228916	2128.6569831325305	2314.4003759036145	5415.310274698795	4618.583146987952	5511.062756626507	4436.248361445784	3047.584009638555	4050.8334602409645	7493.3092867469895	4600.708930120483	5014.436028915663	8280.664009638554	4191.255951807229
PWY-7197	12063.109999999999	12517.59	13320.930000000002	11520.01	12195.019999999999	9942.039999999999	10379.37	12874.020000000002	3977.7700000000004	14054.510000000002	15526.269999999997	11508.630000000001	16014.149999999998	17212.590000000004	15865.380000000001	14596.730000000001	12664.08	15110.700000000003	14526.870000000004	6976.31	7849.849999999999	9229.570000000002	6131.74	10375.680000000002	9491.92	7561.94	11500.119999999999	8952.960000000001	14358.11	10180.52	11061.32	12437.789999999999	4579.67
PWY-7199	6673.055454545455	6727.89515151515	7959.552575757574	7257.215151515151	7025.646060606059	6411.07212121212	6996.220303030303	7498.107424242423	8040.49606060606	7489.758030303031	8069.606060606059	6577.297727272728	13681.362424242423	7328.493333333333	9601.61287878788	8673.331969696968	8164.5725757575765	8870.37106060606	6737.0275757575755	2554.472121212121	2931.2251515151515	3129.9572727272725	12251.367272727273	4971.151060606061	6075.6900000000005	4806.15106060606	3888.701969696969	4363.369848484848	8295.302424242424	5218.908181818182	5847.89212121212	8590.585757575758	8116.631818181817
PWY-7200	353.85962962962964	316.0155555555555	288.2266666666667	360.93777777777774	594.3555555555556	319.402962962963	405.4292592592592	265.1511111111111	2052.8488888888887	496.38925925925923	400.7774074074074	1175.608888888889	349.4981481481481	939.9229629629629	493.6662962962963	599.2407407407408	247.35037037037034	373.3840740740741	249.9548148148148	515.9888888888888	454.3955555555555	714.6259259259259	3866.83037037037	755.9403703703704	619.2714814814815	234.76037037037037	149.20333333333332	806.1181481481481	999.6688888888889	418.1374074074074	224.85518518518518	658.9137037037037	2516.629259259259
PWY-7208	15946.255714285717	16467.858571428573	17757.262857142865	15784.732857142855	15861.201428571429	14103.614285714282	14384.314285714287	17646.82285714286	10615.518571428573	19568.28000000001	18656.985714285718	14902.755714285715	22090.29714285714	20858.167142857143	20216.46428571429	19610.484285714283	16944.614285714288	19483.614285714288	20091.602857142858	9924.880000000001	11192.322857142859	13286.940000000002	18269.980000000007	12161.42142857143	12226.044285714284	9904.962857142857	13567.167142857144	11040.528571428571	18510.141428571427	13050.34142857143	14770.97	15670.197142857141	10950.382857142858
PWY-7209	260.8333333333333	137.39999999999998	105.0	134.10000000000002	110.10000000000001	180.03333333333333	249.66666666666669	265.4666666666667	1160.3333333333335	270.29999999999995	176.26666666666668	511.8666666666667	268.5	242.93333333333337	154.1	265.6	176.0	186.9	307.0333333333333	194.9666666666667	210.33333333333334	171.3	2690.2	170.39999999999998	305.70000000000005	101.43333333333332	117.0	208.79999999999998	103.80000000000001	141.0	69.6	434.40000000000003	809.9666666666667
