pathway	plate1_1136R_R_F_S5_week10_S57_L	plate1_1136R_RL_F_S5_week10_S58_	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_R_M_S5_week10_S63_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
PWY-5897	12725.377525519874	12400.672071509343	13624.665220482504	11665.31387542002	12459.463505015876	10169.58329774925	13291.96784120333	10428.59827253396	5798.4699034591495	15213.247502043043	15357.40021030134	11662.236051624952	14181.165959293625	17234.127277540996	15391.009536883632	14592.716011173688	12544.084408565073	14737.941231209797	15398.955507583667	7288.5856043360645	8357.903330352008	9890.591110385943	9324.990692054522	10155.424516250401	8994.099462776281	7117.728521375895	11810.494338467717	8816.790735409739	14130.604280809515	10063.658349633446	10993.312416487483	11382.949797546658	6319.281968083695
PWY-5898	12725.377525519874	12400.672071509343	13624.665220482504	11665.31387542002	12459.463505015876	10169.58329774925	13291.96784120333	10428.59827253396	5798.4699034591495	15213.247502043043	15357.40021030134	11662.236051624952	14181.165959293625	17234.127277540996	15391.009536883632	14592.716011173688	12544.084408565073	14737.941231209797	15398.955507583667	7288.5856043360645	8357.903330352008	9890.591110385943	9324.990692054522	10155.424516250401	8994.099462776281	7117.728521375895	11810.494338467717	8816.790735409739	14130.604280809515	10063.658349633446	10993.312416487483	11382.949797546658	6319.281968083695
PWY-5899	12725.377525519874	12400.672071509343	13624.665220482504	11665.31387542002	12459.463505015876	10169.58329774925	13291.96784120333	10428.59827253396	5798.4699034591495	15213.247502043043	15357.40021030134	11662.236051624952	14181.165959293625	17234.127277540996	15391.009536883632	14592.716011173688	12544.084408565073	14737.941231209797	15398.955507583667	7288.5856043360645	8357.903330352008	9890.591110385943	9324.990692054522	10155.424516250401	8994.099462776281	7117.728521375895	11810.494338467717	8816.790735409739	14130.604280809515	10063.658349633446	10993.312416487483	11382.949797546658	6319.281968083695
PWY-5910	334.50715003818135	379.0192912424437	303.91573576704343	396.8847926695312	417.06183773684165	369.58999396457074	291.1624823183748	410.69638538686	245.44432965374466	398.38718509088244	387.1121666052378	877.6908117334278	402.0023710332268	491.5118113127894	600.0893587238909	838.5469711032451	301.6539008540815	410.90894855919544	243.9425503415231	500.61926065464246	483.7507955666377	609.4125882430932	535.526503664055	557.7537253729402	416.3522030008905	262.9716419382257	110.71474841779859	725.8341181909379	621.6004053238184	498.6011145183795	221.90531194098835	613.2398475165431	301.672336897589
PWY-5913	17399.3100498022	16690.4659555221	18595.80789690656	16442.81852513169	16748.046638564338	14398.998955736382	18344.8526691751	14631.984022291721	10561.492916412644	19797.95029904763	21083.740717936413	16189.127181121923	15993.426988759718	22548.35945412049	21424.538856686955	20430.95793617215	17303.395090460082	20824.205161222915	20498.853165870416	10098.337788174622	11297.371978453877	13322.239808598188	18846.22327330156	13553.739310725341	13067.423584745471	9772.190644172279	14637.394475379404	12273.805818546378	20816.369516618524	14145.15736660619	15556.5655865099	15388.919763618544	11634.115959531162
PWY-5918	490.11297266423776	529.1369476139411	451.93407854481535	501.852392680647	1206.672670289691	424.48960726045175	393.0324241120594	634.1897168626305	3451.685920762896	965.2528977129344	680.3033944270555	2085.9926523514428	458.40186684477715	2110.2254264754274	586.5802182638978	451.8923294010321	310.5905197928852	536.2771522275406	432.4511436063151	833.5065673157218	661.1688257509938	1274.832799155848	6701.798562195686	1433.0523262485974	1247.689873520405	338.8124460727168	330.9804649223364	1308.3881643962636	2081.589520223361	522.9551894847106	400.85273227850666	1109.810577153019	4211.188059531477
PWY-5941	15528.682197562093	14981.718042383645	17495.208653528472	15764.763979104671	14877.111130489142	13566.831480282142	17006.71273473415	14665.804892664199	10441.008894668079	16532.238276034444	18445.227165659657	13851.194085804093	25740.50214119639	17646.80033293644	20605.597571580613	19011.618471135804	17523.313646132006	19499.158114078225	15920.09364211416	5662.948544245666	6481.10597606055	6792.1427707318635	13931.922350072662	11219.766477739597	12403.679850227942	10474.099269727345	10750.128311961527	9731.62726777041	17831.434031129447	12140.619331334567	13987.410081330085	17423.298523947666	9697.148954430173
PWY-5971	21912.418710458525	21276.989914444945	24713.578261163715	22193.951010233217	21005.85878547006	19179.471724476043	24107.27591777687	20898.413897695205	18072.383423950607	24036.493187501408	25771.17619507298	19848.595855352705	36045.36371227196	24289.67841678431	28520.67987514162	26439.06756539672	24452.16800797961	26749.5469205247	22179.776682723957	7316.962568468459	8806.592490448356	9761.040761099031	27305.123002784672	15768.71336672721	16843.090720347587	14121.134516363254	15114.665594656399	13677.856592113565	24032.767415802016	16581.147315448554	19072.907500468693	24233.33649188496	16928.66039910749
PWY-5973	21040.68794603732	20416.380282246097	22892.597558568206	20502.177750654173	20389.002040096322	18394.02525497943	22712.01445244363	18935.02426089197	14455.761202377244	24679.176308236983	23882.322672106642	19199.013923950526	30410.666184677182	26010.504672026378	26443.49283141135	25478.12289450944	22214.94926673154	25374.912131407364	25154.374465253462	12205.941191007372	13760.520082793646	16128.60805208866	24307.880982804178	15425.406213116408	16053.03031369093	13016.016671855803	16338.38489283185	14037.315772256672	23874.5379571803	16656.953394774937	18886.30911775034	20917.329469102297	14462.324633830724
PWY-5989	20343.76713183033	19741.89405189653	23381.32808869911	20963.740162855942	19376.38577452359	17756.85057238116	22606.302742878088	19857.765408338488	17499.12895748614	21628.91145733677	24351.92558723589	18158.56950935808	35270.860214153894	21453.555666133743	26873.606984842096	24359.025155072428	23307.251806221528	24975.923818098396	19175.308987168515	5622.225528753984	6876.498695070554	7499.425283327631	25014.685378717757	14463.297734769401	15680.64579414978	13337.466965130745	13324.007328233269	12210.190846084959	21858.91413666931	15032.3346937828	17503.970776199967	23619.622423710473	16000.554778835121
PWY-6121	21515.994199359906	20764.735749992054	23258.0714622823	20819.646829801866	20663.049261921045	18698.34033225852	23143.928972895676	19019.444670153185	12754.07744931811	25214.140894863765	23921.608609580988	19244.671709140166	30087.145099083722	26811.845222895205	26660.434038304036	25676.344467500134	22355.23791813104	25751.10219356873	26023.262090675937	12800.151758878837	14361.642387479424	16938.9296029195	21603.2390208861	15671.231027992908	16301.093208022578	13147.28127183499	16992.382383978416	14289.213083577402	24075.145799626578	17050.866222839322	19566.571607824906	20923.651435630367	13142.92754383164
PWY-6122	21312.480439889863	20512.017284439156	22873.793876948654	20492.404923420778	20334.813731181643	18437.329583755745	22843.575491452695	18663.014405587786	12016.232926330322	24954.81485485173	23517.896433744936	18975.864956327827	29175.571581415843	26701.883625883554	26188.24962555142	25351.21886566834	21906.874039827093	25361.516856784845	25983.840975824234	13041.539115972117	14581.842027374742	17263.561977936424	20593.913915535417	15510.987892570725	16016.206737776014	12927.77915989947	16978.556953308263	14231.296846854726	23697.79683833124	16947.28737877473	19453.583761542915	20443.119439790196	12448.277875842332
PWY-6123	18097.79802568725	17371.06581327031	19431.769393150105	17387.366723608015	17251.3203907339	15432.778350856468	19331.92633649613	15931.099758713326	11346.563961462005	20887.16963245812	20545.00320096155	16347.575317361758	25325.606371538637	22701.11558476468	22356.180389315763	21545.640180992377	18710.328013831295	21517.485614800702	21429.680103514278	10640.591450897702	11883.719102131308	14150.079198848834	19244.603006670503	13431.61694340948	13610.303053253201	11086.779107497046	14503.50362452539	12224.567916577183	20329.655661526984	14342.54630623032	16319.635173313993	17904.305102275855	11705.827978345806
PWY-6125	16967.295471982707	16261.932087156494	18042.27216169228	15896.437487460149	16411.886017447465	13962.495203352539	17713.34163043163	14486.596016432972	6931.273473074623	19243.93476830098	20236.930806393048	15553.05507596789	22907.89929226945	22445.195951969683	21320.950717990854	20082.555501133626	17342.41390197165	20419.451605217757	19835.10137037686	9870.161392804883	10978.665710503941	13003.900606074776	11032.32900511991	13452.01568847336	12944.395115669924	10345.826336542852	14506.29222533106	12004.137132689586	19415.195563931342	13654.626298036086	15154.003552821474	17076.361961041093	7789.1580639509475
PWY-6126	18553.77774973269	17779.46125789484	19708.715634890665	17343.938560612685	17843.009758858418	15242.291988063691	19412.563666726455	15812.316050856676	8318.043192360163	21181.335670351506	22075.66347114933	16893.996408369967	24392.152798147945	24315.576643915734	23014.341046697195	21842.818346940167	18851.121711450982	22064.53012533129	21753.538327540926	10811.634780566756	12066.160816659582	14316.411990630957	13505.576814051834	14530.1335909069	13851.813530974363	11137.51396051171	15866.330590411966	12984.486502939604	20952.795201824265	14793.747746542187	16449.83631485638	18252.68645828861	9210.565055758827
PWY-6143	64.64659021807306	51.18346078776779	61.020185971191566	0.0	62.96992182087446	48.45311169474774	48.37277884881942	39.5507311774342	414.2804690949553	65.08058322520404	75.37670268832068	0.0	0.0	67.79413864763445	68.11219809986956	118.16109962369099	68.88959521991144	40.70364358549705	49.57889702918418	102.328091115713	55.07038616095141	94.23758005530699	948.342161304119	115.25976262802264	69.77293189772104	74.90147597374153	70.90627458373984	107.47590320492893	151.20614006759084	103.26598047282471	114.41430292080727	150.72972589710915	574.3917204230428
PWY-6147	10413.941946981151	10098.20661481338	11864.124609281253	10860.328593606964	10350.941584462815	9853.453443485916	11621.253372380683	10165.786900683695	7583.896615976227	11764.570891966365	11125.667657251011	9289.012975557727	18892.983349839207	11768.499858151883	13903.915005538938	12692.828449676326	11897.840060351402	13347.615832492515	11692.717229602511	5241.314533845972	5803.887042357216	6641.9631421670165	10926.70140154734	7190.302751300636	8866.615881443695	6984.778482496383	6335.299994154751	6451.006524384438	11964.325029517784	8039.4488657070615	9754.26492977811	11785.379024649803	7435.50076746859
PWY-6151	8005.277721790048	7685.910515547496	8859.84848571192	7935.3791834070125	7612.281339756307	6606.584462508919	8747.964890921325	7459.235083235438	7000.597692337601	8913.76641037419	10139.718255076272	7971.858655922657	10679.834466701324	9205.90815793617	10060.856269886957	9873.192027816114	8687.108407404983	9334.037603897506	7889.437916839382	3416.3100007896237	3801.116570525236	4719.116188954911	12539.08511725732	6165.134727412605	5774.2539622428685	5018.343743219037	5652.102910282231	5549.540793103173	9418.696205590044	6120.063104827964	6739.489822872504	8643.54879709701	7458.908919428191
PWY-6163	17397.09485181216	16794.94460175721	18660.058310628297	16733.254782707474	16758.05770379202	15005.766241556557	18647.86256352219	15310.014995881838	11972.729624595288	20670.575524350443	19509.988799745868	16067.050780828335	23641.53107554938	22119.4692585532	21379.502903295437	20958.561568780653	17896.88596525328	20611.782670956996	21298.131875728668	10867.6841407585	12147.20483705411	14535.60150754299	21020.711887032947	12911.02129064211	13078.682219120969	10579.994272222204	14034.13683855233	11924.74157995564	19897.27435729176	13905.517828088708	15717.176047820869	16779.227614375493	12478.31582499255
PWY-621	13607.281761904853	11937.800900081187	12995.42126075044	13281.884452267053	12403.12588058471	13372.869367923513	14577.382202323826	13006.311014231227	15447.521602291812	15441.575752757311	14422.227407775094	12822.752445678077	24498.869788911692	17858.40923924726	15855.614373266446	17355.04164072194	13574.491598393342	16109.277400832909	17201.739864147043	12204.484454907184	12448.857846036077	15636.897056920865	30159.38548640209	10053.149122445957	11182.153527152956	8636.909881100759	12206.618768127415	10677.525972908088	16039.64824009108	10755.344875626777	13613.077208168432	15169.272364045662	16686.488055549144
PWY-622	10216.880463605976	9648.958817363438	10637.81050494575	10121.619619020792	9581.337564986037	9162.959864091921	11130.644636088095	9165.394547802789	6577.193576146482	12192.390917394689	9673.80963634425	10045.766037004178	12819.488067472932	12943.629825838058	12331.529480606443	12800.722112241314	10451.997175474082	12219.524119278398	13253.192169108059	7501.696145100608	8172.557773978914	10099.648985515298	12779.626665811185	7113.8553041425985	8178.902798459227	6627.160739606675	6273.946790285982	7314.04749063042	12772.671336629977	8633.47827658592	10002.964954243183	9952.524218536206	7743.163981412683
PWY-6263	3213.94786198035	3571.435401904665	4212.530470824244	3618.75639517971	3400.037137882962	3529.0622432875493	4233.829244286944	3424.7834432072455	4880.684322374274	5370.625904683732	2540.7293782134648	2351.090316763957	3617.527086829062	2017.186896597384	3352.535220469285	3663.8167896308596	3708.2894018417587	3177.7054814815906	4547.8394129545095	1038.560410594207	1787.1330136987158	1790.4759899513197	7214.674277282363	857.4282385392913	1521.520370786209	1038.0223773283094	1970.6115557356927	975.3633146751971	2063.5923158140245	1582.5845481687334	2269.765285924401	988.0343091723443	4331.801151832973
PWY-6269	10697.268602616608	10012.371516308689	11455.204526411419	10768.679377976314	10321.331927104522	9517.905057164138	11356.079001783222	10007.718163670488	6770.911762381173	11300.06891813063	12231.646215478571	10254.908758997024	18544.76028966121	13284.463661443551	14363.122589063196	13715.715662838129	11778.975868923922	13763.560690086153	11885.391842400275	6528.370858494094	6877.3609913205855	8320.946392710099	12171.115950797343	8214.571509683314	9328.093677953764	7684.563943102756	6806.557639004048	7807.091761297142	13671.681593102083	9045.54608648178	10266.03809778386	12811.3758898319	7583.325412799492
PWY-6277	21312.480439889863	20512.017284439156	22873.793876948654	20492.404923420778	20334.813731181643	18437.329583755745	22843.575491452695	18663.014405587786	12016.232926330322	24954.81485485173	23517.896433744936	18975.864956327827	29175.571581415843	26701.883625883554	26188.24962555142	25351.21886566834	21906.874039827093	25361.516856784845	25983.840975824234	13041.539115972117	14581.842027374742	17263.561977936424	20593.913915535417	15510.987892570725	16016.206737776014	12927.77915989947	16978.556953308263	14231.296846854726	23697.79683833124	16947.28737877473	19453.583761542915	20443.119439790196	12448.277875842332
PWY-6282	20336.830675680856	19725.020950516122	23200.65428615028	20747.7169091979	19336.32188994391	17573.55981866874	22463.59960528948	19579.875383382285	17185.851094358335	21790.604724678782	24334.49685665274	18241.222473517744	33994.489004046125	21803.699616479564	26548.220902088793	24236.15949141892	22945.164235638942	24698.124577522154	19375.43584796013	5731.00524436515	7028.937300663706	7716.855532042352	24930.636505063227	14589.654114778617	15433.42984393973	13129.128232106059	13759.81329725884	12343.259596394068	21834.958960802465	15077.175579767823	17431.183712252736	22976.927437754406	15859.54126364386
PWY-6317	8283.766645476733	7683.019310321368	8333.338462648017	8561.737831762528	7879.981905721703	8005.560621920177	9146.685746831956	8074.466963191253	12665.7324840454	9833.010908442295	7657.165741238713	11542.09423755418	13527.66962499437	11596.131753586975	10110.888214432047	11335.208558856075	8583.422150319186	9973.038569636828	10665.168710834008	7368.148891802316	7614.3137006326715	9774.908887617717	22528.104323294327	7423.4683737212345	7458.916849054473	5970.123669056407	4621.756686676401	7682.205504040797	13934.417094171986	7360.77484258015	8599.675483892095	9953.18234388209	13906.446260304892
PWY-6344	918.096355167824	799.8745712741309	761.4644768294306	724.1390036389661	834.4777488807235	744.1784398242417	627.9505787706395	742.2763453422392	1826.0825059451402	922.2287194698429	1059.996280305375	1102.3344546803014	1687.9941122069463	830.2799550072982	885.2470146207693	1271.7352011391495	592.023393208875	842.202043843642	1005.8604654557	618.6965287861784	674.476079753289	716.3910667308096	3153.686948239686	717.6148862181643	747.5319731064909	598.0997950730443	396.51979069918536	928.8238736120637	1022.9203175489332	715.0489223785106	512.8808201114747	843.200631768047	2071.8464113698988
PWY-6353	6765.420459878104	6219.740254780115	5950.882916445619	5741.316294206545	6891.953776650732	5941.540099437623	7129.3832080941775	6969.68347985383	14032.165167283965	8613.555579523836	9669.405650922068	8396.628865968618	11303.934311158551	8730.775934678933	7503.8213995232845	9151.417403423598	6579.635402879596	7174.856744202336	7264.727250320367	4883.546262166714	5017.658179570495	5727.795489871088	25413.47668714664	6342.345794642391	6071.640447709303	3443.413651814731	4834.572914419602	6640.761355101816	8324.001886390493	4636.3051166991145	4233.284763772708	10082.47593712599	14564.887643066086
PWY-6383	31.444389614838844	42.09930454353371	57.91268000644611	54.95439622702037	33.68818942470843	41.9715194391809	60.94706017594903	33.99252405087326	295.14644659311057	41.91978731931311	92.1819006398485	87.3487824464743	45.412335185477474	43.67855031276891	35.019494416837816	41.864790536181864	44.92420922215611	36.83622911830931	51.18067852713826	28.707259590993957	33.05397902646112	40.59283857942418	723.8669499102772	55.78620003295946	37.61931749398131	24.519277821155583	72.48171673620017	81.46462418801033	51.561288248555115	19.81723983406298	50.00759120085473	157.5653222216128	425.3659674958336
PWY-6385	14479.815553274859	14086.609257995204	16073.137141855323	14732.033083676622	14332.263133623414	13434.431876456882	15975.771805672384	13771.40759391348	12596.954024822107	17074.52985912568	15922.33449589046	13563.34241731854	23607.169647817336	17073.253633591554	18873.25302987508	18324.034522902482	16036.304078409592	18097.05872015346	17252.025304438197	8530.412530094889	9436.665969781297	11037.235155335182	21688.470196686496	10268.468381667419	11888.409467373367	9582.058588820388	9532.816981081416	9663.100914735021	17357.6632431588	11604.9167793996	13370.382237606143	15621.47781215926	12939.302160518911
PWY-6386	12025.144396899072	11671.147531858544	13536.481313034192	12588.933593731981	12003.89766324095	11564.735110011028	13426.324099594383	11867.033391735462	11899.56322291013	14054.95692446043	13002.774447387572	11261.143280641028	21587.790378110414	13670.955645774007	16077.80026414975	15583.387045647001	13769.060314378828	15389.758698000229	14111.770370960634	6953.035438665006	7636.846903757475	8905.351465851974	20184.453463845664	8302.702548459369	10237.595114403353	8312.46052244979	7229.834267342437	7919.278865227513	14777.612115432536	9662.235773293061	11291.729752251358	13646.694764200656	12154.774878336553
PWY-6387	13562.754765542506	13188.838398335909	15093.908587751002	13889.946017357166	13430.163131310532	12700.898281205493	15013.489384858356	13022.422993418972	12151.398092727744	15948.538561753225	14827.996477109165	12701.608253253156	22638.80321446614	15806.949049538514	17776.399767460487	17273.00633180907	15138.480373037099	17041.497988553678	16102.580108089995	7971.917938572918	8796.228845429941	10268.781744782491	20936.818055726275	9537.590666029124	11240.080734751285	9073.33930333745	8686.776723091449	9021.903531047485	16321.995450997589	10877.345920424641	12576.075158351903	14835.782490605885	12458.315289762993
PWY-6396	687.3557784917932	723.491257913766	634.4010240104232	732.3041153220182	1433.2711505907575	625.716713578741	582.0026711125889	865.9991033802563	4286.88588211148	1204.5193499868064	767.4045594778436	2379.7060426602225	749.4890461184486	2447.947737204701	818.7058264208459	638.1457443529567	453.5051037367294	782.0181828841261	655.4878925049162	1098.4116126490896	916.1387473286208	1620.9626889318718	8238.97126602639	1511.291570487944	1533.3220235161382	466.7675057810213	394.0442597357667	1504.2828709686505	2383.1530473776256	691.9939609942062	575.4834968777877	1354.468396003695	4761.9073528333265
PWY-6467	13691.590000000002	13435.61	15074.760000000004	12917.35	13472.349999999999	11334.21	14625.690000000002	11683.87	6727.6	16407.84	16319.44	12023.970000000001	17263.819999999996	17725.590000000004	16891.05	15593.4	14111.25	16178.700000000004	16396.540000000005	7080.820000000001	8296.84	9594.580000000002	9646.74	10381.84	9859.919999999998	7790.939999999999	12246.29	8773.970000000001	14800.27	10488.18	11820.319999999998	12439.29	6610.51
PWY-6470	2959.202056599093	2876.7512854665406	2670.475402524013	2755.960588301494	2936.816093551046	2774.9908077362893	2491.278220447077	2839.4691784867127	5436.265987352194	3209.7149314335916	3173.766816450786	3914.194087970785	4228.933697097961	3232.021127847699	3833.4389944427185	4926.215879226671	2544.6581760403396	3095.409287853511	2850.615252605623	2777.2496236761726	2894.980185291005	3347.805985282521	11050.704318498794	2773.532065384829	2711.3401203216877	2123.0325074270395	1326.7010118742203	3335.921349536341	4082.219316549601	3107.9888954887406	2120.451317611216	3799.916963700047	6318.208353765565
PWY-6471	3084.1272804376563	3011.0354502410696	2773.25079201501	2855.0140764869043	3086.4724222797513	2878.684995239606	2570.159468317203	2958.5894507272287	6212.93305679457	3345.627100800351	3431.5472547506524	4160.841672998024	4360.443902758552	3363.190430038082	4009.029173904108	5185.297585078056	2633.413129226203	3203.3222769273766	2930.2456583814555	2878.4299790619043	3003.3516226417382	3457.981314569439	12490.523660742536	2992.4413141964287	2830.41279894272	2201.8680795212813	1392.978211740229	3576.481525716773	4262.531190241342	3254.855209984573	2171.5916156139424	4007.8712828474227	7312.951284225221
PWY-6478	9392.565299599839	8972.369053697033	10150.821770732473	9403.218732200285	9415.934293147338	8950.360685990785	10235.18167733274	8798.5934486484	6232.198074458272	10808.506433999159	10326.440619658037	8459.708748411109	14410.462581304588	11703.935364738947	12672.828466493764	12203.882799275532	10454.528101536916	12459.735389641206	11929.363785080943	6211.921382841384	6686.221769860532	7613.469620567082	11042.822253042932	6703.270869708101	8244.543489679889	6246.478152073239	6019.322023927069	6436.611319925283	11835.521741792796	7848.9670535354835	9192.90240971475	10115.869260664938	6483.209060863841
PWY-6507	10175.084269208806	9093.071824570823	10505.97599910746	10129.257654349665	9082.974210232054	8548.833912306125	10479.253297661315	9922.451045174957	7783.939081789509	8600.563108589711	12068.280314014097	9857.563259667186	20771.38480584747	11487.331069426831	13911.712615102708	13001.016392351665	11235.758888761635	12910.21545301876	8274.40333755699	4879.971193058358	4677.969980733886	5728.259198226942	13144.733908003336	8205.407567574963	8911.392067360486	7502.178535396088	5714.1512783707785	7990.521525690874	11919.59463499243	8288.63487264402	9262.760015797157	14656.121534319214	8225.922081370249
PWY-6519	19989.619306423036	19274.769966001357	22539.563832325155	20120.139754345157	18985.48080502216	16996.708799712862	21790.39941958678	18865.725379961103	11111.40474404261	21146.43276982443	24135.603224665887	17942.010057710464	33012.602734073116	22171.937224258112	26150.68525478476	23721.609106488555	22297.35059331345	24414.854516232677	19329.286458533035	6110.657043247444	7382.0869866283465	8177.138301028656	15416.241669898744	14681.740298848403	15328.015186782364	12979.871531840761	13980.267207422661	12432.251533403902	21765.1738176923	15056.347705829046	17317.882112775427	22672.506981604933	11215.138307413681
PWY-6545	2728.7142600766597	2007.97105123073	2231.057354975321	1972.4835278290489	2366.9086504255465	2160.948978015571	2444.7706626503195	2345.6303645980456	3289.1440335233883	3027.4472026916355	4264.9789640312765	1422.930613221326	4398.3454936567505	2434.1691025704827	2826.263459235397	3492.743388066517	2425.1026321144286	2623.959816034856	2674.437539273655	1928.8551376458192	1997.8886329342017	2254.1783281839475	6376.468604894568	1944.8971147325733	1068.620764734282	1084.6467159619547	1967.902726612568	2256.898514359415	2446.5476708915817	1430.0795339296992	1478.7777004724983	3031.233437929957	3886.8377475242746
PWY-6572	0.0	0.0	0.0	0.0	0.0	5.519767929442947	5.714081106035268	7.233930319431424	576.1375649225657	3.2342164722706754	6.662655919695685	3.234190616738861	0.0	7.233948317015456	0.0	5.5198498359502715	0.0	6.091220949558229	0.0	0.0	6.285308603671242	0.0	1143.5646118281204	4.948361448368824	0.0	0.0	14.477992681107361	7.428128151708332	5.714067862622915	10.661750531784666	7.999486662530023	27.425017858655323	601.6084770880883
PWY-6588	2023.2376937430206	1935.935670955096	1702.2460620881575	1803.941871702889	2578.9679521391135	1648.8948672660392	1645.1820122307863	1975.1062741024305	8107.916496247721	2824.4885854429076	2258.6493418815603	3496.9945750564475	2982.0231524425826	3707.6095269057328	1912.0001150413627	2164.193529962529	1320.892525236258	1850.3817223757244	2100.904205599485	1977.1715407827685	1955.636389789128	2658.5497710898426	16182.04930844387	2507.184139426669	2926.4022401654383	1320.1343484006381	1097.7879885352233	2616.5903767709606	3766.802569842812	1771.843010520108	1257.0476773674663	3156.2725038844983	9828.210419006677
PWY-6590	1161.073954800869	1250.2853153896672	1076.9283407879548	1238.512801203001	2543.685861703156	1023.9688312129252	955.3650387982169	1503.7646490199973	7006.619179217189	2188.062190412892	1539.129713135829	3943.198510549232	1191.4274182246475	4058.57024496347	1396.4280113465184	1058.261969341578	741.8485777057967	1301.638426754216	1052.0182378952716	1754.4983924588498	1479.6413191814079	2605.0638434087186	12840.15855843847	2611.1227285427276	2603.4348020129305	785.3986419283464	737.2714774187958	2525.1006658360066	4060.978227277892	1183.6590675531309	922.9601108142037	2467.8329320747466	7398.15139537299
PWY-6608	8188.967271247188	7792.642815231525	8993.572033748635	8321.688510520262	8331.008556487077	7521.442897075811	8830.241465002893	8422.21963507682	16351.030339588622	8359.650458090713	10893.339193901817	8385.928079598789	17367.45987245097	9689.337883433398	11777.046869866997	10874.275024868159	9794.666386982432	11022.880876728404	8061.477864607242	4351.746165463987	4305.894391317115	5219.30567179335	31710.206794010588	6695.197158244861	7534.583375817307	5966.8923457557885	5037.996266500959	6170.562107293565	10628.756944450954	6436.015254272436	7104.597799688431	11640.526555479235	17378.28934816453
PWY-6609	12150.187815407166	11924.744494749373	13484.481653815048	12315.247126855298	12579.909300747177	11533.504780571144	13580.954730428497	12361.287856646124	14304.192953975537	15267.275137190576	14949.636144996766	12657.246585783641	20354.6588543155	13744.096781984754	15735.725157256904	16199.149550213699	13701.707825538484	14643.096454962397	13698.515136988415	6980.571591799771	7719.652168542213	8936.076750424652	24977.86421651837	9215.708387742825	9550.844987319224	7438.187926219853	7876.719657622602	8982.111092597495	14768.825302707866	9012.248339139627	9770.082907430038	13894.099683467504	14646.598090157526
PWY-6612	15373.28685067895	14842.298460330296	16731.603393109	14982.24699518968	15034.29449041472	13464.354764842585	16590.466130908888	13779.716129225439	9936.970744262842	17980.100032728988	17094.27695801209	14035.018252821943	22200.574775050398	19241.06934428213	19216.05436528832	18179.003994952287	16130.685472730569	18562.270458094743	18281.70008120368	8895.090584835754	9896.864675293604	11700.798227469002	16038.074431427287	11370.477737110705	12005.29596546576	9412.619336009302	11645.397563160535	10247.085400241427	17457.146384994983	12035.940485291369	13971.764030283326	15386.471056423514	10322.693997492619
PWY-6628	2523.099273122748	2718.4136911886726	2357.482140032633	2665.2490697079215	5469.535438213221	2196.0432649508725	2082.15356369781	3174.6049253238007	9766.826259036025	4749.674275336125	3441.349487017961	8060.52683189184	2540.84429364712	8942.441493599592	3039.108049041202	2302.7474731123093	1622.8824424642526	2826.0623231304553	2305.489407837748	3666.384041806102	3153.9580093863883	5483.979447028052	17595.860103083884	5741.389223623638	5247.665840034961	1678.279670672227	1694.7331148653636	5264.831971322841	8493.428501264549	2556.501440985244	2000.5476992718473	5031.14101809727	10676.954119715041
PWY-6629	1605.1204584491304	1741.7652503097663	1489.0633247158394	1706.5503609664709	3763.352368534916	1397.1738881657343	1306.343360524979	2074.062808902699	7342.966035439209	3122.758032680577	2222.8562951145436	6016.409869617235	1594.8599373802526	6373.990851330144	1935.190655538254	1444.9320741292158	1010.5986595887388	1794.5722498688526	1442.9406341466567	2517.7664805382183	2095.497052836138	3825.834046489575	13233.391286017797	4185.514859565868	3747.692336857668	1076.4863317812176	1067.3173239380776	3821.839659534185	6136.506628784763	1655.1802758384206	1263.7638968958838	3440.077998581912	8256.079960293855
