S_S5_He_108_v1v9_1	NADH-DEHYDROG-A-RXN
S_S5_He_108_v1v9_807	RXN1G-481
S_S5_He_108_v1v9_807	RXN1G-252
S_S5_He_108_v1v9_807	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_v1v9_807	RXN-9524
S_S5_He_108_v1v9_807	RXN-9528
S_S5_He_108_v1v9_807	RXN1G-637
S_S5_He_108_v1v9_807	RXN1G-951
S_S5_He_108_v1v9_807	RXN-9540
S_S5_He_108_v1v9_807	RXN1G-408
S_S5_He_108_v1v9_807	RXN1G-409
S_S5_He_108_v1v9_807	RXN1G-617
S_S5_He_108_v1v9_807	RXN1G-613
S_S5_He_108_v1v9_807	RXN1G-384
S_S5_He_108_v1v9_807	RXN1G-469
S_S5_He_108_v1v9_807	RXN-16630
S_S5_He_108_v1v9_807	RXN1G-72
S_S5_He_108_v1v9_807	RXN1G-349
S_S5_He_108_v1v9_807	RXN1G-163
S_S5_He_108_v1v9_807	RXN-16616
S_S5_He_108_v1v9_807	RXN1G-853
S_S5_He_108_v1v9_807	RXN-11476
S_S5_He_108_v1v9_807	RXN1G-184
S_S5_He_108_v1v9_807	RXN1G-182
S_S5_He_108_v1v9_807	RXN1G-364
S_S5_He_108_v1v9_807	RXN1G-287
S_S5_He_108_v1v9_807	RXN1G-1053
S_S5_He_108_v1v9_807	RXN1G-1050
S_S5_He_108_v1v9_807	RXN-9633
S_S5_He_108_v1v9_807	RXN1G-262
S_S5_He_108_v1v9_807	RXN1G-260
S_S5_He_108_v1v9_808	RXN-10060
S_S5_He_108_v1v9_808	RXN-9518
S_S5_He_108_v1v9_808	RXN-9514
S_S5_He_108_v1v9_808	RXN-10655
S_S5_He_108_v1v9_808	RXN-10659
S_S5_He_108_v1v9_808	RXN-9536
S_S5_He_108_v1v9_808	RXN1G-240
S_S5_He_108_v1v9_808	RXN1G-203
S_S5_He_108_v1v9_808	RXN-13008
S_S5_He_108_v1v9_808	RXN-9556
S_S5_He_108_v1v9_808	RXN-9552
S_S5_He_108_v1v9_808	RXN1G-1247
S_S5_He_108_v1v9_808	RXN1G-881
S_S5_He_108_v1v9_808	RXN-16622
S_S5_He_108_v1v9_808	RXN-16626
S_S5_He_108_v1v9_808	RXN1G-358
S_S5_He_108_v1v9_808	RXN1G-157
S_S5_He_108_v1v9_808	RXN1G-508
S_S5_He_108_v1v9_808	RXN-9532
S_S5_He_108_v1v9_808	RXN0-2142
S_S5_He_108_v1v9_808	RXN1G-717
S_S5_He_108_v1v9_808	RXN-11480
S_S5_He_108_v1v9_808	RXN1G-481
S_S5_He_108_v1v9_808	RXN1G-252
S_S5_He_108_v1v9_808	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_v1v9_808	RXN-9524
S_S5_He_108_v1v9_808	RXN-9528
S_S5_He_108_v1v9_808	RXN1G-637
S_S5_He_108_v1v9_808	RXN1G-951
S_S5_He_108_v1v9_808	RXN-9540
S_S5_He_108_v1v9_808	RXN1G-408
S_S5_He_108_v1v9_808	RXN1G-409
S_S5_He_108_v1v9_808	RXN1G-617
S_S5_He_108_v1v9_808	RXN1G-613
S_S5_He_108_v1v9_808	RXN1G-384
S_S5_He_108_v1v9_808	RXN1G-469
S_S5_He_108_v1v9_808	RXN-16630
S_S5_He_108_v1v9_808	RXN1G-72
S_S5_He_108_v1v9_808	RXN1G-349
S_S5_He_108_v1v9_808	RXN1G-163
S_S5_He_108_v1v9_808	RXN-16616
S_S5_He_108_v1v9_808	RXN1G-853
S_S5_He_108_v1v9_808	RXN-11476
S_S5_He_108_v1v9_808	RXN1G-184
S_S5_He_108_v1v9_808	RXN1G-182
S_S5_He_108_v1v9_808	RXN1G-364
S_S5_He_108_v1v9_808	RXN1G-287
S_S5_He_108_v1v9_808	RXN1G-1053
S_S5_He_108_v1v9_808	RXN1G-1050
S_S5_He_108_v1v9_808	RXN-9633
S_S5_He_108_v1v9_808	RXN1G-262
S_S5_He_108_v1v9_808	RXN1G-260
S_S5_He_108_v1v9_809	RXN-10060
S_S5_He_108_v1v9_809	RXN-9518
S_S5_He_108_v1v9_809	RXN-9514
S_S5_He_108_v1v9_809	RXN-10655
S_S5_He_108_v1v9_809	RXN-10659
S_S5_He_108_v1v9_809	RXN-9536
S_S5_He_108_v1v9_809	RXN1G-240
S_S5_He_108_v1v9_809	RXN1G-203
S_S5_He_108_v1v9_809	RXN-13008
S_S5_He_108_v1v9_809	RXN-9556
S_S5_He_108_v1v9_809	RXN-9552
S_S5_He_108_v1v9_809	RXN1G-1247
S_S5_He_108_v1v9_809	RXN1G-881
S_S5_He_108_v1v9_809	RXN-16622
S_S5_He_108_v1v9_809	RXN-16626
S_S5_He_108_v1v9_809	RXN1G-358
S_S5_He_108_v1v9_809	RXN1G-157
S_S5_He_108_v1v9_809	RXN1G-508
S_S5_He_108_v1v9_809	RXN-9532
S_S5_He_108_v1v9_809	RXN0-2142
S_S5_He_108_v1v9_809	RXN1G-717
S_S5_He_108_v1v9_809	RXN-11480
S_S5_He_108_v1v9_809	RXN1G-481
S_S5_He_108_v1v9_809	RXN1G-252
S_S5_He_108_v1v9_809	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_v1v9_809	RXN-9524
S_S5_He_108_v1v9_809	RXN-9528
S_S5_He_108_v1v9_809	RXN1G-637
S_S5_He_108_v1v9_809	RXN1G-951
S_S5_He_108_v1v9_809	RXN-9540
S_S5_He_108_v1v9_809	RXN1G-408
S_S5_He_108_v1v9_809	RXN1G-409
S_S5_He_108_v1v9_809	RXN1G-617
S_S5_He_108_v1v9_809	RXN1G-613
S_S5_He_108_v1v9_809	RXN1G-384
S_S5_He_108_v1v9_809	RXN1G-469
S_S5_He_108_v1v9_809	RXN-16630
S_S5_He_108_v1v9_809	RXN1G-72
S_S5_He_108_v1v9_809	RXN1G-349
S_S5_He_108_v1v9_809	RXN1G-163
S_S5_He_108_v1v9_809	RXN-16616
S_S5_He_108_v1v9_809	RXN1G-853
S_S5_He_108_v1v9_809	RXN-11476
S_S5_He_108_v1v9_809	RXN1G-184
S_S5_He_108_v1v9_809	RXN1G-182
S_S5_He_108_v1v9_809	RXN1G-364
S_S5_He_108_v1v9_809	RXN1G-287
S_S5_He_108_v1v9_809	RXN1G-1053
S_S5_He_108_v1v9_809	RXN1G-1050
S_S5_He_108_v1v9_809	RXN-9633
S_S5_He_108_v1v9_809	RXN1G-262
S_S5_He_108_v1v9_809	RXN1G-260
S_S5_He_108_v1v9_810	RXN-10060
S_S5_He_108_v1v9_810	RXN-9518
S_S5_He_108_v1v9_810	RXN-9514
S_S5_He_108_v1v9_810	RXN-10655
S_S5_He_108_v1v9_810	RXN-10659
S_S5_He_108_v1v9_810	RXN-9536
S_S5_He_108_v1v9_810	RXN1G-240
S_S5_He_108_v1v9_810	RXN1G-203
S_S5_He_108_v1v9_810	RXN-13008
S_S5_He_108_v1v9_810	RXN-9556
S_S5_He_108_v1v9_810	RXN-9552
S_S5_He_108_v1v9_810	RXN1G-1247
S_S5_He_108_v1v9_810	RXN1G-881
S_S5_He_108_v1v9_810	RXN-16622
S_S5_He_108_v1v9_810	RXN-16626
S_S5_He_108_v1v9_810	RXN1G-358
S_S5_He_108_v1v9_810	RXN1G-157
S_S5_He_108_v1v9_810	RXN1G-508
S_S5_He_108_v1v9_810	RXN-9532
S_S5_He_108_v1v9_810	RXN0-2142
S_S5_He_108_v1v9_810	RXN1G-717
S_S5_He_108_v1v9_810	RXN-11480
S_S5_He_108_v1v9_810	RXN1G-481
S_S5_He_108_v1v9_810	RXN1G-252
S_S5_He_108_v1v9_810	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_v1v9_810	RXN-9524
S_S5_He_108_v1v9_810	RXN-9528
S_S5_He_108_v1v9_810	RXN1G-637
S_S5_He_108_v1v9_810	RXN1G-951
S_S5_He_108_v1v9_810	RXN-9540
S_S5_He_108_v1v9_810	RXN1G-408
S_S5_He_108_v1v9_810	RXN1G-409
S_S5_He_108_v1v9_810	RXN1G-617
S_S5_He_108_v1v9_810	RXN1G-613
S_S5_He_108_v1v9_810	RXN1G-384
S_S5_He_108_v1v9_810	RXN1G-469
S_S5_He_108_v1v9_810	RXN-16630
S_S5_He_108_v1v9_810	RXN1G-72
S_S5_He_108_v1v9_810	RXN1G-349
S_S5_He_108_v1v9_810	RXN1G-163
S_S5_He_108_v1v9_810	RXN-16616
S_S5_He_108_v1v9_810	RXN1G-853
S_S5_He_108_v1v9_810	RXN-11476
S_S5_He_108_v1v9_810	RXN1G-184
S_S5_He_108_v1v9_810	RXN1G-182
S_S5_He_108_v1v9_810	RXN1G-364
S_S5_He_108_v1v9_810	RXN1G-287
S_S5_He_108_v1v9_810	RXN1G-1053
S_S5_He_108_v1v9_810	RXN1G-1050
S_S5_He_108_v1v9_810	RXN-9633
S_S5_He_108_v1v9_810	RXN1G-262
S_S5_He_108_v1v9_810	RXN1G-260
S_S5_He_108_v1v9_811	RXN-10060
S_S5_He_108_v1v9_811	RXN-9518
S_S5_He_108_v1v9_811	RXN-9514
S_S5_He_108_v1v9_811	RXN-10655
S_S5_He_108_v1v9_811	RXN-10659
S_S5_He_108_v1v9_811	RXN-9536
S_S5_He_108_v1v9_811	RXN1G-240
S_S5_He_108_v1v9_811	RXN1G-203
S_S5_He_108_v1v9_811	RXN-13008
S_S5_He_108_v1v9_811	RXN-9556
S_S5_He_108_v1v9_811	RXN-9552
S_S5_He_108_v1v9_811	RXN1G-1247
S_S5_He_108_v1v9_811	RXN1G-881
S_S5_He_108_v1v9_811	RXN-16622
S_S5_He_108_v1v9_811	RXN-16626
S_S5_He_108_v1v9_811	RXN1G-358
S_S5_He_108_v1v9_811	RXN1G-157
S_S5_He_108_v1v9_811	RXN1G-508
S_S5_He_108_v1v9_811	RXN-9532
S_S5_He_108_v1v9_811	RXN0-2142
S_S5_He_108_v1v9_811	RXN1G-717
S_S5_He_108_v1v9_811	RXN-11480
S_S5_He_108_v1v9_811	RXN1G-481
S_S5_He_108_v1v9_811	RXN1G-252
S_S5_He_108_v1v9_811	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_v1v9_811	RXN-9524
S_S5_He_108_v1v9_811	RXN-9528
S_S5_He_108_v1v9_811	RXN1G-637
S_S5_He_108_v1v9_811	RXN1G-951
S_S5_He_108_v1v9_811	RXN-9540
S_S5_He_108_v1v9_811	RXN1G-408
S_S5_He_108_v1v9_811	RXN1G-409
S_S5_He_108_v1v9_811	RXN1G-617
S_S5_He_108_v1v9_811	RXN1G-613
S_S5_He_108_v1v9_811	RXN1G-384
S_S5_He_108_v1v9_811	RXN1G-469
S_S5_He_108_v1v9_811	RXN-16630
S_S5_He_108_v1v9_811	RXN1G-72
S_S5_He_108_v1v9_811	RXN1G-349
S_S5_He_108_v1v9_811	RXN1G-163
S_S5_He_108_v1v9_811	RXN-16616
S_S5_He_108_v1v9_811	RXN1G-853
S_S5_He_108_v1v9_811	RXN-11476
S_S5_He_108_v1v9_811	RXN1G-184
S_S5_He_108_v1v9_811	RXN1G-182
S_S5_He_108_v1v9_811	RXN1G-364
S_S5_He_108_v1v9_811	RXN1G-287
S_S5_He_108_v1v9_811	RXN1G-1053
S_S5_He_108_v1v9_811	RXN1G-1050
S_S5_He_108_v1v9_811	RXN-9633
S_S5_He_108_v1v9_811	RXN1G-262
S_S5_He_108_v1v9_811	RXN1G-260
S_S5_He_108_v1v9_812	RIBULP3EPIM-RXN
S_S5_He_108_v1v9_813	RIBULP3EPIM-RXN
S_S5_He_108_v1v9_814	METHENYLTHFCYCLOHYDRO-RXN
S_S5_He_108_v1v9_815	CTPSYN-RXN
S_S5_He_108_v1v9_816	RXN66-532
S_S5_He_108_v1v9_816	PHOSPHOGLUCMUT-RXN
S_S5_He_108_v1v9_817	RXN66-532
S_S5_He_108_v1v9_817	PHOSPHOGLUCMUT-RXN
S_S5_He_108_v1v9_818	TYROSINE--TRNA-LIGASE-RXN
S_S5_He_108_v1v9_819	3.4.21.116-RXN
S_S5_He_108_v1v9_820	RXN0-743
S_S5_He_108_v1v9_821	URACIL-PRIBOSYLTRANS-RXN
S_S5_He_108_v1v9_822	ASPCARBTRANS-RXN
S_S5_He_108_v1v9_823	RXN-9659
S_S5_He_108_v1v9_823	RXN-9658
S_S5_He_108_v1v9_823	RXN-9657
S_S5_He_108_v1v9_823	RXN1G-248
S_S5_He_108_v1v9_823	RXN-10062
S_S5_He_108_v1v9_823	RXN-10657
S_S5_He_108_v1v9_823	RXN1G-962
S_S5_He_108_v1v9_823	RXN1G-37
S_S5_He_108_v1v9_823	RXN-9558
S_S5_He_108_v1v9_823	RXN1G-607
S_S5_He_108_v1v9_823	RXN1G-471
S_S5_He_108_v1v9_823	RXN1G-1117
S_S5_He_108_v1v9_823	RXN1G-396
S_S5_He_108_v1v9_823	RXN1G-1325
S_S5_He_108_v1v9_823	RXN1G-1130
S_S5_He_108_v1v9_823	RXN-16628
S_S5_He_108_v1v9_823	RXN-16624
S_S5_He_108_v1v9_823	ENOYL-ACP-REDUCT-NADH-RXN
S_S5_He_108_v1v9_823	RXN1G-820
S_S5_He_108_v1v9_823	RXN1G-686
S_S5_He_108_v1v9_823	RXN1G-171
S_S5_He_108_v1v9_823	RXN1G-526
S_S5_He_108_v1v9_823	RXN1G-395
S_S5_He_108_v1v9_823	RXN1G-509
S_S5_He_108_v1v9_823	RXN1G-337
S_S5_He_108_v1v9_823	RXN1G-339
S_S5_He_108_v1v9_823	RXN1G-193
S_S5_He_108_v1v9_823	RXN1G-196
S_S5_He_108_v1v9_823	RXN1G-299
S_S5_He_108_v1v9_823	RXN-11482
S_S5_He_108_v1v9_823	RXN1G-276
S_S5_He_108_v1v9_823	RXN1G-488
S_S5_He_108_v1v9_823	RXN-9662
S_S5_He_108_v1v9_823	RXN-9663
S_S5_He_108_v1v9_823	RXN-9660
S_S5_He_108_v1v9_823	RXN-9661
S_S5_He_108_v1v9_823	RXN1G-915
S_S5_He_108_v1v9_823	RXN-10661
S_S5_He_108_v1v9_823	RXN-16620
S_S5_He_108_v1v9_823	RXN1G-210
S_S5_He_108_v1v9_823	1.3.1.9-RXN
S_S5_He_108_v1v9_823	RXN0-2145
S_S5_He_108_v1v9_823	RXN1G-679
S_S5_He_108_v1v9_823	RXN1G-468
S_S5_He_108_v1v9_823	RXN-16632
S_S5_He_108_v1v9_823	RXN1G-285
S_S5_He_108_v1v9_823	RXN-11478
S_S5_He_108_v1v9_823	RXN1G-1057
S_S5_He_108_v1v9_823	RXN-9635
S_S5_He_108_v1v9_824	OHMETHYLBILANESYN-RXN
S_S5_He_108_v1v9_827	DIHYDROXYMETVALDEHYDRAT-RXN
S_S5_He_108_v1v9_827	DIHYDROXYISOVALDEHYDRAT-RXN
S_S5_He_108_v1v9_828	DIHYDROXYMETVALDEHYDRAT-RXN
S_S5_He_108_v1v9_828	DIHYDROXYISOVALDEHYDRAT-RXN
S_S5_He_108_v1v9_829	ATPPHOSPHORIBOSYLTRANS-RXN
S_S5_He_108_v1v9_830	3.4.11.9-RXN
S_S5_He_108_v1v9_831	3.4.11.9-RXN
S_S5_He_108_v1v9_832	3.4.11.9-RXN
S_S5_He_108_v1v9_833	3.4.11.9-RXN
S_S5_He_108_v1v9_834	3.4.11.9-RXN
S_S5_He_108_v1v9_835	RXN-13997
S_S5_He_108_v1v9_836	RXN-13997
S_S5_He_108_v1v9_837	RXN-13997
S_S5_He_108_v1v9_838	UROGENIIISYN-RXN
S_S5_He_108_v1v9_839	ABC-2-RXN
S_S5_He_108_v1v9_839	ABC-28-RXN
S_S5_He_108_v1v9_839	3.6.3.17-RXN
S_S5_He_108_v1v9_839	ABC-33-RXN
S_S5_He_108_v1v9_839	ABC-18-RXN
S_S5_He_108_v1v9_840	ABC-2-RXN
S_S5_He_108_v1v9_840	ABC-28-RXN
S_S5_He_108_v1v9_840	3.6.3.17-RXN
S_S5_He_108_v1v9_840	ABC-33-RXN
S_S5_He_108_v1v9_840	ABC-18-RXN
S_S5_He_108_v1v9_841	ABC-2-RXN
S_S5_He_108_v1v9_841	ABC-28-RXN
S_S5_He_108_v1v9_841	3.6.3.17-RXN
S_S5_He_108_v1v9_841	ABC-33-RXN
S_S5_He_108_v1v9_841	ABC-18-RXN
S_S5_He_108_v1v9_842	ABC-2-RXN
S_S5_He_108_v1v9_842	ABC-28-RXN
S_S5_He_108_v1v9_842	3.6.3.17-RXN
S_S5_He_108_v1v9_842	ABC-33-RXN
S_S5_He_108_v1v9_842	ABC-18-RXN
S_S5_He_108_v1v9_843	ABC-2-RXN
S_S5_He_108_v1v9_843	ABC-28-RXN
S_S5_He_108_v1v9_843	3.6.3.17-RXN
S_S5_He_108_v1v9_843	ABC-33-RXN
S_S5_He_108_v1v9_843	ABC-18-RXN
S_S5_He_108_v1v9_844	ABC-2-RXN
S_S5_He_108_v1v9_844	ABC-28-RXN
S_S5_He_108_v1v9_844	3.6.3.17-RXN
S_S5_He_108_v1v9_844	ABC-33-RXN
S_S5_He_108_v1v9_844	ABC-18-RXN
S_S5_He_108_v1v9_845	ABC-2-RXN
S_S5_He_108_v1v9_845	ABC-28-RXN
S_S5_He_108_v1v9_845	3.6.3.17-RXN
S_S5_He_108_v1v9_845	ABC-33-RXN
S_S5_He_108_v1v9_845	ABC-18-RXN
S_S5_He_108_v1v9_846	ABC-2-RXN
S_S5_He_108_v1v9_846	ABC-28-RXN
S_S5_He_108_v1v9_846	3.6.3.17-RXN
S_S5_He_108_v1v9_846	ABC-33-RXN
S_S5_He_108_v1v9_846	ABC-18-RXN
S_S5_He_108_v1v9_847	ABC-2-RXN
S_S5_He_108_v1v9_847	ABC-28-RXN
S_S5_He_108_v1v9_847	3.6.3.17-RXN
S_S5_He_108_v1v9_847	ABC-33-RXN
S_S5_He_108_v1v9_847	ABC-18-RXN
S_S5_He_108_v1v9_848	ABC-2-RXN
S_S5_He_108_v1v9_848	ABC-28-RXN
S_S5_He_108_v1v9_848	3.6.3.17-RXN
S_S5_He_108_v1v9_848	ABC-33-RXN
S_S5_He_108_v1v9_848	ABC-18-RXN
S_S5_He_108_v1v9_849	ABC-2-RXN
S_S5_He_108_v1v9_849	ABC-28-RXN
S_S5_He_108_v1v9_849	3.6.3.17-RXN
S_S5_He_108_v1v9_849	ABC-33-RXN
S_S5_He_108_v1v9_849	ABC-18-RXN
S_S5_He_108_v1v9_850	ABC-2-RXN
S_S5_He_108_v1v9_850	ABC-28-RXN
S_S5_He_108_v1v9_850	3.6.3.17-RXN
S_S5_He_108_v1v9_850	ABC-33-RXN
S_S5_He_108_v1v9_850	ABC-18-RXN
S_S5_He_108_v1v9_851	ABC-2-RXN
S_S5_He_108_v1v9_851	ABC-28-RXN
S_S5_He_108_v1v9_851	3.6.3.17-RXN
S_S5_He_108_v1v9_851	ABC-33-RXN
S_S5_He_108_v1v9_851	ABC-18-RXN
S_S5_He_108_v1v9_852	ABC-2-RXN
S_S5_He_108_v1v9_852	ABC-28-RXN
S_S5_He_108_v1v9_852	3.6.3.17-RXN
S_S5_He_108_v1v9_852	ABC-33-RXN
S_S5_He_108_v1v9_852	ABC-18-RXN
S_S5_He_108_v1v9_853	ABC-2-RXN
S_S5_He_108_v1v9_853	ABC-28-RXN
S_S5_He_108_v1v9_853	3.6.3.17-RXN
S_S5_He_108_v1v9_853	ABC-33-RXN
S_S5_He_108_v1v9_853	ABC-18-RXN
S_S5_He_108_v1v9_854	RXN-16512
S_S5_He_108_v1v9_854	RXN-12177
S_S5_He_108_v1v9_854	RXN-14021
S_S5_He_108_v1v9_854	RXN-16485
S_S5_He_108_v1v9_855	RXN-16512
S_S5_He_108_v1v9_855	RXN-12177
S_S5_He_108_v1v9_855	RXN-14021
S_S5_He_108_v1v9_855	RXN-16485
S_S5_He_108_v1v9_856	RXN-16512
S_S5_He_108_v1v9_856	RXN-12177
S_S5_He_108_v1v9_856	RXN-14021
S_S5_He_108_v1v9_856	RXN-16485
S_S5_He_108_v1v9_857	RXN-16512
S_S5_He_108_v1v9_857	RXN-12177
S_S5_He_108_v1v9_857	RXN-14021
S_S5_He_108_v1v9_857	RXN-16485
S_S5_He_108_v1v9_858	RXN-16512
S_S5_He_108_v1v9_858	RXN-12177
S_S5_He_108_v1v9_858	RXN-14021
S_S5_He_108_v1v9_858	RXN-16485
S_S5_He_108_v1v9_859	RXN-16512
S_S5_He_108_v1v9_859	RXN-12177
S_S5_He_108_v1v9_859	RXN-14021
S_S5_He_108_v1v9_859	RXN-16485
S_S5_He_108_v1v9_860	RXN-16512
S_S5_He_108_v1v9_860	RXN-12177
S_S5_He_108_v1v9_860	RXN-14021
S_S5_He_108_v1v9_860	RXN-16485
S_S5_He_108_v1v9_861	RXN-16512
S_S5_He_108_v1v9_861	RXN-12177
S_S5_He_108_v1v9_861	RXN-14021
S_S5_He_108_v1v9_861	RXN-16485
S_S5_He_108_v1v9_862	RXN-16512
S_S5_He_108_v1v9_862	RXN-12177
S_S5_He_108_v1v9_862	RXN-14021
S_S5_He_108_v1v9_862	RXN-16485
S_S5_He_108_v1v9_863	RXN-16512
S_S5_He_108_v1v9_863	RXN-12177
S_S5_He_108_v1v9_863	RXN-14021
S_S5_He_108_v1v9_863	RXN-16485
S_S5_He_108_v1v9_864	RXN-16512
S_S5_He_108_v1v9_864	RXN-12177
S_S5_He_108_v1v9_864	RXN-14021
S_S5_He_108_v1v9_864	RXN-16485
S_S5_He_108_v1v9_865	RXN-16512
S_S5_He_108_v1v9_865	RXN-12177
S_S5_He_108_v1v9_865	RXN-14021
S_S5_He_108_v1v9_865	RXN-16485
S_S5_He_108_v1v9_866	RXN-16512
S_S5_He_108_v1v9_866	RXN-12177
S_S5_He_108_v1v9_866	RXN-14021
S_S5_He_108_v1v9_866	RXN-16485
S_S5_He_108_v1v9_867	RXN-16512
S_S5_He_108_v1v9_867	RXN-12177
S_S5_He_108_v1v9_867	RXN-14021
S_S5_He_108_v1v9_867	RXN-16485
S_S5_He_108_v1v9_868	RXN-16512
S_S5_He_108_v1v9_868	RXN-12177
S_S5_He_108_v1v9_868	RXN-14021
S_S5_He_108_v1v9_868	RXN-16485
S_S5_He_108_v1v9_869	RXN-13600
S_S5_He_108_v1v9_869	RXN-13602
S_S5_He_108_v1v9_869	RXN-13603
S_S5_He_108_v1v9_869	RXN-9674
S_S5_He_108_v1v9_869	3.2.1.21-RXN
S_S5_He_108_v1v9_869	RXN-10773
S_S5_He_108_v1v9_869	RXN-10769
S_S5_He_108_v1v9_869	RXN-14179
S_S5_He_108_v1v9_869	RXN-5341
S_S5_He_108_v1v9_869	RXN-8036
S_S5_He_108_v1v9_870	RXN-13600
S_S5_He_108_v1v9_870	RXN-13602
S_S5_He_108_v1v9_870	RXN-13603
S_S5_He_108_v1v9_870	RXN-9674
S_S5_He_108_v1v9_870	3.2.1.21-RXN
S_S5_He_108_v1v9_870	RXN-10773
S_S5_He_108_v1v9_870	RXN-10769
S_S5_He_108_v1v9_870	RXN-14179
S_S5_He_108_v1v9_870	RXN-5341
S_S5_He_108_v1v9_870	RXN-8036
S_S5_He_108_v1v9_871	RXN-13600
S_S5_He_108_v1v9_871	RXN-13602
S_S5_He_108_v1v9_871	RXN-13603
S_S5_He_108_v1v9_871	RXN-9674
S_S5_He_108_v1v9_871	3.2.1.21-RXN
S_S5_He_108_v1v9_871	RXN-10773
S_S5_He_108_v1v9_871	RXN-10769
S_S5_He_108_v1v9_871	RXN-14179
S_S5_He_108_v1v9_871	RXN-5341
S_S5_He_108_v1v9_871	RXN-8036
S_S5_He_108_v1v9_872	RXN-13600
S_S5_He_108_v1v9_872	RXN-13602
S_S5_He_108_v1v9_872	RXN-13603
S_S5_He_108_v1v9_872	RXN-9674
S_S5_He_108_v1v9_872	3.2.1.21-RXN
S_S5_He_108_v1v9_872	RXN-10773
S_S5_He_108_v1v9_872	RXN-10769
S_S5_He_108_v1v9_872	RXN-14179
S_S5_He_108_v1v9_872	RXN-5341
S_S5_He_108_v1v9_872	RXN-8036
S_S5_He_108_v1v9_873	RXN-13600
S_S5_He_108_v1v9_873	RXN-13602
S_S5_He_108_v1v9_873	RXN-13603
S_S5_He_108_v1v9_873	RXN-9674
S_S5_He_108_v1v9_873	3.2.1.21-RXN
S_S5_He_108_v1v9_873	RXN-10773
S_S5_He_108_v1v9_873	RXN-10769
S_S5_He_108_v1v9_873	RXN-14179
S_S5_He_108_v1v9_873	RXN-5341
S_S5_He_108_v1v9_873	RXN-8036
S_S5_He_108_v1v9_874	RXN-13600
S_S5_He_108_v1v9_874	RXN-13602
S_S5_He_108_v1v9_874	RXN-13603
S_S5_He_108_v1v9_874	RXN-9674
S_S5_He_108_v1v9_874	3.2.1.21-RXN
S_S5_He_108_v1v9_874	RXN-10773
S_S5_He_108_v1v9_874	RXN-10769
S_S5_He_108_v1v9_874	RXN-14179
S_S5_He_108_v1v9_874	RXN-5341
S_S5_He_108_v1v9_874	RXN-8036
S_S5_He_108_v1v9_875	RXN-13600
S_S5_He_108_v1v9_875	RXN-13602
S_S5_He_108_v1v9_875	RXN-13603
S_S5_He_108_v1v9_875	RXN-9674
S_S5_He_108_v1v9_875	3.2.1.21-RXN
S_S5_He_108_v1v9_875	RXN-10773
S_S5_He_108_v1v9_875	RXN-10769
S_S5_He_108_v1v9_875	RXN-14179
S_S5_He_108_v1v9_875	RXN-5341
S_S5_He_108_v1v9_875	RXN-8036
S_S5_He_108_v1v9_876	RXN-13600
S_S5_He_108_v1v9_876	RXN-13602
S_S5_He_108_v1v9_876	RXN-13603
S_S5_He_108_v1v9_876	RXN-9674
S_S5_He_108_v1v9_876	3.2.1.21-RXN
S_S5_He_108_v1v9_876	RXN-10773
S_S5_He_108_v1v9_876	RXN-10769
S_S5_He_108_v1v9_876	RXN-14179
S_S5_He_108_v1v9_876	RXN-5341
S_S5_He_108_v1v9_876	RXN-8036
S_S5_He_108_v1v9_877	RXN-13600
S_S5_He_108_v1v9_877	RXN-13602
S_S5_He_108_v1v9_877	RXN-13603
S_S5_He_108_v1v9_877	RXN-9674
S_S5_He_108_v1v9_877	3.2.1.21-RXN
S_S5_He_108_v1v9_877	RXN-10773
S_S5_He_108_v1v9_877	RXN-10769
S_S5_He_108_v1v9_877	RXN-14179
S_S5_He_108_v1v9_877	RXN-5341
S_S5_He_108_v1v9_877	RXN-8036
S_S5_He_108_v1v9_878	RXN-13600
S_S5_He_108_v1v9_878	RXN-13602
S_S5_He_108_v1v9_878	RXN-13603
S_S5_He_108_v1v9_878	RXN-9674
S_S5_He_108_v1v9_878	3.2.1.21-RXN
S_S5_He_108_v1v9_878	RXN-10773
S_S5_He_108_v1v9_878	RXN-10769
S_S5_He_108_v1v9_878	RXN-14179
S_S5_He_108_v1v9_878	RXN-5341
S_S5_He_108_v1v9_878	RXN-8036
S_S5_He_108_v1v9_879	RXN-13600
S_S5_He_108_v1v9_879	RXN-13602
S_S5_He_108_v1v9_879	RXN-13603
S_S5_He_108_v1v9_879	RXN-9674
S_S5_He_108_v1v9_879	3.2.1.21-RXN
S_S5_He_108_v1v9_879	RXN-10773
S_S5_He_108_v1v9_879	RXN-10769
S_S5_He_108_v1v9_879	RXN-14179
S_S5_He_108_v1v9_879	RXN-5341
S_S5_He_108_v1v9_879	RXN-8036
S_S5_He_108_v1v9_880	RXN0-5297
S_S5_He_108_v1v9_880	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_880	RXN0-5295
S_S5_He_108_v1v9_880	RXN0-6994
S_S5_He_108_v1v9_880	RXN0-7002
S_S5_He_108_v1v9_881	RXN0-5297
S_S5_He_108_v1v9_881	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_881	RXN0-5295
