S_NS1_Pm_023_v1v9_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_v1v9_651	RXN-9662
S_NS1_Pm_023_v1v9_651	RXN-9663
S_NS1_Pm_023_v1v9_651	RXN-9660
S_NS1_Pm_023_v1v9_651	RXN-9661
S_NS1_Pm_023_v1v9_651	RXN1G-915
S_NS1_Pm_023_v1v9_651	RXN-10661
S_NS1_Pm_023_v1v9_651	RXN-16620
S_NS1_Pm_023_v1v9_651	RXN1G-210
S_NS1_Pm_023_v1v9_651	1.3.1.9-RXN
S_NS1_Pm_023_v1v9_651	RXN0-2145
S_NS1_Pm_023_v1v9_651	RXN1G-679
S_NS1_Pm_023_v1v9_651	RXN1G-468
S_NS1_Pm_023_v1v9_651	RXN-16632
S_NS1_Pm_023_v1v9_651	RXN1G-285
S_NS1_Pm_023_v1v9_651	RXN-11478
S_NS1_Pm_023_v1v9_651	RXN1G-1057
S_NS1_Pm_023_v1v9_651	RXN-9635
S_NS1_Pm_023_v1v9_652	GTP-CYCLOHYDRO-I-RXN
S_NS1_Pm_023_v1v9_654	DIHYDROXYMETVALDEHYDRAT-RXN
S_NS1_Pm_023_v1v9_654	DIHYDROXYISOVALDEHYDRAT-RXN
S_NS1_Pm_023_v1v9_655	ATPPHOSPHORIBOSYLTRANS-RXN
S_NS1_Pm_023_v1v9_656	3.4.11.9-RXN
S_NS1_Pm_023_v1v9_657	3.4.11.9-RXN
S_NS1_Pm_023_v1v9_658	3.4.11.9-RXN
S_NS1_Pm_023_v1v9_659	PHOSPHASERDECARB-RXN
S_NS1_Pm_023_v1v9_660	RXN-13997
S_NS1_Pm_023_v1v9_661	RXN-14950
S_NS1_Pm_023_v1v9_661	RXN-14957
S_NS1_Pm_023_v1v9_661	RXN-14959
S_NS1_Pm_023_v1v9_661	RXN0-949
S_NS1_Pm_023_v1v9_662	UROGENIIISYN-RXN
S_NS1_Pm_023_v1v9_663	RXN-16512
S_NS1_Pm_023_v1v9_663	RXN-12177
S_NS1_Pm_023_v1v9_663	RXN-14021
S_NS1_Pm_023_v1v9_663	RXN-16485
S_NS1_Pm_023_v1v9_664	RXN-13600
S_NS1_Pm_023_v1v9_664	RXN-13602
S_NS1_Pm_023_v1v9_664	RXN-13603
S_NS1_Pm_023_v1v9_664	RXN-9674
S_NS1_Pm_023_v1v9_664	3.2.1.21-RXN
S_NS1_Pm_023_v1v9_664	RXN-10773
S_NS1_Pm_023_v1v9_664	RXN-10769
S_NS1_Pm_023_v1v9_664	RXN-14179
S_NS1_Pm_023_v1v9_664	RXN-5341
S_NS1_Pm_023_v1v9_664	RXN-8036
S_NS1_Pm_023_v1v9_665	RXN-13600
S_NS1_Pm_023_v1v9_665	RXN-13602
S_NS1_Pm_023_v1v9_665	RXN-13603
S_NS1_Pm_023_v1v9_665	RXN-9674
S_NS1_Pm_023_v1v9_665	3.2.1.21-RXN
S_NS1_Pm_023_v1v9_665	RXN-10773
S_NS1_Pm_023_v1v9_665	RXN-10769
S_NS1_Pm_023_v1v9_665	RXN-14179
S_NS1_Pm_023_v1v9_665	RXN-5341
S_NS1_Pm_023_v1v9_665	RXN-8036
S_NS1_Pm_023_v1v9_666	RXN-14160
S_NS1_Pm_023_v1v9_666	RXN-14073
S_NS1_Pm_023_v1v9_666	GLYCPDIESTER-RXN
S_NS1_Pm_023_v1v9_666	RXN-14136
S_NS1_Pm_023_v1v9_667	RXN-14160
S_NS1_Pm_023_v1v9_667	RXN-14073
S_NS1_Pm_023_v1v9_667	GLYCPDIESTER-RXN
S_NS1_Pm_023_v1v9_667	RXN-14136
S_NS1_Pm_023_v1v9_668	RIBOKIN-RXN
S_NS1_Pm_023_v1v9_668	RXN-14223
S_NS1_Pm_023_v1v9_669	URA-PHOSPH-RXN
S_NS1_Pm_023_v1v9_669	URPHOS-RXN
S_NS1_Pm_023_v1v9_670	1.12.1.3-RXN
S_NS1_Pm_023_v1v9_671	1.12.1.3-RXN
S_NS1_Pm_023_v1v9_672	1.12.1.3-RXN
S_NS1_Pm_023_v1v9_673	1.12.1.3-RXN
S_NS1_Pm_023_v1v9_674	3.6.3.30-RXN
S_NS1_Pm_023_v1v9_675	GLYOXI-RXN
S_NS1_Pm_023_v1v9_676	GLYOXI-RXN
S_NS1_Pm_023_v1v9_677	DEOXYADENPHOSPHOR-RXN
S_NS1_Pm_023_v1v9_677	RXN-7001
S_NS1_Pm_023_v1v9_677	RXN-14029
S_NS1_Pm_023_v1v9_677	XANTHOSINEPHOSPHORY-RXN
S_NS1_Pm_023_v1v9_677	RXN-11715
S_NS1_Pm_023_v1v9_677	RXN-11743
S_NS1_Pm_023_v1v9_677	INOPHOSPHOR-RXN
S_NS1_Pm_023_v1v9_677	PNP-RXN
S_NS1_Pm_023_v1v9_677	DEOXYGUANPHOSPHOR-RXN
S_NS1_Pm_023_v1v9_677	ADENPHOSPHOR-RXN
S_NS1_Pm_023_v1v9_677	DEOXYINOPHOSPHOR-RXN
S_NS1_Pm_023_v1v9_677	RXN0-5199
S_NS1_Pm_023_v1v9_678	DEOXYRIBOSE-P-ALD-RXN
S_NS1_Pm_023_v1v9_679	GDPPYPHOSKIN-RXN
S_NS1_Pm_023_v1v9_679	GTPPYPHOSKIN-RXN
S_NS1_Pm_023_v1v9_680	GDPPYPHOSKIN-RXN
S_NS1_Pm_023_v1v9_680	GTPPYPHOSKIN-RXN
S_NS1_Pm_023_v1v9_681	RXN-16009
S_NS1_Pm_023_v1v9_682	6PGLUCONOLACT-RXN
S_NS1_Pm_023_v1v9_683	6PGLUCONOLACT-RXN
S_NS1_Pm_023_v1v9_684	6PGLUCONOLACT-RXN
S_NS1_Pm_023_v1v9_685	2.7.1.121-RXN
S_NS1_Pm_023_v1v9_686	2.7.1.121-RXN
S_NS1_Pm_023_v1v9_687	RXN-12174
S_NS1_Pm_023_v1v9_688	RXN-15127
S_NS1_Pm_023_v1v9_689	XYLULOKIN-RXN
S_NS1_Pm_023_v1v9_690	QUERCITRINASE-RXN
S_NS1_Pm_023_v1v9_690	RXN-16250
S_NS1_Pm_023_v1v9_690	RXN-14574
S_NS1_Pm_023_v1v9_690	RXN-13788
S_NS1_Pm_023_v1v9_690	RXN-16249
S_NS1_Pm_023_v1v9_690	RXN-16248
S_NS1_Pm_023_v1v9_690	3.2.1.40-RXN
S_NS1_Pm_023_v1v9_691	QUERCITRINASE-RXN
S_NS1_Pm_023_v1v9_691	RXN-16250
S_NS1_Pm_023_v1v9_691	RXN-14574
S_NS1_Pm_023_v1v9_691	RXN-13788
S_NS1_Pm_023_v1v9_691	RXN-16249
S_NS1_Pm_023_v1v9_691	RXN-16248
S_NS1_Pm_023_v1v9_691	3.2.1.40-RXN
S_NS1_Pm_023_v1v9_692	QUERCITRINASE-RXN
S_NS1_Pm_023_v1v9_692	RXN-16250
S_NS1_Pm_023_v1v9_692	RXN-14574
S_NS1_Pm_023_v1v9_692	RXN-13788
S_NS1_Pm_023_v1v9_692	RXN-16249
S_NS1_Pm_023_v1v9_692	RXN-16248
S_NS1_Pm_023_v1v9_692	3.2.1.40-RXN
S_NS1_Pm_023_v1v9_693	QUERCITRINASE-RXN
S_NS1_Pm_023_v1v9_693	RXN-16250
S_NS1_Pm_023_v1v9_693	RXN-14574
S_NS1_Pm_023_v1v9_693	RXN-13788
S_NS1_Pm_023_v1v9_693	RXN-16249
S_NS1_Pm_023_v1v9_693	RXN-16248
S_NS1_Pm_023_v1v9_693	3.2.1.40-RXN
S_NS1_Pm_023_v1v9_694	3.4.13.9-RXN
S_NS1_Pm_023_v1v9_695	ALTRODEHYDRAT-RXN
S_NS1_Pm_023_v1v9_696	OROTATE-REDUCTASE-NADH-RXN
S_NS1_Pm_023_v1v9_697	3.2.1.55-RXN
S_NS1_Pm_023_v1v9_698	3.2.1.55-RXN
S_NS1_Pm_023_v1v9_699	DTDPDEHYDRHAMEPIM-RXN
S_NS1_Pm_023_v1v9_700	ABC-24-RXN
S_NS1_Pm_023_v1v9_700	3.6.3.31-RXN
S_NS1_Pm_023_v1v9_700	ABC-25-RXN
S_NS1_Pm_023_v1v9_701	RXN0-2605
S_NS1_Pm_023_v1v9_702	RXN0-2605
S_NS1_Pm_023_v1v9_703	3.6.3.3-RXN
S_NS1_Pm_023_v1v9_704	CYTIDEAM2-RXN
S_NS1_Pm_023_v1v9_704	CYTIDEAM-RXN
S_NS1_Pm_023_v1v9_705	RHAMNULOKIN-RXN
S_NS1_Pm_023_v1v9_706	RXN-12402
S_NS1_Pm_023_v1v9_706	RXN0-5001
S_NS1_Pm_023_v1v9_707	RXN0-5205
S_NS1_Pm_023_v1v9_708	GLYCEROL-KIN-RXN
S_NS1_Pm_023_v1v9_709	RXN-16602
S_NS1_Pm_023_v1v9_709	2.4.1.83-RXN
S_NS1_Pm_023_v1v9_710	PHOSMANMUT-RXN
S_NS1_Pm_023_v1v9_711	RXN-15261
S_NS1_Pm_023_v1v9_711	GUANINE-DEAMINASE-RXN
S_NS1_Pm_023_v1v9_712	CHOLINE-SULFATASE-RXN
S_NS1_Pm_023_v1v9_713	RIB5PISOM-RXN
S_NS1_Pm_023_v1v9_714	GLUCONATE-5-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_715	DEPHOSPHOCOAKIN-RXN
S_NS1_Pm_023_v1v9_716	BTUR2-RXN
S_NS1_Pm_023_v1v9_716	COBALADENOSYLTRANS-RXN
S_NS1_Pm_023_v1v9_716	R344-RXN
S_NS1_Pm_023_v1v9_717	URIDINEKIN-RXN
S_NS1_Pm_023_v1v9_717	CYTIKIN-RXN
S_NS1_Pm_023_v1v9_717	URKI-RXN
S_NS1_Pm_023_v1v9_717	CYTIDINEKIN-RXN
S_NS1_Pm_023_v1v9_718	3.1.26.11-RXN
S_NS1_Pm_023_v1v9_719	3.1.26.11-RXN
S_NS1_Pm_023_v1v9_720	KDPGALDOL-RXN
S_NS1_Pm_023_v1v9_721	DEOXYGLUCONOKIN-RXN
S_NS1_Pm_023_v1v9_723	RXN0-4641
S_NS1_Pm_023_v1v9_724	PNKIN-RXN
S_NS1_Pm_023_v1v9_724	PYRAMKIN-RXN
S_NS1_Pm_023_v1v9_724	PYRIDOXKIN-RXN
S_NS1_Pm_023_v1v9_725	MANNONDEHYDRAT-RXN
S_NS1_Pm_023_v1v9_726	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_NS1_Pm_023_v1v9_727	5.3.1.23-RXN
S_NS1_Pm_023_v1v9_728	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_NS1_Pm_023_v1v9_728	RXN0-5055
S_NS1_Pm_023_v1v9_729	RXN-7737
S_NS1_Pm_023_v1v9_730	RXN-7737
S_NS1_Pm_023_v1v9_731	RXN-15047
S_NS1_Pm_023_v1v9_732	METHGLYSYN-RXN
S_NS1_Pm_023_v1v9_733	METHGLYSYN-RXN
S_NS1_Pm_023_v1v9_734	1.1.1.39-RXN
S_NS1_Pm_023_v1v9_734	OXALODECARB-RXN
S_NS1_Pm_023_v1v9_735	RXN0-5224
S_NS1_Pm_023_v1v9_735	CARBODEHYDRAT-RXN
S_NS1_Pm_023_v1v9_736	GALACTONDEHYDRAT-RXN
S_NS1_Pm_023_v1v9_737	HYDROXYLAMINE-REDUCTASE-RXN
S_NS1_Pm_023_v1v9_738	UDP-NACMUR-ALA-LIG-RXN
S_NS1_Pm_023_v1v9_739	UDP-NACMUR-ALA-LIG-RXN
S_NS1_Pm_023_v1v9_740	XANPRIBOSYLTRAN-RXN
S_NS1_Pm_023_v1v9_741	5.3.1.17-RXN
S_NS1_Pm_023_v1v9_742	3.6.3.29-RXN
S_NS1_Pm_023_v1v9_742	ABC-19-RXN
S_NS1_Pm_023_v1v9_743	ASNSYNA-RXN
S_NS1_Pm_023_v1v9_744	DUTP-PYROP-RXN
S_NS1_Pm_023_v1v9_745	GLUCOSYLCERAMIDASE-RXN
S_NS1_Pm_023_v1v9_747	FLAVONADPREDUCT-RXN
S_NS1_Pm_023_v1v9_747	1.18.1.2-RXN
S_NS1_Pm_023_v1v9_748	RXN-13290
S_NS1_Pm_023_v1v9_748	RXN-16389
S_NS1_Pm_023_v1v9_748	RXN-9673
S_NS1_Pm_023_v1v9_748	ACYLCOASYN-RXN
S_NS1_Pm_023_v1v9_748	RXN-12184
S_NS1_Pm_023_v1v9_748	RXN-16380
S_NS1_Pm_023_v1v9_748	R223-RXN
S_NS1_Pm_023_v1v9_748	LINOLENOYL-RXN
S_NS1_Pm_023_v1v9_748	RXN66-469
S_NS1_Pm_023_v1v9_748	RXN-16401
S_NS1_Pm_023_v1v9_748	RXN-16402
S_NS1_Pm_023_v1v9_748	RXN66-483
S_NS1_Pm_023_v1v9_748	RXN66-480
S_NS1_Pm_023_v1v9_748	RXN66-484
S_NS1_Pm_023_v1v9_748	RXN-9623
S_NS1_Pm_023_v1v9_748	RXN-9644
S_NS1_Pm_023_v1v9_748	RXN-16393
S_NS1_Pm_023_v1v9_748	RXN-13614
S_NS1_Pm_023_v1v9_748	RXN-7904
S_NS1_Pm_023_v1v9_748	RXN-12978
S_NS1_Pm_023_v1v9_748	RXN66-477
S_NS1_Pm_023_v1v9_748	RXN-16418
S_NS1_Pm_023_v1v9_748	RXN-16415
S_NS1_Pm_023_v1v9_749	RXN-13290
S_NS1_Pm_023_v1v9_749	RXN-16389
S_NS1_Pm_023_v1v9_749	RXN-9673
S_NS1_Pm_023_v1v9_749	ACYLCOASYN-RXN
S_NS1_Pm_023_v1v9_749	RXN-12184
S_NS1_Pm_023_v1v9_749	RXN-16380
S_NS1_Pm_023_v1v9_749	R223-RXN
S_NS1_Pm_023_v1v9_749	LINOLENOYL-RXN
S_NS1_Pm_023_v1v9_749	RXN66-469
S_NS1_Pm_023_v1v9_749	RXN-16401
S_NS1_Pm_023_v1v9_749	RXN-16402
S_NS1_Pm_023_v1v9_749	RXN66-483
S_NS1_Pm_023_v1v9_749	RXN66-480
S_NS1_Pm_023_v1v9_749	RXN66-484
S_NS1_Pm_023_v1v9_749	RXN-9623
S_NS1_Pm_023_v1v9_749	RXN-9644
S_NS1_Pm_023_v1v9_749	RXN-16393
S_NS1_Pm_023_v1v9_749	RXN-13614
S_NS1_Pm_023_v1v9_749	RXN-7904
S_NS1_Pm_023_v1v9_749	RXN-12978
S_NS1_Pm_023_v1v9_749	RXN66-477
S_NS1_Pm_023_v1v9_749	RXN-16418
S_NS1_Pm_023_v1v9_749	RXN-16415
S_NS1_Pm_023_v1v9_750	RXN-13290
S_NS1_Pm_023_v1v9_750	RXN-16389
S_NS1_Pm_023_v1v9_750	RXN-9673
S_NS1_Pm_023_v1v9_750	ACYLCOASYN-RXN
S_NS1_Pm_023_v1v9_750	RXN-12184
S_NS1_Pm_023_v1v9_750	RXN-16380
S_NS1_Pm_023_v1v9_750	R223-RXN
S_NS1_Pm_023_v1v9_750	LINOLENOYL-RXN
S_NS1_Pm_023_v1v9_750	RXN66-469
S_NS1_Pm_023_v1v9_750	RXN-16401
S_NS1_Pm_023_v1v9_750	RXN-16402
S_NS1_Pm_023_v1v9_750	RXN66-483
S_NS1_Pm_023_v1v9_750	RXN66-480
S_NS1_Pm_023_v1v9_750	RXN66-484
S_NS1_Pm_023_v1v9_750	RXN-9623
S_NS1_Pm_023_v1v9_750	RXN-9644
S_NS1_Pm_023_v1v9_750	RXN-16393
S_NS1_Pm_023_v1v9_750	RXN-13614
S_NS1_Pm_023_v1v9_750	RXN-7904
S_NS1_Pm_023_v1v9_750	RXN-12978
S_NS1_Pm_023_v1v9_750	RXN66-477
S_NS1_Pm_023_v1v9_750	RXN-16418
S_NS1_Pm_023_v1v9_750	RXN-16415
S_NS1_Pm_023_v1v9_751	RXN-13290
S_NS1_Pm_023_v1v9_751	RXN-16389
S_NS1_Pm_023_v1v9_751	RXN-9673
S_NS1_Pm_023_v1v9_751	ACYLCOASYN-RXN
S_NS1_Pm_023_v1v9_751	RXN-12184
S_NS1_Pm_023_v1v9_751	RXN-16380
S_NS1_Pm_023_v1v9_751	R223-RXN
S_NS1_Pm_023_v1v9_751	LINOLENOYL-RXN
S_NS1_Pm_023_v1v9_751	RXN66-469
S_NS1_Pm_023_v1v9_751	RXN-16401
S_NS1_Pm_023_v1v9_751	RXN-16402
S_NS1_Pm_023_v1v9_751	RXN66-483
S_NS1_Pm_023_v1v9_751	RXN66-480
S_NS1_Pm_023_v1v9_751	RXN66-484
S_NS1_Pm_023_v1v9_751	RXN-9623
S_NS1_Pm_023_v1v9_751	RXN-9644
S_NS1_Pm_023_v1v9_751	RXN-16393
S_NS1_Pm_023_v1v9_751	RXN-13614
S_NS1_Pm_023_v1v9_751	RXN-7904
S_NS1_Pm_023_v1v9_751	RXN-12978
S_NS1_Pm_023_v1v9_751	RXN66-477
S_NS1_Pm_023_v1v9_751	RXN-16418
S_NS1_Pm_023_v1v9_751	RXN-16415
S_NS1_Pm_023_v1v9_752	GLYOHMETRANS-RXN
S_NS1_Pm_023_v1v9_753	UDPNACETYLMURAMATEDEHYDROG-RXN
S_NS1_Pm_023_v1v9_754	ALTRO-OXIDOREDUCT-RXN
S_NS1_Pm_023_v1v9_755	GLU6PDEHYDROG-RXN
S_NS1_Pm_023_v1v9_757	RXN-9952
S_NS1_Pm_023_v1v9_758	BIOTIN-CARBOXYL-RXN
S_NS1_Pm_023_v1v9_759	3.1.2.21-RXN
S_NS1_Pm_023_v1v9_760	TRANSALDOL-RXN
S_NS1_Pm_023_v1v9_761	RXN-7933
S_NS1_Pm_023_v1v9_761	ACETYLORNDEACET-RXN
S_NS1_Pm_023_v1v9_762	CHOLOYLGLYCINE-HYDROLASE-RXN
S_NS1_Pm_023_v1v9_763	RXN-12480
S_NS1_Pm_023_v1v9_764	RXN-3341
S_NS1_Pm_023_v1v9_765	3.4.21.105-RXN
S_NS1_Pm_023_v1v9_766	GKI-RXN
S_NS1_Pm_023_v1v9_767	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_768	RHAMNULPALDOL-RXN
S_NS1_Pm_023_v1v9_769	RHAMNISOM-RXN
S_NS1_Pm_023_v1v9_770	RXN0-5306
S_NS1_Pm_023_v1v9_771	ASPARAGHYD-RXN
S_NS1_Pm_023_v1v9_772	ASPARAGHYD-RXN
S_NS1_Pm_023_v1v9_773	2.7.8.6-RXN
S_NS1_Pm_023_v1v9_774	RXN-14531
S_NS1_Pm_023_v1v9_775	PEPCARBOXYKIN-RXN
S_NS1_Pm_023_v1v9_776	RIBAZOLEPHOSPHAT-RXN
S_NS1_Pm_023_v1v9_776	RXN-8770
S_NS1_Pm_023_v1v9_777	RXN-14692
S_NS1_Pm_023_v1v9_778	ASNSYNB-RXN
S_NS1_Pm_023_v1v9_779	THRESYN-RXN
S_NS1_Pm_023_v1v9_780	HISTPRATPHYD-RXN
S_NS1_Pm_023_v1v9_781	F16BDEPHOS-RXN
S_NS1_Pm_023_v1v9_782	PSERTRANSAMPYR-RXN
S_NS1_Pm_023_v1v9_782	PSERTRANSAM-RXN
S_NS1_Pm_023_v1v9_783	GLUTRACE-RXN
S_NS1_Pm_023_v1v9_784	RXN0-6515
S_NS1_Pm_023_v1v9_785	RXN-2464
S_NS1_Pm_023_v1v9_785	RXN-12074
S_NS1_Pm_023_v1v9_785	4.1.3.17-RXN
S_NS1_Pm_023_v1v9_786	THIAMIN-PYROPHOSPHOKINASE-RXN
S_NS1_Pm_023_v1v9_787	1.4.1.21-RXN
S_NS1_Pm_023_v1v9_788	GLYCOGENSYN-RXN
S_NS1_Pm_023_v1v9_789	2.6.1.37-RXN
S_NS1_Pm_023_v1v9_790	RXN-2043
S_NS1_Pm_023_v1v9_791	4.2.2.5-RXN
S_NS1_Pm_023_v1v9_791	RXN-11572
S_NS1_Pm_023_v1v9_792	4.2.2.5-RXN
S_NS1_Pm_023_v1v9_792	RXN-11572
S_NS1_Pm_023_v1v9_793	5.4.1.2-RXN
S_NS1_Pm_023_v1v9_794	RXN-8768
S_NS1_Pm_023_v1v9_795	3.4.21.53-RXN
S_NS1_Pm_023_v1v9_796	3.4.21.53-RXN
S_NS1_Pm_023_v1v9_797	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_798	RXN-12444
S_NS1_Pm_023_v1v9_799	RXN66-337
S_NS1_Pm_023_v1v9_799	3.4.13.19-RXN
S_NS1_Pm_023_v1v9_799	RXN-15682
S_NS1_Pm_023_v1v9_800	HOMSUCTRAN-RXN
S_NS1_Pm_023_v1v9_801	RXN-11835
S_NS1_Pm_023_v1v9_802	ARABISOM-RXN
S_NS1_Pm_023_v1v9_803	2.1.1.151-RXN
S_NS1_Pm_023_v1v9_803	RXN-8760
S_NS1_Pm_023_v1v9_804	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_NS1_Pm_023_v1v9_805	RXN-8764
S_NS1_Pm_023_v1v9_806	2.1.1.130-RXN
S_NS1_Pm_023_v1v9_807	RXN-8762
S_NS1_Pm_023_v1v9_808	2.1.1.133-RXN
S_NS1_Pm_023_v1v9_809	RXN0-5227
S_NS1_Pm_023_v1v9_809	RXN-16664
S_NS1_Pm_023_v1v9_809	3.4.17.13-RXN
S_NS1_Pm_023_v1v9_810	RXN-13585
S_NS1_Pm_023_v1v9_811	3.6.3.15-RXN
S_NS1_Pm_023_v1v9_812	RNA-DIRECTED-DNA-POLYMERASE-RXN
S_NS1_Pm_023_v1v9_813	NADPYROPHOSPHAT-RXN
S_NS1_Pm_023_v1v9_814	RXN-11578
S_NS1_Pm_023_v1v9_815	AGMATIN-RXN
S_NS1_Pm_023_v1v9_816	ACETATEKIN-RXN
S_NS1_Pm_023_v1v9_818	RXN-15513
S_NS1_Pm_023_v1v9_819	ALANINE-AMINOTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_819	RXN-13698
S_NS1_Pm_023_v1v9_820	3.6.3.4-RXN
S_NS1_Pm_023_v1v9_821	RXN-9237
S_NS1_Pm_023_v1v9_821	2.1.1.64-RXN
S_NS1_Pm_023_v1v9_821	RXN3O-102
S_NS1_Pm_023_v1v9_821	RXN-9229
S_NS1_Pm_023_v1v9_821	DHHB-METHYLTRANSFER-RXN
S_NS1_Pm_023_v1v9_821	RXN-11758
S_NS1_Pm_023_v1v9_822	RXN-9240
S_NS1_Pm_023_v1v9_822	RXN-9233
S_NS1_Pm_023_v1v9_822	RXN-9225
S_NS1_Pm_023_v1v9_822	RXN-12160
S_NS1_Pm_023_v1v9_822	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
S_NS1_Pm_023_v1v9_824	RXN-10857
S_NS1_Pm_023_v1v9_824	H2NEOPTERINALDOL-RXN
S_NS1_Pm_023_v1v9_826	6.3.1.12-RXN
S_NS1_Pm_023_v1v9_826	RXN-11344
S_NS1_Pm_023_v1v9_826	RXN-11342
S_NS1_Pm_023_v1v9_827	RXN-11843
S_NS1_Pm_023_v1v9_828	RXN-11843
S_NS1_Pm_023_v1v9_829	RXN-11842
S_NS1_Pm_023_v1v9_830	RXN-11842
S_NS1_Pm_023_v1v9_831	RXN-9929
S_NS1_Pm_023_v1v9_832	RXN-9929
S_NS1_Pm_023_v1v9_833	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_834	OMEGA-AMIDASE-RXN
S_NS1_Pm_023_v1v9_835	1.8.4.14-RXN
S_NS1_Pm_023_v1v9_836	3.2.1.17-RXN
S_NS1_Pm_023_v1v9_837	3.2.1.17-RXN
S_NS1_Pm_023_v1v9_838	ALANINE-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_839	3.2.1.80-RXN
S_NS1_Pm_023_v1v9_839	RXN-1841
S_NS1_Pm_023_v1v9_840	RXN-13677
S_NS1_Pm_023_v1v9_840	RXN-6642
S_NS1_Pm_023_v1v9_840	3.4.11.2-RXN
S_NS1_Pm_023_v1v9_841	PSERPHOSPHA-RXN
S_NS1_Pm_023_v1v9_841	RXN0-5114
S_NS1_Pm_023_v1v9_842	PSERPHOSPHA-RXN
S_NS1_Pm_023_v1v9_842	RXN0-5114
S_NS1_Pm_023_v1v9_843	PGPPHOSPHA-RXN
S_NS1_Pm_023_v1v9_843	RXN-13313
S_NS1_Pm_023_v1v9_844	3.4.22.40-RXN
S_NS1_Pm_023_v1v9_845	3.4.22.40-RXN
S_NS1_Pm_023_v1v9_846	3.4.22.40-RXN
S_NS1_Pm_023_v1v9_848	3.2.1.97-RXN
S_NS1_Pm_023_v1v9_849	TEICHOICSYN2-RXN
S_NS1_Pm_023_v1v9_850	TEICHOICSYN2-RXN
S_NS1_Pm_023_v1v9_851	ASPARTATE-4-DECARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_852	2.1.1.132-RXN
S_NS1_Pm_023_v1v9_853	RXN-10009
S_NS1_Pm_023_v1v9_853	RXN-15734
S_NS1_Pm_023_v1v9_854	ADENYLATECYC-RXN
S_NS1_Pm_023_v1v9_855	RXN-11695
S_NS1_Pm_023_v1v9_856	GLYCERONE-KINASE-RXN
S_NS1_Pm_023_v1v9_857	TRIOKINASE-RXN
S_NS1_Pm_023_v1v9_858	DLACTDEHYDROGNAD-RXN
S_NS1_Pm_023_v1v9_859	R229-RXN
S_NS1_Pm_023_v1v9_860	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_v1v9_861	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_v1v9_862	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_v1v9_863	UDPGLCNACEPIM-RXN
S_NS1_Pm_023_v1v9_864	RXN-10819
S_NS1_Pm_023_v1v9_865	RXN-10819
S_NS1_Pm_023_v1v9_866	1.2.7.8-RXN
S_NS1_Pm_023_v1v9_867	1.2.7.8-RXN
S_NS1_Pm_023_v1v9_868	ACETATE--COA-LIGASE-RXN
S_NS1_Pm_023_v1v9_873	UDPMANNACADEHYDROG-RXN
S_NS1_Pm_023_v1v9_874	LACTALDDEHYDROG-RXN
S_NS1_Pm_023_v1v9_875	TREHALOSE6PSYN-RXN
S_NS1_Pm_023_v1v9_876	GLYCOLALD-DEHYDROG-RXN
S_NS1_Pm_023_v1v9_877	RXN1G-1439
S_NS1_Pm_023_v1v9_877	RXN1G-1438
S_NS1_Pm_023_v1v9_877	RXN1G-1435
S_NS1_Pm_023_v1v9_877	RXN1G-1437
S_NS1_Pm_023_v1v9_877	RXN1G-1436
S_NS1_Pm_023_v1v9_877	TREHALOSEPHOSPHA-RXN
S_NS1_Pm_023_v1v9_878	RXN-9311
S_NS1_Pm_023_v1v9_879	GLUCOSE-1-PHOSPHAT-RXN
S_NS1_Pm_023_v1v9_880	GLUCOSE-1-PHOSPHAT-RXN
S_NS1_Pm_023_v1v9_881	RXN0-305
S_NS1_Pm_023_v1v9_882	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
S_NS1_Pm_023_v1v9_882	RXN0-6565
S_NS1_Pm_023_v1v9_883	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
S_NS1_Pm_023_v1v9_884	ACID-PHOSPHATASE-RXN
S_NS1_Pm_023_v1v9_884	RXNQT-4191
S_NS1_Pm_023_v1v9_885	LIPIDXSYNTHESIS-RXN
S_NS1_Pm_023_v1v9_886	RXN-8807
S_NS1_Pm_023_v1v9_887	RXN-11483
S_NS1_Pm_023_v1v9_888	MANNPDEHYDROG-RXN
S_NS1_Pm_023_v1v9_889	RXN0-6427
S_NS1_Pm_023_v1v9_889	PPGPPSYN-RXN
S_NS1_Pm_023_v1v9_890	RXN-2102
S_NS1_Pm_023_v1v9_890	PECTINESTERASE-RXN
S_NS1_Pm_023_v1v9_891	UDPMANACATRANS-RXN
S_NS1_Pm_023_v1v9_892	RXN0-6952
