Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
3918R_R_M_S2_week5_S65_L001_R2_001	(12.0, 2.0)	(13.0, 11.0)	(14.0, 129.0)	(15.0, 293.0)	(16.0, 378.0)	(17.0, 388.0)	(18.0, 331.0)	(19.0, 288.0)	(20.0, 344.0)	(21.0, 408.0)	(22.0, 471.0)	(23.0, 547.0)	(24.0, 643.0)	(25.0, 890.0)	(26.0, 1080.0)	(27.0, 1478.0)	(28.0, 2045.0)	(29.0, 2915.0)	(30.0, 4149.0)	(31.0, 6182.0)	(32.0, 8805.0)	(33.0, 12923.0)	(34.0, 18761.0)	(35.0, 25740.0)	(36.0, 23893.0)	(37.0, 2642.0)	
3918R_R_M_S2_week6_S66_L001_R1_001	(15.0, 1.0)	(16.0, 1.0)	(17.0, 4.0)	(18.0, 9.0)	(19.0, 25.0)	(20.0, 59.0)	(21.0, 141.0)	(22.0, 228.0)	(23.0, 334.0)	(24.0, 459.0)	(25.0, 581.0)	(26.0, 786.0)	(27.0, 886.0)	(28.0, 1067.0)	(29.0, 1322.0)	(30.0, 1686.0)	(31.0, 2071.0)	(32.0, 2567.0)	(33.0, 3321.0)	(34.0, 4396.0)	(35.0, 7295.0)	(36.0, 15809.0)	(37.0, 74656.0)				
3918R_R_M_S2_week6_S66_L001_R2_001	(12.0, 2.0)	(13.0, 18.0)	(14.0, 123.0)	(15.0, 331.0)	(16.0, 396.0)	(17.0, 327.0)	(18.0, 233.0)	(19.0, 260.0)	(20.0, 302.0)	(21.0, 377.0)	(22.0, 408.0)	(23.0, 503.0)	(24.0, 654.0)	(25.0, 812.0)	(26.0, 1084.0)	(27.0, 1527.0)	(28.0, 2086.0)	(29.0, 2991.0)	(30.0, 4424.0)	(31.0, 6562.0)	(32.0, 9598.0)	(33.0, 14069.0)	(34.0, 20653.0)	(35.0, 26768.0)	(36.0, 21162.0)	(37.0, 2034.0)	
3918R_R_M_S2_week7_S67_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 12.0)	(19.0, 18.0)	(20.0, 58.0)	(21.0, 122.0)	(22.0, 204.0)	(23.0, 297.0)	(24.0, 432.0)	(25.0, 562.0)	(26.0, 649.0)	(27.0, 867.0)	(28.0, 979.0)	(29.0, 1252.0)	(30.0, 1529.0)	(31.0, 1947.0)	(32.0, 2426.0)	(33.0, 3298.0)	(34.0, 4745.0)	(35.0, 7561.0)	(36.0, 16508.0)	(37.0, 83106.0)					
3918R_R_M_S2_week7_S67_L001_R2_001	(12.0, 1.0)	(13.0, 30.0)	(14.0, 133.0)	(15.0, 322.0)	(16.0, 422.0)	(17.0, 342.0)	(18.0, 284.0)	(19.0, 265.0)	(20.0, 262.0)	(21.0, 297.0)	(22.0, 368.0)	(23.0, 427.0)	(24.0, 551.0)	(25.0, 754.0)	(26.0, 964.0)	(27.0, 1357.0)	(28.0, 1851.0)	(29.0, 2793.0)	(30.0, 4166.0)	(31.0, 6286.0)	(32.0, 9362.0)	(33.0, 14275.0)	(34.0, 21501.0)	(35.0, 29897.0)	(36.0, 26580.0)	(37.0, 3084.0)	
3918R_R_M_S2_week9_S68_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 9.0)	(19.0, 30.0)	(20.0, 38.0)	(21.0, 109.0)	(22.0, 152.0)	(23.0, 224.0)	(24.0, 345.0)	(25.0, 413.0)	(26.0, 538.0)	(27.0, 678.0)	(28.0, 884.0)	(29.0, 1010.0)	(30.0, 1217.0)	(31.0, 1536.0)	(32.0, 1943.0)	(33.0, 2452.0)	(34.0, 3665.0)	(35.0, 5743.0)	(36.0, 12206.0)	(37.0, 58990.0)					
3918R_R_M_S2_week9_S68_L001_R2_001	(12.0, 3.0)	(13.0, 17.0)	(14.0, 82.0)	(15.0, 243.0)	(16.0, 320.0)	(17.0, 257.0)	(18.0, 212.0)	(19.0, 205.0)	(20.0, 219.0)	(21.0, 224.0)	(22.0, 263.0)	(23.0, 338.0)	(24.0, 396.0)	(25.0, 536.0)	(26.0, 692.0)	(27.0, 900.0)	(28.0, 1369.0)	(29.0, 1991.0)	(30.0, 2941.0)	(31.0, 4447.0)	(32.0, 6779.0)	(33.0, 10171.0)	(34.0, 15260.0)	(35.0, 21280.0)	(36.0, 20482.0)	(37.0, 2558.0)	
3924R_L_F_S5_week9_S72_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 12.0)	(19.0, 23.0)	(20.0, 63.0)	(21.0, 180.0)	(22.0, 277.0)	(23.0, 418.0)	(24.0, 559.0)	(25.0, 717.0)	(26.0, 860.0)	(27.0, 1030.0)	(28.0, 1216.0)	(29.0, 1441.0)	(30.0, 1761.0)	(31.0, 2062.0)	(32.0, 2625.0)	(33.0, 3369.0)	(34.0, 4950.0)	(35.0, 7730.0)	(36.0, 16490.0)	(37.0, 77172.0)					
3924R_L_F_S5_week9_S72_L001_R2_001	(12.0, 3.0)	(13.0, 22.0)	(14.0, 123.0)	(15.0, 288.0)	(16.0, 414.0)	(17.0, 342.0)	(18.0, 294.0)	(19.0, 284.0)	(20.0, 338.0)	(21.0, 394.0)	(22.0, 479.0)	(23.0, 529.0)	(24.0, 675.0)	(25.0, 885.0)	(26.0, 1142.0)	(27.0, 1581.0)	(28.0, 2217.0)	(29.0, 3309.0)	(30.0, 4752.0)	(31.0, 6974.0)	(32.0, 10029.0)	(33.0, 14692.0)	(34.0, 21490.0)	(35.0, 27400.0)	(36.0, 21928.0)	(37.0, 2374.0)	
3929R_0_F_S5_week9_S73_L001_R1_001	(15.0, 3.0)	(16.0, 3.0)	(17.0, 31.0)	(18.0, 59.0)	(19.0, 58.0)	(20.0, 103.0)	(21.0, 220.0)	(22.0, 352.0)	(23.0, 499.0)	(24.0, 621.0)	(25.0, 872.0)	(26.0, 989.0)	(27.0, 1166.0)	(28.0, 1398.0)	(29.0, 1657.0)	(30.0, 1952.0)	(31.0, 2389.0)	(32.0, 2856.0)	(33.0, 3686.0)	(34.0, 5204.0)	(35.0, 8224.0)	(36.0, 17142.0)	(37.0, 71949.0)				
3929R_0_F_S5_week9_S73_L001_R2_001	(11.0, 2.0)	(12.0, 28.0)	(13.0, 170.0)	(14.0, 407.0)	(15.0, 482.0)	(16.0, 404.0)	(17.0, 394.0)	(18.0, 462.0)	(19.0, 471.0)	(20.0, 522.0)	(21.0, 638.0)	(22.0, 703.0)	(23.0, 819.0)	(24.0, 932.0)	(25.0, 1318.0)	(26.0, 1587.0)	(27.0, 2203.0)	(28.0, 3120.0)	(29.0, 4375.0)	(30.0, 6133.0)	(31.0, 8564.0)	(32.0, 11841.0)	(33.0, 16645.0)	(34.0, 22136.0)	(35.0, 23124.0)	(36.0, 13045.0)	(37.0, 908.0)
3969R_0_F_S2_week5_S47_L001_R1_001	(15.0, 1.0)	(16.0, 5.0)	(17.0, 38.0)	(18.0, 61.0)	(19.0, 65.0)	(20.0, 102.0)	(21.0, 227.0)	(22.0, 313.0)	(23.0, 417.0)	(24.0, 551.0)	(25.0, 661.0)	(26.0, 822.0)	(27.0, 954.0)	(28.0, 1169.0)	(29.0, 1397.0)	(30.0, 1518.0)	(31.0, 1907.0)	(32.0, 2385.0)	(33.0, 3044.0)	(34.0, 4323.0)	(35.0, 6913.0)	(36.0, 15210.0)	(37.0, 63231.0)				
3969R_0_F_S2_week5_S47_L001_R2_001	(11.0, 1.0)	(12.0, 2.0)	(13.0, 38.0)	(14.0, 177.0)	(15.0, 421.0)	(16.0, 581.0)	(17.0, 523.0)	(18.0, 449.0)	(19.0, 411.0)	(20.0, 464.0)	(21.0, 442.0)	(22.0, 506.0)	(23.0, 592.0)	(24.0, 671.0)	(25.0, 882.0)	(26.0, 1154.0)	(27.0, 1558.0)	(28.0, 2085.0)	(29.0, 2981.0)	(30.0, 4319.0)	(31.0, 6104.0)	(32.0, 8624.0)	(33.0, 12699.0)	(34.0, 18256.0)	(35.0, 22487.0)	(36.0, 17106.0)	(37.0, 1781.0)
3969R_0_F_S2_week6_S48_L001_R1_001	(17.0, 4.0)	(18.0, 15.0)	(19.0, 27.0)	(20.0, 64.0)	(21.0, 161.0)	(22.0, 304.0)	(23.0, 361.0)	(24.0, 468.0)	(25.0, 633.0)	(26.0, 732.0)	(27.0, 881.0)	(28.0, 1073.0)	(29.0, 1248.0)	(30.0, 1572.0)	(31.0, 1841.0)	(32.0, 2278.0)	(33.0, 2852.0)	(34.0, 4081.0)	(35.0, 6597.0)	(36.0, 14061.0)	(37.0, 66695.0)						
3969R_0_F_S2_week6_S48_L001_R2_001	(12.0, 3.0)	(13.0, 45.0)	(14.0, 149.0)	(15.0, 423.0)	(16.0, 563.0)	(17.0, 532.0)	(18.0, 464.0)	(19.0, 408.0)	(20.0, 375.0)	(21.0, 458.0)	(22.0, 530.0)	(23.0, 623.0)	(24.0, 737.0)	(25.0, 925.0)	(26.0, 1140.0)	(27.0, 1541.0)	(28.0, 2159.0)	(29.0, 3090.0)	(30.0, 4395.0)	(31.0, 6289.0)	(32.0, 8823.0)	(33.0, 12802.0)	(34.0, 17998.0)	(35.0, 22571.0)	(36.0, 17387.0)	(37.0, 1518.0)	
3969R_0_F_S2_week7_S49_L001_R1_001	(16.0, 2.0)	(17.0, 17.0)	(18.0, 36.0)	(19.0, 64.0)	(20.0, 105.0)	(21.0, 196.0)	(22.0, 372.0)	(23.0, 492.0)	(24.0, 634.0)	(25.0, 824.0)	(26.0, 1024.0)	(27.0, 1194.0)	(28.0, 1429.0)	(29.0, 1629.0)	(30.0, 1985.0)	(31.0, 2319.0)	(32.0, 2896.0)	(33.0, 3725.0)	(34.0, 5221.0)	(35.0, 8187.0)	(36.0, 17353.0)	(37.0, 83629.0)					
3969R_0_F_S2_week7_S49_L001_R2_001	(11.0, 1.0)	(12.0, 6.0)	(13.0, 54.0)	(14.0, 176.0)	(15.0, 343.0)	(16.0, 381.0)	(17.0, 376.0)	(18.0, 330.0)	(19.0, 395.0)	(20.0, 451.0)	(21.0, 528.0)	(22.0, 549.0)	(23.0, 717.0)	(24.0, 839.0)	(25.0, 1074.0)	(26.0, 1380.0)	(27.0, 1936.0)	(28.0, 2571.0)	(29.0, 3889.0)	(30.0, 5443.0)	(31.0, 7678.0)	(32.0, 11087.0)	(33.0, 15768.0)	(34.0, 22717.0)	(35.0, 29069.0)	(36.0, 23183.0)	(37.0, 2392.0)
3969R_0_F_S2_week9_S50_L001_R1_001	(16.0, 1.0)	(17.0, 6.0)	(18.0, 9.0)	(19.0, 30.0)	(20.0, 50.0)	(21.0, 110.0)	(22.0, 220.0)	(23.0, 306.0)	(24.0, 354.0)	(25.0, 481.0)	(26.0, 596.0)	(27.0, 775.0)	(28.0, 966.0)	(29.0, 1144.0)	(30.0, 1350.0)	(31.0, 1682.0)	(32.0, 2118.0)	(33.0, 2852.0)	(34.0, 3986.0)	(35.0, 6473.0)	(36.0, 13580.0)	(37.0, 67458.0)					
3969R_0_F_S2_week9_S50_L001_R2_001	(11.0, 1.0)	(12.0, 4.0)	(13.0, 42.0)	(14.0, 109.0)	(15.0, 309.0)	(16.0, 332.0)	(17.0, 276.0)	(18.0, 245.0)	(19.0, 264.0)	(20.0, 278.0)	(21.0, 316.0)	(22.0, 390.0)	(23.0, 499.0)	(24.0, 592.0)	(25.0, 760.0)	(26.0, 893.0)	(27.0, 1282.0)	(28.0, 1813.0)	(29.0, 2539.0)	(30.0, 3693.0)	(31.0, 5392.0)	(32.0, 7968.0)	(33.0, 11849.0)	(34.0, 17541.0)	(35.0, 24180.0)	(36.0, 20802.0)	(37.0, 2178.0)
3971R_L_F_NS1_week5_S9_L001_R1_001	(16.0, 5.0)	(17.0, 23.0)	(18.0, 50.0)	(19.0, 81.0)	(20.0, 104.0)	(21.0, 221.0)	(22.0, 335.0)	(23.0, 491.0)	(24.0, 593.0)	(25.0, 737.0)	(26.0, 918.0)	(27.0, 1082.0)	(28.0, 1263.0)	(29.0, 1446.0)	(30.0, 1707.0)	(31.0, 2080.0)	(32.0, 2597.0)	(33.0, 3336.0)	(34.0, 4576.0)	(35.0, 7357.0)	(36.0, 15719.0)	(37.0, 71140.0)					
3971R_L_F_NS1_week5_S9_L001_R2_001	(12.0, 7.0)	(13.0, 67.0)	(14.0, 291.0)	(15.0, 570.0)	(16.0, 635.0)	(17.0, 477.0)	(18.0, 421.0)	(19.0, 473.0)	(20.0, 474.0)	(21.0, 559.0)	(22.0, 550.0)	(23.0, 701.0)	(24.0, 810.0)	(25.0, 973.0)	(26.0, 1229.0)	(27.0, 1723.0)	(28.0, 2265.0)	(29.0, 3222.0)	(30.0, 4478.0)	(31.0, 6434.0)	(32.0, 8862.0)	(33.0, 12775.0)	(34.0, 18694.0)	(35.0, 24955.0)	(36.0, 22061.0)	(37.0, 2155.0)	
3971R_L_F_NS1_week6_S10_L001_R1_001	(17.0, 11.0)	(18.0, 18.0)	(19.0, 37.0)	(20.0, 72.0)	(21.0, 156.0)	(22.0, 217.0)	(23.0, 321.0)	(24.0, 473.0)	(25.0, 545.0)	(26.0, 727.0)	(27.0, 848.0)	(28.0, 1019.0)	(29.0, 1234.0)	(30.0, 1452.0)	(31.0, 1822.0)	(32.0, 2181.0)	(33.0, 2930.0)	(34.0, 4328.0)	(35.0, 6729.0)	(36.0, 14932.0)	(37.0, 69749.0)						
3971R_L_F_NS1_week6_S10_L001_R2_001	(12.0, 9.0)	(13.0, 84.0)	(14.0, 309.0)	(15.0, 574.0)	(16.0, 569.0)	(17.0, 475.0)	(18.0, 393.0)	(19.0, 345.0)	(20.0, 402.0)	(21.0, 430.0)	(22.0, 491.0)	(23.0, 617.0)	(24.0, 688.0)	(25.0, 892.0)	(26.0, 1109.0)	(27.0, 1519.0)	(28.0, 2096.0)	(29.0, 2914.0)	(30.0, 4306.0)	(31.0, 5879.0)	(32.0, 8807.0)	(33.0, 12911.0)	(34.0, 18625.0)	(35.0, 23768.0)	(36.0, 19738.0)	(37.0, 1851.0)	
3971R_L_F_NS1_week7_S11_L001_R1_001	(16.0, 2.0)	(17.0, 3.0)	(18.0, 10.0)	(19.0, 33.0)	(20.0, 36.0)	(21.0, 110.0)	(22.0, 183.0)	(23.0, 254.0)	(24.0, 329.0)	(25.0, 436.0)	(26.0, 578.0)	(27.0, 672.0)	(28.0, 831.0)	(29.0, 993.0)	(30.0, 1250.0)	(31.0, 1485.0)	(32.0, 1878.0)	(33.0, 2572.0)	(34.0, 3794.0)	(35.0, 5916.0)	(36.0, 13198.0)	(37.0, 64252.0)					
3971R_L_F_NS1_week7_S11_L001_R2_001	(12.0, 5.0)	(13.0, 47.0)	(14.0, 223.0)	(15.0, 484.0)	(16.0, 478.0)	(17.0, 421.0)	(18.0, 355.0)	(19.0, 311.0)	(20.0, 319.0)	(21.0, 353.0)	(22.0, 402.0)	(23.0, 428.0)	(24.0, 511.0)	(25.0, 664.0)	(26.0, 803.0)	(27.0, 1104.0)	(28.0, 1535.0)	(29.0, 2305.0)	(30.0, 3395.0)	(31.0, 4934.0)	(32.0, 7334.0)	(33.0, 10946.0)	(34.0, 16140.0)	(35.0, 22556.0)	(36.0, 20500.0)	(37.0, 2262.0)	
3971R_L_F_NS1_week9_S12_L001_R1_001	(16.0, 3.0)	(17.0, 4.0)	(18.0, 16.0)	(19.0, 44.0)	(20.0, 53.0)	(21.0, 120.0)	(22.0, 195.0)	(23.0, 253.0)	(24.0, 398.0)	(25.0, 526.0)	(26.0, 640.0)	(27.0, 770.0)	(28.0, 1009.0)	(29.0, 1256.0)	(30.0, 1406.0)	(31.0, 1755.0)	(32.0, 2253.0)	(33.0, 2863.0)	(34.0, 4151.0)	(35.0, 6875.0)	(36.0, 14893.0)	(37.0, 66059.0)					
3971R_L_F_NS1_week9_S12_L001_R2_001	(12.0, 8.0)	(13.0, 44.0)	(14.0, 212.0)	(15.0, 495.0)	(16.0, 543.0)	(17.0, 428.0)	(18.0, 308.0)	(19.0, 306.0)	(20.0, 320.0)	(21.0, 321.0)	(22.0, 378.0)	(23.0, 456.0)	(24.0, 576.0)	(25.0, 685.0)	(26.0, 862.0)	(27.0, 1175.0)	(28.0, 1584.0)	(29.0, 2268.0)	(30.0, 3340.0)	(31.0, 4952.0)	(32.0, 7388.0)	(33.0, 11236.0)	(34.0, 17095.0)	(35.0, 24474.0)	(36.0, 23526.0)	(37.0, 2562.0)	
3975R_0_F_NS1_week9_S13_L001_R1_001	(16.0, 5.0)	(17.0, 20.0)	(18.0, 56.0)	(19.0, 92.0)	(20.0, 113.0)	(21.0, 199.0)	(22.0, 320.0)	(23.0, 424.0)	(24.0, 538.0)	(25.0, 732.0)	(26.0, 938.0)	(27.0, 1047.0)	(28.0, 1260.0)	(29.0, 1460.0)	(30.0, 1853.0)	(31.0, 2145.0)	(32.0, 2920.0)	(33.0, 3483.0)	(34.0, 4946.0)	(35.0, 8272.0)	(36.0, 17242.0)	(37.0, 83272.0)					
3975R_0_F_NS1_week9_S13_L001_R2_001	(12.0, 10.0)	(13.0, 64.0)	(14.0, 295.0)	(15.0, 645.0)	(16.0, 729.0)	(17.0, 535.0)	(18.0, 455.0)	(19.0, 450.0)	(20.0, 533.0)	(21.0, 512.0)	(22.0, 599.0)	(23.0, 680.0)	(24.0, 828.0)	(25.0, 996.0)	(26.0, 1243.0)	(27.0, 1669.0)	(28.0, 2273.0)	(29.0, 3101.0)	(30.0, 4656.0)	(31.0, 6385.0)	(32.0, 9377.0)	(33.0, 13415.0)	(34.0, 20297.0)	(35.0, 28731.0)	(36.0, 29229.0)	(37.0, 3630.0)	
3975R_R_F_NS1_week5_S14_L001_R1_001	(15.0, 1.0)	(16.0, 6.0)	(17.0, 24.0)	(18.0, 52.0)	(19.0, 42.0)	(20.0, 85.0)	(21.0, 169.0)	(22.0, 307.0)	(23.0, 418.0)	(24.0, 535.0)	(25.0, 670.0)	(26.0, 828.0)	(27.0, 941.0)	(28.0, 1114.0)	(29.0, 1351.0)	(30.0, 1529.0)	(31.0, 1832.0)	(32.0, 2326.0)	(33.0, 2973.0)	(34.0, 4225.0)	(35.0, 6743.0)	(36.0, 14182.0)	(37.0, 65402.0)				
3975R_R_F_NS1_week5_S14_L001_R2_001	(12.0, 5.0)	(13.0, 71.0)	(14.0, 243.0)	(15.0, 513.0)	(16.0, 519.0)	(17.0, 482.0)	(18.0, 359.0)	(19.0, 371.0)	(20.0, 385.0)	(21.0, 392.0)	(22.0, 489.0)	(23.0, 572.0)	(24.0, 672.0)	(25.0, 875.0)	(26.0, 1036.0)	(27.0, 1404.0)	(28.0, 1974.0)	(29.0, 2864.0)	(30.0, 3912.0)	(31.0, 5696.0)	(32.0, 8103.0)	(33.0, 11869.0)	(34.0, 17046.0)	(35.0, 22911.0)	(36.0, 20630.0)	(37.0, 2362.0)	
3975R_R_F_NS1_week6_S15_L001_R1_001	(16.0, 10.0)	(17.0, 31.0)	(18.0, 65.0)	(19.0, 92.0)	(20.0, 109.0)	(21.0, 223.0)	(22.0, 321.0)	(23.0, 440.0)	(24.0, 560.0)	(25.0, 701.0)	(26.0, 828.0)	(27.0, 1061.0)	(28.0, 1145.0)	(29.0, 1341.0)	(30.0, 1600.0)	(31.0, 2009.0)	(32.0, 2470.0)	(33.0, 3183.0)	(34.0, 4457.0)	(35.0, 7157.0)	(36.0, 15668.0)	(37.0, 64076.0)					
3975R_R_F_NS1_week6_S15_L001_R2_001	(12.0, 8.0)	(13.0, 60.0)	(14.0, 248.0)	(15.0, 522.0)	(16.0, 636.0)	(17.0, 439.0)	(18.0, 399.0)	(19.0, 424.0)	(20.0, 451.0)	(21.0, 480.0)	(22.0, 501.0)	(23.0, 607.0)	(24.0, 698.0)	(25.0, 867.0)	(26.0, 1082.0)	(27.0, 1469.0)	(28.0, 1996.0)	(29.0, 2943.0)	(30.0, 4141.0)	(31.0, 5778.0)	(32.0, 8570.0)	(33.0, 12328.0)	(34.0, 18192.0)	(35.0, 23020.0)	(36.0, 19595.0)	(37.0, 2093.0)	
3975R_R_F_NS1_week7_S16_L001_R1_001	(17.0, 5.0)	(18.0, 14.0)	(19.0, 48.0)	(20.0, 71.0)	(21.0, 191.0)	(22.0, 258.0)	(23.0, 378.0)	(24.0, 554.0)	(25.0, 668.0)	(26.0, 810.0)	(27.0, 1031.0)	(28.0, 1140.0)	(29.0, 1361.0)	(30.0, 1619.0)	(31.0, 1994.0)	(32.0, 2402.0)	(33.0, 3174.0)	(34.0, 4394.0)	(35.0, 7206.0)	(36.0, 15336.0)	(37.0, 72330.0)						
3975R_R_F_NS1_week7_S16_L001_R2_001	(11.0, 1.0)	(12.0, 11.0)	(13.0, 80.0)	(14.0, 314.0)	(15.0, 570.0)	(16.0, 613.0)	(17.0, 512.0)	(18.0, 422.0)	(19.0, 391.0)	(20.0, 412.0)	(21.0, 441.0)	(22.0, 616.0)	(23.0, 706.0)	(24.0, 780.0)	(25.0, 991.0)	(26.0, 1273.0)	(27.0, 1693.0)	(28.0, 2484.0)	(29.0, 3389.0)	(30.0, 4949.0)	(31.0, 6819.0)	(32.0, 9678.0)	(33.0, 13874.0)	(34.0, 19534.0)	(35.0, 23830.0)	(36.0, 18775.0)	(37.0, 1826.0)
3975R_R_F_NS1_week9_S17_L001_R1_001	(15.0, 1.0)	(16.0, 2.0)	(17.0, 14.0)	(18.0, 27.0)	(19.0, 64.0)	(20.0, 94.0)	(21.0, 205.0)	(22.0, 332.0)	(23.0, 460.0)	(24.0, 622.0)	(25.0, 815.0)	(26.0, 943.0)	(27.0, 1164.0)	(28.0, 1369.0)	(29.0, 1681.0)	(30.0, 1942.0)	(31.0, 2377.0)	(32.0, 2847.0)	(33.0, 3805.0)	(34.0, 5185.0)	(35.0, 8409.0)	(36.0, 18045.0)	(37.0, 82384.0)				
3975R_R_F_NS1_week9_S17_L001_R2_001	(11.0, 1.0)	(12.0, 2.0)	(13.0, 46.0)	(14.0, 190.0)	(15.0, 369.0)	(16.0, 318.0)	(17.0, 297.0)	(18.0, 302.0)	(19.0, 326.0)	(20.0, 385.0)	(21.0, 419.0)	(22.0, 509.0)	(23.0, 604.0)	(24.0, 736.0)	(25.0, 976.0)	(26.0, 1171.0)	(27.0, 1666.0)	(28.0, 2278.0)	(29.0, 3439.0)	(30.0, 4850.0)	(31.0, 6976.0)	(32.0, 10069.0)	(33.0, 14922.0)	(34.0, 22314.0)	(35.0, 29214.0)	(36.0, 27173.0)	(37.0, 3235.0)
3980R_0_F_S2_week9_S51_L001_R1_001	(17.0, 3.0)	(18.0, 16.0)	(19.0, 33.0)	(20.0, 69.0)	(21.0, 165.0)	(22.0, 234.0)	(23.0, 337.0)	(24.0, 440.0)	(25.0, 570.0)	(26.0, 726.0)	(27.0, 913.0)	(28.0, 1105.0)	(29.0, 1351.0)	(30.0, 1658.0)	(31.0, 2012.0)	(32.0, 2469.0)	(33.0, 3314.0)	(34.0, 4807.0)	(35.0, 7719.0)	(36.0, 16779.0)	(37.0, 85272.0)						
3980R_0_F_S2_week9_S51_L001_R2_001	(12.0, 4.0)	(13.0, 28.0)	(14.0, 169.0)	(15.0, 358.0)	(16.0, 381.0)	(17.0, 332.0)	(18.0, 289.0)	(19.0, 250.0)	(20.0, 315.0)	(21.0, 368.0)	(22.0, 441.0)	(23.0, 510.0)	(24.0, 679.0)	(25.0, 922.0)	(26.0, 1075.0)	(27.0, 1509.0)	(28.0, 2188.0)	(29.0, 3267.0)	(30.0, 4651.0)	(31.0, 7171.0)	(32.0, 10568.0)	(33.0, 15859.0)	(34.0, 23589.0)	(35.0, 29570.0)	(36.0, 23003.0)	(37.0, 2496.0)	
Positive_control_S89_L001_R1_001	(16.0, 14.0)	(17.0, 85.0)	(18.0, 114.0)	(19.0, 82.0)	(20.0, 184.0)	(21.0, 360.0)	(22.0, 561.0)	(23.0, 835.0)	(24.0, 1104.0)	(25.0, 1356.0)	(26.0, 1629.0)	(27.0, 1911.0)	(28.0, 2305.0)	(29.0, 2655.0)	(30.0, 3181.0)	(31.0, 3689.0)	(32.0, 4506.0)	(33.0, 5774.0)	(34.0, 7779.0)	(35.0, 12196.0)	(36.0, 25897.0)	(37.0, 60090.0)					
Positive_control_S89_L001_R2_001	(13.0, 22.0)	(14.0, 140.0)	(15.0, 399.0)	(16.0, 529.0)	(17.0, 460.0)	(18.0, 407.0)	(19.0, 422.0)	(20.0, 526.0)	(21.0, 573.0)	(22.0, 622.0)	(23.0, 755.0)	(24.0, 956.0)	(25.0, 1158.0)	(26.0, 1430.0)	(27.0, 2016.0)	(28.0, 2904.0)	(29.0, 4272.0)	(30.0, 6480.0)	(31.0, 9160.0)	(32.0, 12440.0)	(33.0, 17276.0)	(34.0, 23597.0)	(35.0, 30004.0)	(36.0, 19008.0)	(37.0, 751.0)		
negative_control_S90_L001_R1_001	(15.0, 1.0)	(16.0, 4.0)	(17.0, 8.0)	(18.0, 15.0)	(19.0, 41.0)	(20.0, 113.0)	(21.0, 582.0)	(22.0, 1250.0)	(23.0, 1422.0)	(24.0, 1333.0)	(25.0, 1183.0)	(26.0, 1060.0)	(27.0, 1053.0)	(28.0, 1165.0)	(29.0, 1285.0)	(30.0, 1524.0)	(31.0, 1681.0)	(32.0, 2028.0)	(33.0, 2620.0)	(34.0, 3364.0)	(35.0, 5089.0)	(36.0, 10305.0)	(37.0, 30711.0)				
negative_control_S90_L001_R2_001	(12.0, 1.0)	(13.0, 11.0)	(14.0, 77.0)	(15.0, 212.0)	(16.0, 296.0)	(17.0, 301.0)	(18.0, 408.0)	(19.0, 1176.0)	(20.0, 1583.0)	(21.0, 1135.0)	(22.0, 869.0)	(23.0, 680.0)	(24.0, 648.0)	(25.0, 662.0)	(26.0, 905.0)	(27.0, 1299.0)	(28.0, 2039.0)	(29.0, 3060.0)	(30.0, 4216.0)	(31.0, 5454.0)	(32.0, 6954.0)	(33.0, 9487.0)	(34.0, 11788.0)	(35.0, 11146.0)	(36.0, 3384.0)	(37.0, 46.0)	
