	Pathways	Common-Name	Common-Name2	Classification	Object ID_x	Ontology - pathway type_x	Key-Reactions	Reaction-List	EC-Number	Object ID_y	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type_y	Ontology -  all instances of class
2536	PWY-721	Comamonas testosteroni	Pseudomonadota	Bacteria	PWY-721	AROMATIC-COMPOUNDS-DEGRADATION		RXN-645;RXN-644;RXN-643;RXN-642;RXN-641	EC-4.2.1;EC-1.13.11;EC-1.3.1.65;EC-1.14.12.16;EC-1.3.99.17	PWY-721	3-methylquinoline degradation	CPLX-2102 // MONOMER-2404	RXN-645 // RXN-644 // RXN-643 // RXN-642 // RXN-641	AROMATIC-COMPOUNDS-DEGRADATION	
2537	PWY0-1477	"Escherichia coli,Salmonella enterica"	Bacteria <bacteria>	Bacteria	PWY0-1477	AMINE-DEG	ETHAMLY-RXN	ALCOHOL-DEHYDROG-RXN;ACETATEKIN-RXN;PHOSACETYLTRANS-RXN;ACETALD-DEHYDROG-RXN;ETHAMLY-RXN	EC-1.1.1.1;EC-2.7.2.15;EC-2.7.2.1;EC-2.3.1.8;EC-1.2.1.10;EC-4.3.1.7	PWY0-1477	ethanolamine utilization	ETHAMLY-CPLX // STM2463-MONOMER // MHPF-MONOMER // G7285-MONOMER // STM2047-MONOMER // PHOSACETYLTRANS-CPLX // CPLX0-7912 // STM2468-MONOMER // STM2469-MONOMER // ACETATEKINA-MONOMER // GARTRANSFORMYL2-MONOMER // CPLX0-8015 // ADHE-CPLX // STM2461-MONOMER	ALCOHOL-DEHYDROG-RXN // ACETATEKIN-RXN // PHOSACETYLTRANS-RXN // ACETALD-DEHYDROG-RXN // ETHAMLY-RXN	AMINE-DEG	
2538	PWY-8586	Aetokthonos hydrillicola	Cyanobacteriota	Bacteria	PWY-8586	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-25332;RXN-25331;RXN-25325;RXN-25321;RXN-25326;RXN-25328;RXN-25330	EC-1.14.15;EC-1.14.19;EC-1.14.19.82;EC-4.1.99.1	PWY-8586	aetokthonotoxin biosynthesis	MONOMER-125011 // MONOMER-125012 // MONOMER-125009 // MONOMER-125010 // MONOMER-125013	RXN-25332 // RXN-25331 // RXN-25325 // RXN-25321 // RXN-25326 // RXN-25328 // RXN-25330	SECONDARY-METABOLITE-BIOSYNTHESIS	
2539	PWY-8067	"Candidatus Pelagibacter communis,Nitrosopumilus maritimus"	"Archaea,Bacteria <bacteria>"	Bacteria	PWY-8067	Noncarbon-Nutrients	RXN-13856	PHOSPHOENOLPYRUVATE-MUTASE-RXN;RXN-13856;RXN-9009;4.1.1.82-RXN	EC-5.4.2.9;EC-1.13.11.73;EC-1.1.1.309;EC-4.1.1.82	PWY-8067	methylphosphonate biosynthesis	MONOMER-17793	PHOSPHOENOLPYRUVATE-MUTASE-RXN // RXN-13856 // RXN-9009 // 4.1.1.82-RXN	Noncarbon-Nutrients	
2540	CAMALEXIN-SYN	Arabidopsis thaliana	Brassicales	Non-Bacteria	CAMALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19837;RXN-19839;RXN-19841;RXN-19840;RXN-12063;RXN-12062;RXN-12061;RXN-11666;RXN-11665;RXN-11664;RXN-11663;RXN-8275	EC-3.4.13.23;EC-3.4.19.16;EC-2.5.1.18	CAMALEXIN-SYN	camalexin biosynthesis	AT1G02930-MONOMER // AT4G29210-MONOMER // AT4G30530-MONOMER // GQT-2803-MONOMER // AT3G26830-MONOMER // CPLX-1523 // CPLX-2281 // AT2G30770-MONOMER	RXN-19837 // RXN-19839 // RXN-19841 // RXN-19840 // RXN-12063 // RXN-12062 // RXN-12061 // RXN-11666 // RXN-11665 // RXN-11664 // RXN-11663 // RXN-8275	SECONDARY-METABOLITE-BIOSYNTHESIS	
2541	PWY-6471	"Enterococcus faecium,Enterococcus hirae,Lactococcus lactis"	Lactobacillales	Bacteria	PWY-6471	Antibiotic-Resistance;Super-Pathways;Cell-Structure-Biosynthesis	RXN-11338 // RXN-11342	TRANS-RXN-486;RXN-22557;RXN-20088;RXN-11351;RXN-11350;PWY-6461;RXN-8976;RXN-8975;PWY-6386	EC-2.4.99.28;EC-6.3.5.13;EC-3.4.16.4;EC-2.4.1.227;EC-2.7.8.13	PWY-6471	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	MONOMER-15487 // MONOMER-15525 // MONOMER-15537	TRANS-RXN-486 // RXN-22557 // RXN-20088 // RXN-11351 // RXN-11350 // RXN-11338 // RXN-11342 // RXN-8976 // RXN-8975 // 6.3.2.10-RXN // 6.3.2.7-RXN // DALADALALIG-RXN // GLUTRACE-RXN // UDP-NACMURALA-GLU-LIG-RXN // UDP-NACMUR-ALA-LIG-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	Antibiotic-Resistance // Super-Pathways // Cell-Structure-Biosynthesis	
2542	PWY-8527	Streptomyces coeruleorubidus	Streptomycetaceae	Bacteria	PWY-8527	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24647;RXN-24633;RXN-24615;RXN-24616;RXN-24617;RXN-24632;RXN-24631;RXN-24629;RXN-23892;RXN-17190;RXN-24627;RXN-24626;RXN-24625;RXN-24624	EC-6.2.1.67;EC-2.6.1;EC-2.1.1	PWY-8527	pacidamycin S biosynthesis	MONOMER-124677 // MONOMER-124678 // MONOMER-124681 // MONOMER-124679 // MONOMER-124684 // MONOMER-124686 // MONOMER-124682 // MONOMER-124672 // CPLX-85490 // MONOMER-124670 // MONOMER-124683 // MONOMER-124685	RXN-24647 // RXN-24633 // RXN-24615 // RXN-24616 // RXN-24617 // RXN-24632 // RXN-24631 // RXN-24629 // RXN-23892 // RXN-17190 // RXN-24627 // RXN-24626 // RXN-24625 // RXN-24624	SECONDARY-METABOLITE-BIOSYNTHESIS	
2543	PWY-7991	"Burkholderia gladioli,Burkholderia glumae,Pseudomonas protegens"	Bacteria <bacteria>	Bacteria	PWY-7991	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-19530 // RXN-19529	RXN-19530;RXN-19529;RXN-19531;GTP-CYCLOHYDRO-II-RXN;RIBOFLAVINSYNDEAM-RXN;RIBOFLAVINSYNREDUC-RXN;RIBOPHOSPHAT-RXN	EC-2.1.1.349;EC-3.5.4.25;EC-3.5.4.26;EC-1.1.1.193;EC-3.1.3.104	PWY-7991	toxoflavin biosynthesis	MONOMER-20498 // MONOMER-20497 // MONOMER-20496	RXN-19530 // RXN-19529 // RXN-19531 // GTP-CYCLOHYDRO-II-RXN // RIBOFLAVINSYNDEAM-RXN // RIBOFLAVINSYNREDUC-RXN // RIBOPHOSPHAT-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	
2544	GLYCOL-GLYOXDEG-PWY	"Escherichia coli,Pseudomonas putida"	Bacteria <bacteria>	Bacteria	GLYCOL-GLYOXDEG-PWY	Alcohol-Degradation;Super-Pathways		PWY0-1280;GLYOXDEG-PWY;GLYCOLATEMET-PWY		GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	GLYOCARBOLIG-CPLX // GLY3KIN-MONOMER // GKI-MONOMER // MALSYNG-MONOMER // CPLX0-7458 // ALD-CPLX // LACTALDREDUCT-CPLX	GLYCOLALDREDUCT-RXN // GLYCOLALD-DEHYDROG-RXN // MALSYN-RXN // TSA-REDUCT-RXN // RXN0-7229 // GKI-RXN // GLYOCARBOLIG-RXN	Alcohol-Degradation // Super-Pathways	
2545	PWY-4722	"Arthrobacter sp.,Pseudomonas putida"	Bacteria <bacteria>	Bacteria	PWY-4722	AMINE-DEG		CREATININE-DEAMINASE-RXN;SARCOX-RXN;SARCOSINE-DEHYDROGENASE-RXN;N-CARBAMOYLSARCOSINE-AMIDASE-RXN;3.5.2.14-RXN	EC-3.5.4.21;EC-1.5.3.1;EC-1.5.8.3;EC-3.5.1.59;EC-3.5.2.14	PWY-4722	creatinine degradation II	CPLX-6442 // CPLX-6422 // CPLX-6441 // CPLX-6421 // CPLX-6444 // CPLX-6443	CREATININE-DEAMINASE-RXN // SARCOX-RXN // SARCOSINE-DEHYDROGENASE-RXN // N-CARBAMOYLSARCOSINE-AMIDASE-RXN // 3.5.2.14-RXN	AMINE-DEG	
2546	PWY-5422	"Pinus taeda,Picea abies,Abies grandis"	Pinidae	Non-Bacteria	PWY-5422	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8538;RXN-8537;RXN-8536;RXN-8535;RXN-8514;RXN-4861	EC-1.14.14;EC-1.14.13;EC-4.2.3.44;EC-5.5.1.12	PWY-5422	isopimaric acid biosynthesis	MONOMER-12741 // MONOMER-12742 // MONOMER-12822 // MONOMER-12744 // MONOMER-12739	RXN-8538 // RXN-8537 // RXN-8536 // RXN-8535 // RXN-8514 // RXN-4861	SECONDARY-METABOLITE-BIOSYNTHESIS	
2547	PWY-5302	"Acidianus,Acidianus ambivalens,Acidianus brierleyi,Acidianus tengchongensis,Aquifex aeolicus,Picrophilus oshimae,Sulfurisphaera tokodaii"	"Aquificota,Thermoprotei,Thermoplasmata"	Bacteria	PWY-5302	Noncarbon-Nutrients;Energy-Metabolism		1.13.11.55-RXN	EC-1.13.11.55	PWY-5302	sulfur disproportionation II (aerobic)	CPLX-7147	1.13.11.55-RXN	Noncarbon-Nutrients // Energy-Metabolism	
2548	PWY-5450	"Pseudomonas putida,Pseudomonas sp. ML2"	Bacteria <bacteria>	Bacteria	PWY-5450	AROMATIC-COMPOUNDS-DEGRADATION		1.3.1.19-RXN;BENZENE-12-DIOXYGENASE-RXN	EC-1.3.1.19;EC-1.14.12.3	PWY-5450	benzene degradation I (aerobic)	CPLX-7283 // CPLX-7284 // CPLX-7285	1.3.1.19-RXN // BENZENE-12-DIOXYGENASE-RXN	AROMATIC-COMPOUNDS-DEGRADATION	
2549	PWY-7003	"Clostridium saccharobutylicum,Clostridium acetobutylicum,Clostridium pasteurianum"	Bacteria <bacteria>	Bacteria	PWY-7003	Super-Pathways;Energy-Metabolism		PWY-6583;PEPDEPHOS-RXN;2PGADEHYDRAT-RXN;3PGAREARR-RXN;PHOSGLYPHOS-RXN;GAPOXNPHOSPHN-RXN;TRIOSEPISOMERIZATION-RXN;PWY-6131	EC-2.7.1.40;EC-4.2.1.11;EC-5.4.2.12;EC-2.7.2.3;EC-1.2.1.12;EC-5.3.1.1	PWY-7003	glycerol degradation to butanol	THLCLOS-CPLX // CPLX-181 // CPLX-201 // AADCLOS-MONOMER // MONOMER-15847 // BDHNADPHCLOS-MONOMER // MONOMER-16803 // CPLX-62 // CPLX-41 // CPLX-9542	RXN-16834 // RXN-11667 // PYRUFLAVREDUCT-RXN // RXN-11662 // ENZRXN-201-RXN // RXN-161 // BUTANAL-DEHYDROGENASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN // PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // PHOSGLYPHOS-RXN // GAPOXNPHOSPHN-RXN // TRIOSEPISOMERIZATION-RXN // GLYCERONE-KINASE-RXN // GLYCDEH-RXN	Super-Pathways // Energy-Metabolism	
2550	PWY-8126	Prochlorococcus marinus	Prochlorococcus	Bacteria	PWY-8126	Tetrapyrrole-Biosynthesis;SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-21286	EC-2.5.1.62	PWY-8126	"chlorophyll <i>a</i><sub>2</sub> biosynthesis (from chlorophyllide <i>a</i><sub>2</sub>) // 3,8-divinyl chlorophyll <i>a</i> biosynthesis"	PRO_0424-MONOMER	RXN-21286	Tetrapyrrole-Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	
2551	PWY-4061	"Homo sapiens,Rattus norvegicus,Sus scrofa"	Opisthokonta	Non-Bacteria	PWY-4061	Other-Degradation		TRANS-RXN-358;RXN-15127;RXN-15124;RXN-15582;RXN-6641;2.3.1.80-RXN;RXN-6642;GSHTRAN-RXN	EC-7.6.2.3;EC-3.5.99.10;EC-3.4.19.13;EC-2.3.1.80;EC-3.4.13.23;EC-2.5.1.18	PWY-4061	glutathione-mediated detoxification I	CPLX-7495 // CPLX-7496 // CPLX-7497 // CPLX-7060 // CPLX-5922 // CPLX-5941 // MONOMER-10112 // MONOMER-10113 // ENSG00000144035-MONOMER // CPLX66-414 // CPLX-6041 // CPLX66-375 // CPLX-7891 // ENSG00000103222-MONOMER	TRANS-RXN-358 // RXN-15127 // RXN-15124 // RXN-15582 // RXN-6641 // 2.3.1.80-RXN // RXN-6642 // GSHTRAN-RXN	Other-Degradation	
2552	PWY-7864	"Shewanella oneidensis,Wolinella succinogenes"	"Campylobacterota,Methanobacteriota,Actinomycetota,Pseudomonadota,Thermoproteota"	Bacteria	PWY-7864	Cofactor-Biosynthesis		RXN-18515	EC-2.1.1.350	PWY-7864	8-methylmenaquinone biosynthesis	MONOMER-20152 // MONOMER-20153	RXN-18515	Cofactor-Biosynthesis	
2553	PWY-6147	"Escherichia coli,Lactococcus lactis,Oryza sativa,Pisum sativum,Saccharomyces cerevisiae,Solanum lycopersicum,Spinacia oleracea,Arabidopsis thaliana"	"Fungi,Viridiplantae,Bacteria <bacteria>"	Bacteria	PWY-6147	Other-biosynthesis	H2NEOPTERINALDOL-RXN	GTP-CYCLOHYDRO-I-RXN;H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN;DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN;H2NEOPTERINALDOL-RXN;H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-3.5.4.16;EC-3.6.1.67;EC-3.6.1;EC-4.1.2.25;EC-2.7.6.3	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	CPLX-5361 // H2PTERIDINEPYROPHOSPHOKIN-MONOMER // MONOMER-8764 // CPLX-7907 // CPLX0-3936 // MONOMER-13396 // AT1G68760-MONOMER // H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER // CPLX-5343 // AT3G07270-CPLX // FOLE-CPLX	GTP-CYCLOHYDRO-I-RXN // H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN // DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN // H2NEOPTERINALDOL-RXN // H2PTERIDINEPYROPHOSPHOKIN-RXN	Other-biosynthesis	
2554	PWY-5364	"Desulfovibrio desulfuricans,Pyrococcus furiosus,Wolinella succinogenes"	"Bacteria <bacteria>,Archaea"	Bacteria	PWY-5364	Noncarbon-Nutrients		RXN-8269;RXN-8380	EC-1.12.98.4	PWY-5364	sulfur reduction II (via polysulfide) // polysulfide respiration // polysulphide respiration	CPLX-7194 // CPLX-7195 // CPLX-8600	RXN-8269 // RXN-8380	Noncarbon-Nutrients	
2555	PWY-5142	Arabidopsis thaliana	"Eukaryota,Bacteria <bacteria>,Archaea"	Bacteria	PWY-5142	Lipid-Biosynthesis		RXN-7902	EC-3.1.2.14	PWY-5142	acyl-[acyl-carrier protein] thioesterase pathway // acyl-ACP thioesterase pathway // acyl-[acp] thioesterase pathway	AT3G25110-MONOMER // AT1G08510-MONOMER	RXN-7902	Lipid-Biosynthesis	
2556	PWY-6655	"Xanthomonas campestris,Xanthomonas oryzae"	Bacteria <bacteria>	Bacteria	PWY-6655	Glycan-Pathways;Carbohydrates-Biosynthesis	RXN-11789	RXN-11804;RXN-11802;RXN-11801;RXN-11800;RXN-11799;RXN-11790;RXN-11789;RXN-11792;RXN-11788;RXN-11791	EC-2.5.1.95;EC-2.4.1.264;EC-2.4.1.251;EC-2.4.1;EC-2.4.1.252;EC-2.7.8.31	PWY-6655	xanthan biosynthesis	MONOMER-15979 // MONOMER-15981 // MONOMER-15980 // MONOMER-15983 // MONOMER-15982 // MONOMER-15984 // MONOMER-15985 // MONOMER-15986	RXN-11804 // RXN-11802 // RXN-11801 // RXN-11800 // RXN-11799 // RXN-11790 // RXN-11789 // RXN-11792 // RXN-11788 // RXN-11791	Glycan-Pathways // Carbohydrates-Biosynthesis	
2557	PWY-7629	Anthriscus sylvestris	Magnoliopsida	Non-Bacteria	PWY-7629	AROMATIC-COMPOUNDS-BIOSYN		RXN-16342;RXN-16343;RXN-16341;RXN-16340	EC-2.1.1;EC-1.14.19;EC-2.1.1.M19;EC-1.14.13	PWY-7629	yatein biosynthesis II	MONOMER-19144 // MONOMER-19145	RXN-16342 // RXN-16343 // RXN-16341 // RXN-16340	AROMATIC-COMPOUNDS-BIOSYN	
2558	PWY-6507	"Dickeya dadantii,Escherichia coli,Pectobacterium carotovorum,Pseudomonas sp.,Streptococcus agalactiae,Yersinia enterocolitica,Erwinia chrysanthemi EC16"	Bacteria <bacteria>	Bacteria	PWY-6507	Carbohydrates-Degradation	5.3.1.17-RXN // 1.1.1.127-RXN	RXN-16475;KDPGALDOL-RXN;DEOXYGLUCONOKIN-RXN;1.1.1.127-RXN;5.3.1.17-RXN	EC-4.2.99.25;EC-4.1.2.55;EC-4.1.2.14;EC-2.7.1.178;EC-2.7.1.45;EC-1.1.1.127;EC-5.3.1.17	PWY-6507	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation // 5-dehydro-4-deoxy-D-glucuronate degradation	MONOMER-15648 // CPLX-8402 // CPLX-8982 // CPLX-8401 // CPLX-8983 // CPLX-8984 // KDUD-MONOMER // MONOMER-15644 // DEOXYGLUCONOKIN-MONOMER // MONOMER-15645 // KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX // CPLX-85451	RXN-16475 // KDPGALDOL-RXN // DEOXYGLUCONOKIN-RXN // 1.1.1.127-RXN // 5.3.1.17-RXN	Carbohydrates-Degradation	
2559	PWY-6930	"Medicago truncatula,Nicotiana tabacum,Arabidopsis thaliana"	Embryophyta	Non-Bacteria	PWY-6930	Metabolic-Clusters		RXN-12695;RXN-12698;RXN-12696;RXN-12699;RXN-12697	EC-2.3.1;EC-2.4.1.35	PWY-6930	phenolic malonylglucosides biosynthesis	AT5G39050-MONOMER // AT3G29670-MONOMER	RXN-12695 // RXN-12698 // RXN-12696 // RXN-12699 // RXN-12697	Metabolic-Clusters	
2560	PWY-6467	"Chlamydia pneumoniae,Chlamydia psittaci"	PVC group	Bacteria	PWY-6467	Glycan-Pathways;Cell-Structure-Biosynthesis	RXN-11327	RXN-24833;RXN-22487;RXN-22486;RXN-11327;RXN-11323	EC-2.4.99.15;EC-2.4.99.13;EC-2.4.99.12;EC-2.4.99.14	PWY-6467	Kdo transfer to lipid IV<sub>A</sub> (four Kdo residues)	MONOMER-15504 // MONOMER-15506	RXN-24833 // RXN-22487 // RXN-22486 // RXN-11327 // RXN-11323	Glycan-Pathways // Cell-Structure-Biosynthesis	
2561	PWY-5843	"Erythroxylum coca,Erythroxylum novogranatense"	Erythroxylaceae	Non-Bacteria	PWY-5843	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-25189;RXN-25187;RXN-22717;RXN-13587;RXN-9203;RXN-9201	EC-2.3.1.333;EC-1.14.14.194;EC-1.1.1.334;EC-2.1.1.403;EC-2.3.1.334	PWY-5843	cocaine biosynthesis	MONOMER-124941 // MONOMER-124940 // MONOMER-124944 // MONOMER-124939 // CPLX-85533 // CPLX-85532	RXN-25189 // RXN-25187 // RXN-22717 // RXN-13587 // RXN-9203 // RXN-9201	SECONDARY-METABOLITE-BIOSYNTHESIS	
2562	PWY-8279	Porphyromonas gingivalis	"Viridiplantae,Bacteria <bacteria>"	Bacteria	PWY-8279	Lipid-Biosynthesis	RXN-9515	RXN-9542;RXN-9538;RXN-9534;RXN-9530;RXN-9526;RXN-9521;RXN-9515;RXN-9623;RXN-9655;RXN-9549;4.2.1.61-RXN;RXN-9540;RXN-9539;RXN-9537;RXN-9536;RXN-9535;RXN-9533;RXN-9532;RXN-9531;RXN-9528;RXN-9527;4.2.1.59-RXN;RXN-9524;RXN-9523;4.2.1.58-RXN;RXN-9514;RXN-9516;RXN-9518;RXN-9520	EC-1.3.1.104;EC-1.3.1.10;EC-1.3.1.39;EC-6.2.1.3;EC-4.2.1.59;EC-3.1.2.14;EC-1.1.1.100;EC-2.3.1.179;EC-2.3.1.41	PWY-8279	"palmitate biosynthesis III (type II fatty acid synthase, NADPH-dependent enoyl-[acp] reductase)"	HMPREF1322_RS03560-MONOMER // CPLX1P3V-880	RXN-9542 // RXN-9538 // RXN-9534 // RXN-9530 // RXN-9526 // RXN-9521 // RXN-9515 // RXN-9623 // RXN-9655 // RXN-9549 // 4.2.1.61-RXN // RXN-9540 // RXN-9539 // RXN-9537 // RXN-9536 // RXN-9535 // RXN-9533 // RXN-9532 // RXN-9531 // RXN-9528 // RXN-9527 // 4.2.1.59-RXN // RXN-9524 // RXN-9523 // 4.2.1.58-RXN // RXN-9514 // RXN-9516 // RXN-9518 // RXN-9520	Lipid-Biosynthesis	
2563	PWY-5483	"Pyrococcus furiosus,Entamoeba histolytica"	"Amoebozoa,Archaea"	Non-Bacteria	PWY-5483	Super-Pathways;Energy-Metabolism	PYRUFLAVREDUCT-RXN	PWY-5535;ACETATE--COA-LIGASE-ADP-FORMING-RXN;PYRUFLAVREDUCT-RXN	EC-6.2.1.13;EC-1.2.7.1	PWY-5483	pyruvate fermentation to acetate III // pyruvic acid fermentation to acetic acid III	CPLX-7001 // CPLX-7000	ACETATE--COA-LIGASE-ADP-FORMING-RXN // PYRUFLAVREDUCT-RXN	Super-Pathways // Energy-Metabolism	
2564	PWY-7015	"Niallia circulans,Streptomyces chrestomyceticus,Streptomyces fradiae,Streptomyces ribosidificus"	Bacteria <bacteria>	Bacteria	PWY-7015	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-13146;RXN-13165;RXN-13204;RXN-13203	EC-2.6.1.93;EC-1.1.3.43;EC-3.1.3.88;EC-2.4.2.49	PWY-7015	ribostamycin biosynthesis (from paromamine) // vistamycin biosynthesis	MONOMER-17254 // MONOMER-17281 // MONOMER-17255 // MONOMER-17282 // MONOMER-17236 // MONOMER-17237 // MONOMER-17238 // MONOMER-17279	RXN-13146 // RXN-13165 // RXN-13204 // RXN-13203	SECONDARY-METABOLITE-BIOSYNTHESIS	
2565	PWY-7665	Aureobasidium pullulans	Fungi	Non-Bacteria	PWY-7665	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16646;RXN-16645;RXN-16644;RXN-16643;RXN-16642;RXN-16641;RXN-16640;RXN-16639;RXN-16638;RXN-16636	EC-6.3.2	PWY-7665	aureobasidin A biosynthesis	MONOMER-19313	RXN-16646 // RXN-16645 // RXN-16644 // RXN-16643 // RXN-16642 // RXN-16641 // RXN-16640 // RXN-16639 // RXN-16638 // RXN-16636	SECONDARY-METABOLITE-BIOSYNTHESIS	
2566	PWY-1741	Zea mays	Embryophyta	Non-Bacteria	PWY-1741	Inactivation		2.4.2.34-RXN;2.4.1.156-RXN;2.3.1.72-RXN;2.4.1.121-RXN	EC-2.4.2.34;EC-2.4.1.156;EC-2.3.1.72;EC-2.4.1.121	PWY-1741	indole-3-acetate inactivation IX // indole-3-acetic acid-ester conjugate biosynthesis // IAA-ester conjugation // IAA-ester conjugate biosynthesis // indole-3-acetyl-ester conjugate biosynthesis // indole-3-acetic acid inactivation IX	MONOMER-3961 // MONOMER-3981 // MONOMER-3982	2.4.2.34-RXN // 2.4.1.156-RXN // 2.3.1.72-RXN // 2.4.1.121-RXN	Inactivation	
2567	PWY-5787	Toxicodendron vernicifluum	"Viridiplantae,Fungi"	Non-Bacteria	PWY-5787	AROMATIC-COMPOUNDS-BIOSYN		RXN-11661;RXN-11657	EC-1.10.3	PWY-5787	oligomeric urushiol biosynthesis // urushiol biosynthesis // lacquer biosynthesis	MONOMER-13742 // MONOMER-13743 // MONOMER-13724 // MONOMER-17509	RXN-11661 // RXN-11657	AROMATIC-COMPOUNDS-BIOSYN	
2568	THISYNARA-PWY	"Plasmodium falciparum,Saccharomyces cerevisiae,Arabidopsis thaliana"	"Alveolata,Fungi,Viridiplantae"	Non-Bacteria	THISYNARA-PWY	Super-Pathways;Cofactor-Biosynthesis		PWY-6909;PWY-6908;PWY-6890		THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes) // vitamin B1 biosynthesis IV (eukaryotes) // thiamine diphosphate biosynthesis (plants)	CPLX3O-10524 // CPLX3O-82 // AT2G29630-MONOMER // AT1G22940-MONOMER // CPLX3O-9180 // AT4G29530-MONOMER // GQT-4007-MONOMER // AT1G02880-MONOMER // AT2G44750-MONOMER // CPLX3O-25 // CPLXQT-40 // CPLX3O-10511	RXNQT-4301 // RXNQT-4300 // THIAMIN-PYROPHOSPHOKINASE-RXN // RXNQT-4191 // THI-P-SYN-RXN // PYRIMSYN1-RXN // PYRIMSYN3-RXN	Super-Pathways // Cofactor-Biosynthesis	
2569	PWY-6364	"Saccharomyces cerevisiae,Homo sapiens,Arabidopsis thaliana"	Eukaryota	Non-Bacteria	PWY-6364	Cyclitols-Biosynthesis		3.1.3.62-RXN;RXN-8730;2.7.1.127-RXN	EC-3.1.3.62;EC-3.1.3.56;EC-2.7.1.127	PWY-6364	"D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis"	MONOMER3O-64 // HS07712-MONOMER // HS07103-MONOMER // HS06405-MONOMER // HS01533-MONOMER // AT1G34120-MONOMER // HS11950-MONOMER // HS09849-MONOMER // HS09233-MONOMER // HS08354-MONOMER // HS05898-MONOMER // HS05626-MONOMER // HS04546-MONOMER // HS01279-MONOMER // HS00936-MONOMER // HS10404-MONOMER // HS03025-MONOMER	3.1.3.62-RXN // RXN-8730 // 2.7.1.127-RXN	Cyclitols-Biosynthesis	
2570	PWY-6728	"Haloarcula marismortui,Natrialba magadii"	Halobacteria	Non-Bacteria	PWY-6728	Energy-Metabolism	METHYLASPARTATE-MUTASE-RXN // METHYLASPARTATE-AMMONIA-LYASE-RXN	RXN-14937;MALYL-COA-LYASE-RXN;RXN-14971;MALATE-DEH-RXN;ISOCITDEH-RXN;FUMHYDR-RXN;SUCCCOASYN-RXN;METHYLMALONYL-COA-MUT-RXN;METHYLMALONYL-COA-EPIM-RXN;RXN-8960;RXN-8961;PROPIONYL-COA-CARBOXY-RXN;RXN-12168;METHYLASPARTATE-AMMONIA-LYASE-RXN;METHYLASPARTATE-MUTASE-RXN;GLUTAMATE-DEHYDROGENASE-RXN;ACONITATEHYDR-RXN;CITSYN-RXN;ACONITATEDEHYDR-RXN	EC-3.1.2.30;EC-4.1.3.24;EC-1.3.5.1;EC-1.1.1.37;EC-1.1.1.42;EC-4.2.1.2;EC-6.2.1.5;EC-5.4.99.2;EC-5.1.99.1;EC-4.2.1.148;EC-6.4.1.3;EC-2.8.3.26;EC-4.3.1.2;EC-5.4.99.1;EC-1.4.1.2;EC-2.3.3.3;EC-2.3.3.16;EC-2.3.3.1	PWY-6728	methylaspartate cycle	MONOMER-16259 // CPLX-8243 // MONOMER-16255 // MONOMER-16256 // MONOMER-16260 // MONOMER-16257 // MONOMER-16261 // MONOMER-16258 // MONOMER-16252 // MONOMER-16262	RXN-14937 // MALYL-COA-LYASE-RXN // RXN-14971 // MALATE-DEH-RXN // ISOCITDEH-RXN // FUMHYDR-RXN // SUCCCOASYN-RXN // METHYLMALONYL-COA-MUT-RXN // METHYLMALONYL-COA-EPIM-RXN // RXN-8960 // RXN-8961 // PROPIONYL-COA-CARBOXY-RXN // RXN-12168 // METHYLASPARTATE-AMMONIA-LYASE-RXN // METHYLASPARTATE-MUTASE-RXN // GLUTAMATE-DEHYDROGENASE-RXN // ACONITATEHYDR-RXN // CITSYN-RXN // ACONITATEDEHYDR-RXN	Energy-Metabolism	
