pathway	096R_0_M_S5_week5	096R_0_M_S5_week9	1060R_L_M_S5_week5	1060R_L_M_S5_week9	1076R_0_M_S5_week5	1076R_0_M_S5_week9	1136R_0_F_S5_week5	1136R_0_F_S5_week9	1136R_RL_F_S5_week10	1136R_R_F_S5_week10	2402R_0_F_S5_week5	2402R_0_F_S5_week9	2402R_R_F_S5_Pellet_week9	2402R_R_F_S5_week5	2433R_0_F_S5_week9	2475R_0_M_S5_week9	2475R_RL_M_S5_Pellet_week9	2475R_RL_M_S5_week5	2518R_0_M_S5_week5	2518R_0_M_S5_week9	2518R_L_M_S5_week10	2518R_R_M_S5_week10	3752R_0_F_S5_week10	3752R_L_F_S5_week10	3893R_RL_M_S5_week10	3893R_R_M_S5_week10	3924R_L_F_S5_week5	3924R_L_F_S5_week9	3929R_0_F_S5_week5	3929R_0_F_S5_week9	S5_defined_inocula	S5_defined_inocula.1	S5_inocula
PWY-6317	3953.2758106011634	4417.908578754578	2915.4077929325576	3304.276398620987	3464.519617754794	4542.027374919198	2659.8860743374275	6349.117298211591	3294.25763822452	3685.051822882999	1875.0918521870285	4923.437373410902	3899.1389200603317	3483.9807935789695	4397.961673346261	5190.2007412195635	5241.651683257918	5435.229022408964	3284.6416589097175	3714.0167323852615	3529.7717162249514	3797.0528489549665	3519.1594781297135	3646.5776998491706	3674.3954759750054	4013.2406787330315	3851.18131092437	4376.9559644473175	4622.0776888601595	4773.614614738202	13684.143406593405	7628.320268476622	6635.833400129283
PWY-6353	2122.5589120847503	2879.068668146504	2567.7425289361036	3543.566329592634	1868.668704613921	3117.4813095972145	914.5478946379391	3467.5011077638605	1790.2518438654288	2160.7740447122246	1603.132911051213	3415.172634168972	1994.50651891784	2766.3925241794836	2259.4887995701424	2789.779200007047	2651.4524718566677	3247.8797177739025	1298.9446583161568	1873.3851063192574	1720.5152354526717	1657.1072934834312	2511.96449342001	1814.8705821280296	2185.301944341678	2012.360159904633	1177.8199143808467	2143.1633238200943	3217.6411035357546	2166.884430937994	16562.820019731163	9376.465459307414	8171.983825966447
PWY-6385	5534.320176691285	11334.839601625974	6779.960257477472	10665.888624899044	8801.73269249477	9535.356674389352	7155.440541879096	19606.571067978668	9563.252960050964	9838.246601340532	5444.757216614714	10837.976693945171	6012.131942715867	6552.513229866094	13514.736252737863	13104.09770410472	6984.983963910611	12446.024020592407	7928.391203010006	11651.9868933533	11190.681265282521	10582.300378288232	9877.921172531933	9717.43088773484	10138.640785215219	11116.225273846132	9269.382616003411	12851.270215846762	12137.98731112216	11202.174016294977	20187.526693428896	12043.666297711206	11880.172415473236
PWY-6386	5275.294001825295	10814.517162513579	6344.604931790142	10061.820941890615	8273.589628470001	8722.700055395408	6826.259883340252	18850.33879580374	9051.293218587714	9404.772000874298	5161.517502678025	10266.504752577604	5745.7164262850165	6127.636869043704	12938.547495482297	12473.9452085275	6711.115743208589	11894.571627666643	7552.465268185124	11155.584325556336	10741.51396398685	10132.386176409402	9465.127103465662	9333.030024612724	9632.532527385656	10575.990805497742	8962.768237085125	12320.235613888733	11302.008245550122	10739.638748905925	16682.34993050074	10519.076866008574	10226.760570241748
PWY-6387	5416.6176362011975	10995.338976681853	6557.433975163048	10310.720020727242	8535.649314750292	9209.266908424906	6938.515122487269	19048.8307032967	9273.691754846775	9555.462280711157	5275.0553915840255	10501.757715715177	5878.704198338248	6356.077438577683	13092.75399410346	12709.014335030824	6827.7818000536045	12038.017184311622	7696.553633699635	11288.972027874564	10843.910057357276	10261.43306959707	9568.616432591796	9443.651667828108	9833.152593585277	10785.580019476462	9014.796834092736	12464.94460573573	11764.757320646833	10901.454288037166	19609.236610917535	11674.467803448584	11503.890514071294
PWY-6396	461.7066666666666	531.8044444444444	846.7377777777778	364.1955555555556	734.4711111111111	1303.6266666666666	174.73777777777778	251.4311111111111	283.1822222222222	258.02666666666664	168.64	1237.582222222222	362.66666666666663	770.791111111111	310.8622222222222	227.55555555555554	725.0844444444444	1229.7066666666667	272.5155555555555	157.45777777777775	236.95999999999998	277.3333333333333	690.0266666666666	225.2622222222222	348.4444444444444	205.97333333333333	200.88888888888889	287.23555555555555	618.4177777777778	226.7911111111111	6249.137777777777	4101.084444444445	3346.0266666666666
PWY-6467	7080.820000000001	16407.84	10381.840000000002	16319.439999999999	9859.919999999998	12023.970000000001	7790.94	17263.819999999996	13435.61	13691.59	12246.29	17725.590000000004	8296.84	8773.970000000001	16891.05	15593.400000000001	9594.580000000002	14800.27	10488.18	14111.25	15074.760000000004	12917.35	13472.349999999999	11334.21	11683.87	14625.690000000002	11820.32	16178.700000000003	12439.29	16396.540000000005	9646.74	6610.51	6727.6
PWY-6470	430.0063387978141	423.36030601092887	422.17237158469936	455.32848087431694	385.07930054644805	648.4435846994535	287.2682841530054	579.0725683060109	394.9964590163933	398.2402622950819	154.01473224043716	444.1408087431694	450.83081967213104	568.7564153005465	541.8038032786884	752.7376174863388	512.4544262295082	565.6831038251365	459.3722404371583	322.759650273224	342.0011803278688	389.8740983606557	406.50076502732236	377.99763934426227	397.49355191256825	314.7955409836065	246.68590163934422	417.52821857923493	538.671693989071	364.4773770491803	2062.94662295082	1176.7874972677596	913.183781420765
PWY-6471	505.23160198447886	499.01628042339587	503.69254425466295	521.8034541538163	443.2227833470508	712.7757643963904	339.92601524624865	637.2181274345224	459.6066019632962	466.5136053933647	195.27412056728838	506.23570286565075	515.6068065028462	658.12517391064	618.6119738649869	863.7385616410947	590.7961740256604	671.0514149424091	537.3232261270747	381.60866593445525	404.0139159912271	429.5227732398679	471.2780565723689	439.86067969642306	453.4048333818475	370.73702109558747	311.9279892270269	472.9659425094332	642.245823225724	420.7627427972791	2790.8820625049575	1598.1194420413012	1226.9740418677654
PWY-6478	3395.812857142857	4680.808831168831	2040.3072727272727	3051.174285714285	3573.5657142857144	2905.1145454545454	2506.8757142857144	8551.572857142857	3339.755714285714	3542.817142857143	1738.5722077922076	4007.6166233766235	3564.914285714286	2467.2489610389607	4951.91	5181.135324675326	3950.2814285714285	4434.881948051948	2904.8706493506493	4208.5599999999995	3711.177142857143	3716.425714285714	3721.335714285714	4247.0824675324675	3745.8337662337663	4074.07909090909	3728.781298701299	5094.397662337663	4316.859350649351	5472.114285714285	8027.811168831167	4124.108571428572	4114.44
PWY-6507	4338.404476190476	6745.741553113552	6719.397516483517	9683.189289377287	6873.383428571429	8016.477076923077	5694.299142857144	15474.490571428572	7007.9113333333335	7919.482857142856	4545.733465201465	9025.064102564102	4125.981421245421	6571.86219047619	10545.56438095238	10154.830329670329	5191.788761904762	9080.702703296702	6464.750600732599	8501.501428571428	7989.230952380952	7800.751619047621	6912.721714285714	6557.898424908425	7686.375912087911	8135.211941391939	7150.954813186814	9726.381047619045	11738.869318681318	6415.809238095239	11705.764175824175	7008.243355311355	6536.815897435897
PWY-6519	1271.4563265306122	5179.531836734694	7395.761326530613	11872.723163265306	7007.290714285714	7877.95530612245	6436.07418367347	16672.300408163264	7136.822448979591	8018.851836734694	5083.498469387755	9285.997959183673	1024.0169387755102	5892.937959183673	11652.865714285714	9324.86387755102	1380.090306122449	9744.718163265306	6398.026530612245	9370.070510204081	8810.730612244897	8042.884591836734	7013.688673469387	5583.684183673469	7684.6392857142855	8075.066326530612	7036.051224489796	10411.301326530613	13094.086836734692	4180.998979591836	5088.579795918366	4610.726326530612	4299.283775510204
PWY-6545	39.746249999999996	24.75	46.496249999999996	29.25	26.628750000000004	0.0	28.878750000000004	0.0	19.496249999999996	24.75	28.125	25.875	21.003750000000004	42.75	25.875	45.371249999999996	36.371249999999996	58.5	40.128750000000004	26.246249999999996	23.253750000000004	0.0	23.996249999999996	18.371249999999996	14.99625	18.371249999999996	44.246249999999996	15.37875	58.871249999999996	18.753750000000004	513.0	299.62125	195.37875
PWY-6572	0.0	3.1887323943661974	4.87887323943662	6.569014084507042	0.0	3.1887323943661974	0.0	0.0	0.0	0.0	14.27605633802817	7.132394366197183	6.19718309859155	7.323943661971831	0.0	5.442253521126761	0.0	5.633802816901409	10.512676056338028	0.0	0.0	0.0	0.0	5.442253521126761	7.132394366197183	5.633802816901409	7.887323943661972	6.005633802816901	27.04225352112676	0.0	1131.6394366197185	595.3014084507043	570.1408450704225
PWY-6588	661.2954681139755	944.0215287200361	956.8723835368612	704.6608050655811	1072.3929805517864	1367.9943012211668	393.9615558570783	811.6615287200361	601.1154590682949	606.4889009497964	357.50111261872456	1348.3761917684305	614.0352781546811	968.9099412030754	565.8296517412936	655.538091361375	910.5194391677974	1331.0849932157394	553.4124468566259	383.91498869289916	505.7614654002714	553.6781546811397	876.7015468113975	483.40593396653094	626.2071460877431	507.04423337856167	368.6053369516055	537.5496517412935	1134.1243238353686	597.0914337403889	7583.274934418814	4796.545382180009	3783.741329715061
PWY-6608	3941.870786967419	7752.141123453797	6782.224606354597	10802.416740884473	7195.830987468672	8137.502837739509	5502.603959899751	16653.011228070176	7031.707568922307	7641.08143358396	4793.470455493573	9566.601039696017	3960.568229282885	6353.34906750748	10877.32052130326	10084.862108173664	4492.307558897244	10351.925203654298	5880.091704745736	8906.686436090227	8038.948120300753	7476.566616541356	7903.195408521305	6835.870439000728	7814.522984558171	7960.703709919962	6402.871822459376	10194.666336809769	11563.873982051906	7241.074907268169	22591.230169294206	13067.742262106882	12118.945154175763
PWY-6609	4940.884666666666	11093.849000000002	7116.701666666667	11416.690999999999	7721.348000000001	9786.731666666668	6089.774666666666	16872.924	8893.900666666666	9120.179333333332	5528.947666666667	10354.321000000002	5365.9226666666655	6892.207333333335	12389.556000000002	12518.941666666666	6296.674666666667	11898.47	7002.329	10675.29133333333	10281.796	9522.334	9606.618666666665	8721.499	9536.739666666666	10160.900666666668	7536.704666666666	11402.10166666667	11431.392	9751.945333333333	27281.88433333333	16076.174333333336	15518.499333333335
PWY-6612	1848.3130434782609	4553.585770750989	4305.015019762846	6430.927747035572	5170.6143873517785	5186.099288537549	4059.2977075098815	11433.072885375494	4639.5032411067195	4862.197944664031	2841.035573122529	6245.0368379446645	1860.9116205533596	3664.633359683794	7615.934861660079	6372.515731225296	2094.52395256917	7076.798418972331	4122.153359683794	6114.230830039526	5595.2328853754925	5207.274308300395	5174.35162055336	4421.870671936758	5034.8683003952565	5185.734071146246	4629.396679841897	7083.671778656125	7615.644268774703	4366.053754940712	6674.423083003952	4993.850118577075	4506.656442687747
PWY-6628	354.15	407.91818181818184	649.4863636363638	279.3545454545455	563.3727272727273	999.9409090909091	134.0318181818182	192.85909090909092	217.21363636363637	197.9181818181818	129.35454545454547	949.2818181818183	278.1818181818182	591.2318181818182	238.4454545454546	174.54545454545456	556.1727272727273	943.2409090909092	209.03181818181818	120.77727272727273	181.7590909090909	212.72727272727275	529.2818181818183	172.78636363636363	267.2727272727273	157.9909090909091	154.0909090909091	220.3227272727273	474.35454545454553	173.95909090909092	4793.372727272727	3145.718181818182	2566.554545454546
PWY-6629	322.39862068965516	371.34620689655173	591.2565517241379	254.3089655172414	512.8634482758621	910.2910344827586	122.01517241379311	175.568275862069	197.73931034482757	180.17379310344828	117.75724137931034	864.1737931034482	253.24137931034483	538.2248275862069	217.06758620689658	158.89655172413794	506.3089655172414	858.6744827586208	190.29103448275862	109.94896551724138	165.46344827586208	193.6551724137931	481.8289655172414	157.2951724137931	243.31034482758622	143.82620689655172	140.27586206896552	200.5696551724138	431.82620689655175	158.36275862068965	4363.622068965517	2863.688275862069	2336.449655172414
PWY-6630	354.15	407.91818181818184	649.4863636363638	279.3545454545455	563.3727272727273	999.9409090909091	134.0318181818182	192.85909090909092	217.21363636363637	197.9181818181818	129.35454545454547	949.2818181818183	278.1818181818182	591.2318181818182	238.4454545454546	174.54545454545456	556.1727272727273	943.2409090909092	209.03181818181818	120.77727272727273	181.7590909090909	212.72727272727275	529.2818181818183	172.78636363636363	267.2727272727273	157.9909090909091	154.0909090909091	220.3227272727273	474.35454545454553	173.95909090909092	4793.372727272727	3145.718181818182	2566.554545454546
PWY-6690	259.71	299.14	476.29	204.86	413.14	733.29	98.29	141.43	159.29	145.14	94.86	696.14	204.0	433.57	174.86	128.0	407.86	691.71	153.29	88.57	133.29	156.0	388.14	126.71	196.0	115.86	113.0	161.57	347.86	127.57	3515.14	2306.86	1882.14
PWY-6700	10859.355714285715	21822.897142857142	13554.1	20878.85857142858	13564.39	16462.45	10966.81142857143	24473.959999999995	17777.04285714286	18346.471428571425	15250.839999999997	23306.537142857145	12300.562857142859	12180.954285714282	22537.21714285715	21711.05857142857	14568.524285714284	20515.274285714284	14473.961428571429	18890.652857142864	19823.04714285714	17531.995714285713	17700.54142857143	15634.182857142854	15976.574285714289	19649.32428571428	16396.58714285714	21717.09285714285	17276.631428571432	22360.132857142846	18670.18571428572	11345.668571428572	11114.265714285717
PWY-6703	7080.820000000001	16407.84	10381.840000000002	16319.439999999999	9859.919999999998	12023.970000000001	7790.94	17263.819999999996	13435.61	13691.59	12246.29	17725.590000000004	8296.84	8773.970000000001	16891.05	15593.400000000001	9594.580000000002	14800.27	10488.18	14111.25	15074.760000000004	12917.35	13472.349999999999	11334.21	11683.87	14625.690000000002	11820.32	16178.700000000003	12439.29	16396.540000000005	9646.74	6610.51	6727.6
PWY-6708	742.835	3501.015	863.165	1464.2350000000001	1141.2649999999999	1896.415	582.665	1957.055	2132.415	1847.0149999999999	1122.36	1638.6399999999999	1089.625	702.9449999999999	1876.1100000000001	2007.375	1269.1100000000001	1662.335	906.415	2121.07	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	1245.5	1770.945	787.86	2632.57	8755.765	5333.735000000001	5662.765
PWY-6737	11435.915757575758	24823.464606060603	14763.210575757572	23509.14545454546	15596.882060606065	18680.422939393942	12677.28218181818	29911.733909090908	20182.63336363637	20737.401212121204	16231.537999999999	25148.44745454545	13003.27796969697	13218.490575757574	25760.735333333338	24736.801909090915	15398.103757575756	23201.262515151513	15965.124272727273	22195.79715151515	22946.378818181813	20446.58990909091	20060.95751515151	18137.273000000005	18826.354393939397	22822.098909090913	18547.717454545455	24772.55263636363	20551.272333333334	24768.57766666666	25990.762030303027	15663.38403030303	15868.950272727268
PWY-6749	2230.06837535014	2343.4095238095233	1041.368095238095	912.1019607843137	2124.5461904761905	2219.475630252101	1886.0487114845937	3762.963585434173	1962.0370028011203	2025.847619047619	752.4285714285714	2520.7792717086836	2283.2828851540617	1315.3142857142855	2492.401680672269	2805.066134453781	3030.5966666666664	3033.1238095238095	2117.5747619047615	2236.7137535014003	2114.003333333333	2346.3428571428567	1680.6252380952378	2176.9921848739496	2042.675658263305	2441.8526890756298	2723.4823809523805	2671.73162464986	2188.177619047619	3200.6094957983196	3741.1462184873953	1516.3524089635853	1608.0397478991597
PWY-6823	309.71627329192546	356.7383850931677	567.9980124223603	244.3050931677019	492.6886956521739	874.4824844720497	117.21540372670809	168.66186335403728	189.9607453416149	173.08621118012422	113.12496894409938	830.1793788819875	243.27950310559007	517.0524223602484	208.52869565217392	152.64596273291926	486.392049689441	824.8963975155281	182.80546583850932	105.62385093167701	158.95453416149067	186.03726708074535	462.8750310559006	151.10757763975155	233.73913043478262	138.16844720496894	134.75776397515529	192.67975155279504	414.83925465838513	152.13316770186336	4191.968198757764	2751.0380124223607	2244.5396273291926
PWY-6891	371.16944210861595	377.1004185379837	601.3431729574773	344.3326121993948	502.818801242236	1025.9002720178373	159.23545994585126	276.9217926421405	287.4202807771938	201.03754228380313	172.817928332537	860.521635292244	321.26439640070083	564.2807873865265	278.4556731963689	236.60924271380793	507.81397467749645	849.0465666507406	218.45079359770665	198.56560582895366	201.09508408982325	202.27826086956523	470.53239417104635	236.18023682114986	315.0965018315018	238.2707607899347	194.43895126612517	284.22149211657904	527.2157902532251	306.7145292243988	5868.6093148590535	3200.295662844402	2895.1272898550724
PWY-6892	6612.835556911328	13689.780544769203	10800.275558717145	16351.509225257501	9090.73416377089	12232.187318829989	7939.105301337501	14192.101705800553	12295.214720513606	12838.724341502417	12245.79212249819	17994.514053684972	7483.001797734026	9021.712435977815	15671.963198804824	14293.010043390366	9318.040773393575	14975.121028213167	10526.310621527293	12688.8636932106	13610.405008084475	11718.520684375515	11873.80159488787	9278.160247023394	10287.000300661228	13171.811486564255	11471.056516467199	14903.774778575325	12441.089904356984	14213.997904422256	7356.573115392774	4795.435331858704	4287.592066129878
PWY-6895	274.1806451612903	315.80762463343103	502.8281524926686	216.27448680351907	436.1595307917888	774.1478005865102	103.76656891495601	149.31026392961877	168.16539589442814	153.22697947214075	100.14545454545454	734.9278592375366	215.366568914956	457.7278592375366	184.60293255131964	135.13196480938416	430.58533724340174	730.2510263929619	161.83108504398825	93.5049853372434	140.71671554252197	164.69208211143695	409.766568914956	133.77008797653957	206.9208211143695	122.31554252199413	119.29618768328446	170.5724340175953	367.24222873900294	134.67800586510262	3710.9982404692078	2435.3947214076247	1987.0099706744868
PWY-6897	12453.93566787942	22808.71039241165	15889.689111226611	23836.1234485447	15698.389316528068	18639.358651247407	12941.002453222454	27932.04668918919	19401.468399168403	20328.463253638256	17314.79413981289	27174.90079521831	13754.878399168407	14271.481543659047	25692.40633835759	24336.239641372144	16505.419989604994	23928.432767671526	16802.68885135135	20896.487253118503	21515.949295738046	19184.484958419966	19371.10253118504	16781.62023648649	17302.403162681916	21286.355233887738	18832.037190748444	24786.723783783786	20494.14570426195	24373.928043139305	14002.726704781702	8777.102253118503	8002.012666320167
PWY-6901	361.86008708272857	416.7988388969521	663.6261248185776	285.43628447024673	575.6377358490565	1021.71030478955	136.94978229317852	197.0577648766328	221.94252539912915	202.22699564586355	132.17068214804064	969.9483309143686	284.2380261248186	604.1033381712626	243.63657474600873	178.3454281567489	568.2809869375907	963.7759071117562	213.58258345428155	123.40667634252539	185.71611030478954	217.35849056603774	540.8046444121916	176.54804063860666	273.09143686502176	161.43047895500726	157.4455732946299	225.11930333817125	484.6815674891147	177.7462989840348	4897.727721335268	3214.202612481858	2622.4301886792455
PWY-6969	6125.6293777388255	11412.257248028045	7711.948746713409	10849.828641542506	5734.018580192813	8408.067940403154	4204.150043821209	5820.057633654688	8775.874566170027	9045.31449605609	10127.099737072742	13894.70569675723	7026.459526730937	6601.048133216476	9743.554005258544	9369.414829097283	8667.958632778264	9606.274425942156	7077.897353198949	7742.604101665206	9157.020929009639	7534.836108676599	8772.637335670464	6529.424014022787	6478.3032427695	9071.928553900087	7620.471796669587	9570.843049956178	6141.90078878177	11912.015985977212	5681.574829097283	3753.175109553024	2914.871936897459
PWY-7013	1334.3066666666666	1283.3366666666668	1346.3833333333332	1366.4333333333332	1188.8999999999999	2011.2299999999998	874.6433333333333	1743.8533333333332	1212.66	1196.5533333333333	439.6433333333333	1355.1533333333334	1403.2933333333333	1801.0366666666666	1712.6433333333332	2392.1433333333334	1580.24	1730.1133333333332	1441.68	970.6566666666666	1033.4566666666667	1206.573333333333	1245.6933333333334	1172.0866666666668	1230.3466666666666	946.1433333333333	732.1466666666666	1290.6633333333332	1676.7466666666664	1064.9066666666668	5125.58	2939.8999999999996	2269.913333333333
PWY-7094	406.50260869565216	468.2191304347826	745.4973913043478	320.6504347826087	646.6539130434783	1147.7582608695652	153.84521739130437	221.36869565217393	249.32347826086956	227.17565217391302	148.47652173913045	1089.6104347826088	319.304347826087	678.6313043478261	273.6939130434783	200.34782608695653	638.3895652173914	1082.6765217391305	239.93217391304347	138.63130434782607	208.62782608695653	244.17391304347828	607.5234782608695	198.3286956521739	306.7826086956522	181.34608695652176	176.8695652173913	252.89217391304348	544.4765217391305	199.67478260869564	5501.9582608695655	3610.737391304348	2945.9582608695655
PWY-7111	16639.34194475958	28190.617780683428	17060.009937860486	25242.665829630994	18526.642059515045	21521.013357521893	14680.562083086666	35725.576027107076	22772.28407746333	24006.1332536424	17911.479776121625	29704.125590224012	18127.722383321012	16542.1040497091	29119.49866662148	29020.569051292972	21715.809003388877	26775.809118229052	19050.324618247192	24515.57760520979	25137.981994976566	23132.227962826542	22699.711086192543	21588.721965858753	21510.256848978046	25792.13171226328	22339.022103118146	28590.820845679416	23773.5031259195	30038.313004567044	31512.0063642747	17625.836305362638	17102.852070851673
PWY-7184	611.4053571428572	594.0498214285715	907.1341071428573	475.26267857142864	745.8637500000001	1409.8564285714288	275.80660714285716	410.02232142857144	417.05517857142854	372.7960714285714	179.14660714285714	1140.287142857143	535.4807142857143	958.498392857143	576.19125	689.3839285714286	852.5089285714287	1206.9739285714286	488.6533928571429	288.81321428571425	340.12285714285713	424.6264285714286	714.8571428571429	374.41285714285715	479.44125	312.08785714285716	266.4144642857143	439.2916071428572	782.6898214285715	296.3860714285714	4768.653214285714	3105.8341071428576	2533.519285714286
PWY-7196	2087.735407228916	4908.047412048194	4618.583146987952	6978.158236144578	5511.062756626507	5575.043927710844	4436.248361445784	12397.399734939761	5081.281132530121	5304.798775903615	3047.584009638555	6532.950506024095	2128.6569831325305	4050.8334602409645	8392.396212048196	7240.118881927712	2314.4003759036145	7493.3092867469895	4600.708930120483	6670.2746939759045	6082.553228915663	5703.15151807229	5530.126525301206	4865.295060240964	5498.700183132531	5647.746187951807	5014.436028915663	7720.7758795180725	8280.664009638554	4733.714790361446	5415.310274698795	4191.255951807229	3883.08166746988
PWY-7197	6976.31	14054.510000000002	10375.680000000002	15526.269999999997	9491.92	11508.630000000001	7561.94	16014.149999999998	12063.109999999999	12517.59	11500.119999999999	17212.590000000004	7849.849999999999	8952.960000000001	15865.380000000001	14596.730000000001	9229.570000000002	14358.11	10180.52	12664.08	13320.930000000002	11520.01	12195.019999999999	9942.039999999999	10379.37	12874.020000000002	11061.32	15110.700000000003	12437.789999999999	14526.870000000004	6131.74	4579.67	3977.7700000000004
PWY-7199	2554.472121212121	7489.758030303031	4971.151060606061	8069.606060606059	6075.6900000000005	6577.297727272728	4806.15106060606	13681.362424242423	6673.055454545455	6727.89515151515	3888.701969696969	7328.493333333333	2931.2251515151515	4363.369848484848	9601.61287878788	8673.331969696968	3129.9572727272725	8295.302424242424	5218.908181818182	8164.5725757575765	7959.552575757574	7257.215151515151	7025.646060606059	6411.07212121212	6996.220303030303	7498.107424242423	5847.89212121212	8870.37106060606	8590.585757575758	6737.0275757575755	12251.367272727273	8116.631818181817	8040.49606060606
PWY-7200	515.9888888888888	496.38925925925923	755.9403703703704	400.7774074074074	619.2714814814815	1175.608888888889	234.76037037037037	349.4981481481481	353.85962962962964	316.0155555555555	149.20333333333332	939.9229629629629	454.3955555555555	806.1181481481481	493.6662962962963	599.2407407407408	714.6259259259259	999.6688888888889	418.1374074074074	247.35037037037034	288.2266666666667	360.93777777777774	594.3555555555556	319.402962962963	405.4292592592592	265.1511111111111	224.85518518518518	373.3840740740741	658.9137037037037	249.9548148148148	3866.83037037037	2516.629259259259	2052.8488888888887
PWY-7208	9924.880000000001	19568.28000000001	12161.42142857143	18656.985714285718	12226.044285714284	14902.755714285715	9904.962857142857	22090.29714285714	15946.255714285717	16467.858571428573	13567.167142857144	20858.167142857143	11192.322857142859	11040.528571428571	20216.46428571429	19610.484285714283	13286.940000000002	18510.141428571427	13050.34142857143	16944.614285714288	17757.262857142865	15784.732857142855	15861.201428571429	14103.614285714282	14384.314285714287	17646.82285714286	14770.97	19483.614285714288	15670.197142857141	20091.602857142858	18269.980000000007	10950.382857142858	10615.518571428573
PWY-7209	194.9666666666667	270.29999999999995	170.39999999999998	176.26666666666668	305.70000000000005	511.8666666666667	101.43333333333332	268.5	260.8333333333333	137.39999999999998	117.0	242.93333333333337	210.33333333333334	208.79999999999998	154.1	265.6	171.3	103.80000000000001	141.0	176.0	105.0	134.10000000000002	110.10000000000001	180.03333333333333	249.66666666666669	265.4666666666667	69.6	186.9	434.40000000000003	307.0333333333333	2690.2	809.9666666666667	1160.3333333333335
PWY-7211	301.5987096774194	347.3883870967742	553.1109677419355	237.901935483871	479.7754838709678	851.5625806451613	114.14322580645162	164.24129032258065	184.98193548387098	168.54967741935482	110.16000000000001	808.4206451612904	236.90322580645162	503.5006451612903	203.06322580645164	148.6451612903226	473.643870967742	803.2761290322582	178.0141935483871	102.85548387096775	154.7883870967742	181.16129032258067	450.7432258064516	147.14709677419356	227.61290322580646	134.54709677419356	131.22580645161293	187.62967741935483	403.96645161290326	148.1458064516129	4082.098064516129	2678.9341935483876	2185.7109677419357
PWY-7219	13509.13656887265	25519.765688568743	16068.280526506627	24876.735514941196	15745.096662540187	19231.5109477579	12806.652249807696	28951.6529446051	20666.277658252086	21656.027184373135	18013.49437096237	27469.44944112418	15068.700185842425	14795.848835328412	26278.32299458631	25760.618791947818	17956.989699039746	24073.856060648905	17001.517452224187	21976.5306297085	22919.60926089505	20394.80202461963	20630.6773556463	18362.906369595315	18718.189001440085	22971.075921633914	19286.630875559134	25406.945520966372	20681.53603466222	26363.05829848904	23897.30832109509	14058.4681710502	13410.226640604036
PWY-7220	7230.9922857142865	14774.84019047619	11413.80561904762	17043.094095238095	10454.450476190475	12671.274857142855	8390.486190476191	18099.653619047618	12996.469523809526	13551.755714285715	12147.600285714285	18504.75666666667	8060.969142857143	9819.889904761907	17374.65266666667	15850.151238095235	9531.015619047621	15723.793714285719	11041.076095238095	13850.67504761905	14445.699714285716	12561.267714285716	13153.808285714285	10681.265523809523	11387.274761904764	13904.785999999998	11962.79238095238	16444.053809523808	14154.211904761905	15082.21933333334	7481.850476190476	5609.001047619047	4873.9211428571425
PWY-7221	13311.816709956713	24417.722857142857	15064.596060606056	22980.323463203473	15570.76329004329	18348.001212121217	12508.006190476186	29294.149913419915	19735.108744588746	20709.26995670995	16469.967619047617	25906.239220779215	14704.370779220782	14099.397922077917	25315.992683982684	24899.32952380952	17542.995844155845	23112.841818181823	16352.531904761905	21249.43359307359	21956.740129870126	19796.500995670995	19737.33086580086	18048.368268398266	18222.43181818182	22150.487099567097	18830.95393939394	24587.47813852814	20276.626493506486	25419.82826839826	22952.504415584415	13570.247575757578	12990.247748917749
PWY-7222	7230.9922857142865	14774.84019047619	11413.80561904762	17043.094095238095	10454.450476190475	12671.274857142855	8390.486190476191	18099.653619047618	12996.469523809526	13551.755714285715	12147.600285714285	18504.75666666667	8060.969142857143	9819.889904761907	17374.65266666667	15850.151238095235	9531.015619047621	15723.793714285719	11041.076095238095	13850.67504761905	14445.699714285716	12561.267714285716	13153.808285714285	10681.265523809523	11387.274761904764	13904.785999999998	11962.79238095238	16444.053809523808	14154.211904761905	15082.21933333334	7481.850476190476	5609.001047619047	4873.9211428571425
PWY-7228	7855.936229005114	15920.849015014019	11930.267354561953	17841.169435406693	11040.367497772644	13278.099660782047	8803.705156244841	18979.574690645106	13792.00241478304	14324.595213331133	12939.786806797554	19617.155940603858	8803.821038112523	10294.969888797228	18344.43903712259	16808.46700676456	10345.754162019466	16608.38530473519	11680.924244844084	14638.267349282296	15289.707945883516	13274.058575152614	13989.648362316448	11428.020881042732	12007.054859594127	14745.485486223393	12690.038898531591	17431.120609140402	14631.575873288235	16391.55492097014	7538.018259033162	5633.658264312819	4909.456062695924
PWY-7229	8373.549906403943	16942.663526683085	12726.049662151065	19016.51606075534	11564.668139983578	14099.008641625616	9241.240104269295	19561.023334564867	14659.939308292283	15246.422240147784	13958.503596059112	20950.068606321838	9395.727444581282	10960.01846510673	19324.03516666667	17731.834436371104	11090.670558702792	17498.20149876847	12389.684371100164	15415.673530377668	16209.363110837437	14029.141317733991	14804.946492610836	12019.616084154353	12654.305417077177	15649.592499999997	13441.534941297208	18365.675662972088	15333.892473727423	17427.001272988506	7747.836243431854	5793.0819872742195	5021.59195320197
